caller,seasons,n,actual,resid,epa
Aaron Glenn,3,1908,32.7568134171908,13.4158635098073,0.0264375006408575
Jim Schwartz,3,1635,34.0672782874618,13.0366628558947,-0.155190233870293
Don Martindale,2,1225,30.9387755102041,9.77543802544172,-0.0350855323839553
Teryl Austin,4,2442,29.8525798525799,9.21320930850997,-0.0157330060449415
Ryan Nielsen,2,1142,29.4220665499124,8.3305474669198,0.0947749340907147
Joe Whitt Jr.,2,906,28.0353200883002,7.99460506259936,0.107105730253603
Bill Belichick,2,1190,28.235294117647,6.97598135177073,-0.105612417175865
Zach Orr,2,1326,27.0739064856712,6.86936113649072,0.023570304109995
Dan Quinn,3,1451,26.3266712611992,6.19518276776407,-0.0675495076092724
Shane Bowen,4,2164,26.0166358595194,5.48686683109089,0.0569169372051192
Dennis Allen,4,2054,25.3164556962025,4.86481496492925,-0.0801965707027516
Jeff Ulbrich,4,2210,24.0723981900453,2.69613999055858,-0.1048106725216
Jack Del Rio,2,953,21.7208814270724,0.846637375965502,-0.0176014198598151
Steve Wilks,2,1158,20.7253886010363,0.460792822676463,-0.019473703348702
Lou Anarumo,4,2412,20.2321724709784,0.220801749469012,-0.0163078238603785
Vic Fangio,3,1918,19.5516162669447,-0.261434228805293,-0.125069685165728
Joe Woods,2,815,20.4907975460123,-0.325783493420096,0.00462316973991967
Vance Joseph,4,2537,19.8265668111943,-0.379591949936033,-0.0600763524349841
Steve Spagnuolo,4,2645,18.7901701323251,-1.24082638982451,-0.0727300875696981
DeMeco Ryans,3,2000,18.25,-1.5381445331499,-0.0995912591425582
Patrick Graham,4,2247,19.4481530930129,-1.58393700040535,0.0230592771921957
Sean McDermott,3,1825,17.3698630136986,-2.34904430439211,-0.0950915976950566
Joe Barry,2,1113,18.1491464510332,-2.45986966397833,-0.0082819223651197
Brandon Staley,3,1596,18.2957393483709,-2.60329373089836,-0.033528407601194
Matt Eberflus,3,1477,17.2647257955315,-3.08268266612096,0.0181562983031784
Chris Shula,2,1347,16.7780252412769,-3.2192196315341,-0.0295771028751091
Anthony Weaver,2,1089,17.2635445362718,-3.26325272896675,0.0236046247276641
Mike Macdonald,4,2653,17.0373162457595,-3.30757177366408,-0.120786216288322
Mike Caldwell,2,1309,16.6539343009931,-3.89008760008308,-0.0474873414416807
Dennard Wilson,2,1009,17.1456888007929,-3.97457898371993,0.0629982371953922
Jeff Hafley,2,1219,15.5865463494668,-4.54849736861294,-0.020070638163229
Todd Bowles,4,2578,14.5849495733127,-5.82793941432314,0.0147467416600426
Clint Hurtt,2,1204,14.7009966777409,-6.27094831958141,0.0143764775286604
Nick Rallis,3,1575,14.3492063492064,-6.6051051978554,0.113567601567696
Ejiro Evero,4,2199,13.506139154161,-8.22289009663653,0.0112853306407051
Jesse Minter,2,1160,10.6896551724138,-8.94493217178588,-0.0872961120969004
Gus Bradley,3,1638,11.7826617826618,-9.26206312773428,-0.0103175384964751
Brian Flores,3,1764,10.0907029478458,-9.56825458575591,-0.066935907540391
Raheem Morris,2,1200,11.0833333333333,-9.6494466778046,0.0295329871292536
