measure,caller,seasons,n,actual,expected,resid,epa
screen_pp,Zac Robinson,2,1159,9.74978429680759,10.5842155496798,-0.834431252872205,0.00122107995788098
screen_pp,Drew Petzing,3,1877,9.48321790090571,10.3792292190459,-0.896011318140156,-0.0585116002610428
screen_pp,Shane Steichen,4,2403,10.1123595505618,11.0545169344289,-0.94215738386709,-0.0117014329492914
screen_pp,Frank Reich,2,714,8.54341736694678,9.65556483676641,-1.11214746981964,-0.191641630255291
screen_pp,Sean McVay,4,2624,9.52743902439025,10.7019939395264,-1.17455491513615,0.0482499308498341
screen_pp,Klint Kubiak,3,1481,9.25050641458474,10.5831388979622,-1.33263248337746,-0.0558915586084384
screen_pp,Mike McCarthy,2,1391,9.20201294033071,10.573218148108,-1.37120520777726,0.00300345501690426
screen_pp,Scott Turner,2,937,8.0042689434365,9.41446974432233,-1.41020080088583,-0.104358831243619
screen_pp,Shane Waldron,3,1598,9.01126408010013,10.4827025311373,-1.47143845103718,-0.0512795587321909
screen_pp,Dave Canales,3,1867,8.46277450455276,10.0271894609487,-1.56441495639591,-0.0655213063944434
screen_pp,Kellen Moore,4,2562,8.54800936768149,10.607723092259,-2.05971372457749,-0.000821840877835055
screen_pp,Mike Kafka,3,1811,8.22749861954722,10.4803895532019,-2.25289093365472,-0.107927358623394
screen_pp,Pete Carmichael,2,1190,7.73109243697479,10.1684476956412,-2.43735525866642,0.00524539612311897
screen_pp,Zac Taylor,4,2794,8.51825340014316,11.1193511029072,-2.60109770276405,0.0230309517004806
screen_pp,Matt Canada,2,984,7.41869918699186,10.1376589142521,-2.71895972726019,-0.118761806629553
screen_pp,Ken Dorsey,3,1569,7.90312300828554,10.7986333517036,-2.89551034341807,-0.0251189436849001
screen_pp,Josh McDaniels,3,1594,7.08908406524466,10.7929406203844,-3.70385655513971,0.0310879896010466
screen_pp,Greg Roman,3,1811,7.5096631695196,11.3642241634029,-3.85456099388334,-0.0574964458091481
