caller,season,n_H,n_L,resid_H,resid_L,act_H,act_L,epa_H,epa_L,n,resid,epa
Kellen Moore,2022,355,538,-10.2480918772414,7.76419654820932,28.169014084507,76.2081784386617,0.0153857764669914,-0.0207945618875405,893,18.0122884254507,-0.00641156063797852
Kellen Moore,2023,201,551,-3.74276085724286,6.39344224479801,35.3233830845771,72.9582577132486,-0.19924162001122,0.0171570924998932,752,10.1362031020409,-0.0406835208175718
Kellen Moore,2024,402,544,-12.9925470025422,-0.770347044967545,20.8955223880597,63.7867647058824,0.0181614981048547,0.138019992682315,946,12.2221999575747,0.0870864675024642
Kellen Moore,2025,221,547,-14.7604755661134,9.20011267420145,27.1493212669683,78.4277879341865,-0.200663414290722,-0.00817458398411947,768,23.9605882403149,-0.0635652499968268
Ken Dorsey,2022,231,647,-1.37162771664591,9.59988709257041,31.1688311688312,71.7156105100464,-0.0903766811281053,0.10302733324779,878,10.9715148092163,0.0521431335657495
Ken Dorsey,2023,150,397,-7.25184785326323,12.4262104538136,27.3333333333333,74.0554156171285,0.0507878801723321,0.139123270015985,547,19.6780583070768,0.114899671338567
Ken Dorsey,2024,103,381,-4.35077141500214,4.20572430755833,41.747572815534,75.5905511811024,-0.331854835297297,-0.20010055626041,484,8.55649572256048,-0.228139173493467
Kevin O'Connell,2022,228,619,-0.266724072494795,12.0208654438352,38.5964912280702,78.3521809369952,-0.0778260956714421,-0.0101658663048931,847,12.28758951633,-0.0283790095110007
Kevin O'Connell,2023,225,529,-0.201252275043057,7.5557507222451,39.1111111111111,77.5047258979206,-0.0322698842154607,-0.0162661692518422,754,7.75700299728816,-0.0210418136375374
Kevin O'Connell,2024,235,500,-3.35422979905567,12.2113104864955,31.0638297872341,76.6,-0.0149180681583414,0.0119073870033031,735,15.5655402855512,0.00333054079515824
Kevin O'Connell,2025,208,413,-2.67878622980787,5.30245606280122,36.5384615384616,74.3341404358353,-0.167366061305914,-0.108339264725062,621,7.98124229260909,-0.12810991478757
Kevin Patullo,2025,285,469,-11.1856049965871,4.20053603171285,24.9122807017544,73.773987206823,-0.0304159938112685,-0.0427196317437743,754,15.3861410283,-0.0380690524191534
Kevin Stefanski,2022,314,492,-12.3070814231541,1.11895477384083,27.3885350318471,72.5609756097561,-0.0324741611791077,0.04405175761615,806,13.4260361969949,0.0142389306909504
