caller,seasons,n,actual,resid,epa
Jeff Ulbrich,4,2210,28.7782805429864,13.0325770535932,-0.1048106725216
Nick Rallis,3,1575,27.2380952380953,11.0669224539269,0.113567601567696
Dennard Wilson,2,1009,23.4886025768087,7.93888025923575,0.0629982371953922
Jack Del Rio,2,953,23.1899265477439,7.07922885526684,-0.0176014198598151
Steve Wilks,2,1158,23.0569948186529,7.07725125525005,-0.019473703348702
Jesse Minter,2,1160,22.9310344827586,6.48094404625288,-0.0872961120969004
DeMeco Ryans,3,2000,22.3,5.81208142023532,-0.0995912591425582
Shane Bowen,4,2164,20.7024029574861,4.82846207819042,0.0569169372051192
Steve Spagnuolo,4,2645,20.8695652173913,4.7238153654075,-0.0727300875696981
Joe Woods,2,815,19.7546012269939,3.7274455048281,0.00462316973991967
Raheem Morris,2,1200,17.5,1.66835691950594,0.0295329871292536
Dennis Allen,4,2054,16.9912366114898,0.983095314909598,-0.0801965707027516
Vic Fangio,3,1918,16.9447340980188,0.797090169049151,-0.125069685165728
Don Martindale,2,1225,16.6530612244898,0.709625499665114,-0.0350855323839553
Joe Barry,2,1113,16.2623539982031,0.540668428988481,-0.0082819223651197
Sean McDermott,3,1825,16.7671232876712,0.458587433887672,-0.0950915976950566
Clint Hurtt,2,1204,16.6112956810631,0.430691855506283,0.0143764775286604
Todd Bowles,4,2578,16.2916989914663,0.293309588828456,0.0147467416600426
Mike Macdonald,4,2653,16.2457595175273,0.0423301199659631,-0.120786216288322
Gus Bradley,3,1638,15.2014652014652,-0.64470414092175,-0.0103175384964751
Matt Eberflus,3,1477,15.3012863913338,-0.962467130037758,0.0181562983031784
Mike Caldwell,2,1309,14.7440794499618,-1.12464171812945,-0.0474873414416807
Chris Shula,2,1347,14.9220489977728,-1.4357191530895,-0.0295771028751091
Vance Joseph,4,2537,14.623571147024,-1.64170897469236,-0.0600763524349841
Dan Quinn,3,1451,14.5416953824948,-1.67102816243169,-0.0675495076092724
Brandon Staley,3,1596,13.4085213032581,-2.28293618376374,-0.033528407601194
Patrick Graham,4,2247,13.351134846462,-2.53064134935332,0.0230592771921957
Ryan Nielsen,2,1142,12.5218914185639,-3.29753044799407,0.0947749340907147
Brian Flores,3,1764,13.0952380952381,-3.51171895941876,-0.066935907540391
Aaron Glenn,3,1908,12.8406708595388,-3.56758254230221,0.0264375006408575
Lou Anarumo,4,2412,12.8109452736318,-3.57893850002979,-0.0163078238603785
Ejiro Evero,4,2199,11.3233287858117,-4.54823954800409,0.0112853306407051
Anthony Weaver,2,1089,11.6620752984389,-4.60783488808167,0.0236046247276641
Jeff Hafley,2,1219,11.402789171452,-5.22661566993312,-0.020070638163229
Joe Whitt Jr.,2,906,10.485651214128,-5.82055188463611,0.107105730253603
Bill Belichick,2,1190,8.73949579831933,-6.91852522736118,-0.105612417175865
Zach Orr,2,1326,8.82352941176469,-7.4964174155854,0.023570304109995
Jim Schwartz,3,1635,6.11620795107034,-9.1650673606937,-0.155190233870293
Teryl Austin,4,2442,6.51105651105651,-9.6216527133399,-0.0157330060449415
