caller,season,n,a_COVER 0,a_COVER 1,a_COVER 2,a_COVER 2 MAN,a_COVER 3,a_COVER 4,a_COVER 6,e_COVER 0,e_COVER 1,e_COVER 2,e_COVER 2 MAN,e_COVER 3,e_COVER 4,e_COVER 6,H_act,H_exp,resid,actual,se
Teryl Austin,2022,559,0.00894454382826476,0.32737030411449,0.207513416815742,0.0322003577817531,0.316636851520572,0.0304114490161002,0.0769230769230769,0.0429250238024278,0.208049909103402,0.149404239245192,0.0170836703338884,0.329515016719379,0.161280296721257,0.0916054950954562,1.51237300833942,1.69446660073639,-0.182093592396973,1.51237300833942,0.030737537498047
Clint Hurtt,2022,593,0.00337268128161889,0.155143338954469,0.0489038785834739,0.0185497470489039,0.421585160202361,0.0826306913996627,0.269814502529511,0.0326142455286285,0.205015842066245,0.155176235543498,0.0169083101104224,0.330528235505845,0.165134100095034,0.0924368038153964,1.45347179355014,1.67955234586855,-0.226080552318408,1.45347179355014,0.0325534662960104
DeMeco Ryans,2022,702,0.00712250712250712,0.172364672364672,0.16951566951567,0.00142450142450142,0.388888888888889,0.190883190883191,0.0698005698005698,0.0328908353268522,0.192592060793074,0.162580661932696,0.0166186997525996,0.327553528151409,0.167440883102203,0.0995772599306971,1.51768116877512,1.68801533703928,-0.170334168264161,1.51768116877512,0.0213064310304313
Todd Bowles,2022,610,0.0245901639344262,0.150819672131148,0.157377049180328,0.0311475409836066,0.40327868852459,0.157377049180328,0.0754098360655738,0.0411742855874883,0.212979634716863,0.152328328308878,0.0167725292386556,0.333101161734247,0.15389717409433,0.090141839663437,1.62763345298885,1.68677288288282,-0.0591394298939763,1.62763345298885,0.0296445180045838
Shane Bowen,2022,661,0.0181543116490166,0.237518910741301,0.192133131618759,0.00907715582450832,0.263237518910741,0.234493192133132,0.0453857791225416,0.0297929267504685,0.196771994213406,0.158022817890702,0.0156519101581638,0.337839630059053,0.166253033868332,0.0957124860905838,1.60562339405982,1.67066030743484,-0.065036913375021,1.60562339405982,0.023649601700581
Jack Del Rio,2022,516,0.0445736434108527,0.186046511627907,0.125968992248062,0.0271317829457364,0.290697674418605,0.246124031007752,0.0794573643410853,0.038046161250695,0.205071883460204,0.153226341969196,0.0154800157333668,0.330477671134611,0.167330175190586,0.0914852669861442,1.71579808847639,1.68432863815222,0.0314694503241673,1.71579808847639,0.026626553541498
Al Holcomb,2022,411,0.0389294403892944,0.141119221411192,0.104622871046229,0.0024330900243309,0.386861313868613,0.279805352798054,0.0462287104622871,0.0377964203040866,0.190724639480349,0.157599687664668,0.0156756402275167,0.333832602938886,0.168573236230018,0.0955971993291818,1.51940581142737,1.68710013598584,-0.167694324558477,1.51940581142737,0.0339126569143955
Nick Rallis,2023,489,0.0552147239263804,0.0961145194274029,0.124744376278119,0,0.282208588957055,0.355828220858896,0.0858895705521472,0.0375232272317199,0.210891362386308,0.150910057835967,0.0140487752029442,0.346097706392377,0.156081244335196,0.0840145957371475,1.58024266747081,1.66221243062872,-0.0819697631579057,1.58024266747081,0.0263535230490532
Ryan Nielsen,2023,559,0.00894454382826476,0.291592128801431,0.146690518783542,0.037567084078712,0.203935599284437,0.134168157423971,0.177101967799642,0.0339127806313536,0.212244142046821,0.158495760349514,0.0184899376997264,0.338326208646641,0.152161644701721,0.0880932419944874,1.70670489612996,1.67547832259616,0.0312265735338007,1.70670489612996,0.0215936472094958
Mike Macdonald,2023,729,0.0644718792866941,0.181069958847737,0.0946502057613169,0.0123456790123457,0.285322359396433,0.197530864197531,0.164609053497942,0.0378724398935886,0.204307373699991,0.166194850681107,0.0186145215468361,0.322362481500182,0.159071958605941,0.0921258156172502,1.73875849754271,1.69752983275624,0.041228664786469,1.73875849754271,0.0183905282375354
Sean McDermott,2023,631,0.0190174326465927,0.148969889064976,0.194928684627575,0.0491283676703645,0.286846275752773,0.193343898573693,0.107765451664025,0.0367001422157691,0.199498198489569,0.16534919924547,0.0191322942170286,0.331185067057751,0.157303911973995,0.0902674055681158,1.74178142125876,1.69055846885178,0.0512229524069723,1.74178142125876,0.0216959839043898
Ejiro Evero,2023,486,0.0185185185185185,0.11522633744856,0.0699588477366255,0.00823045267489712,0.549382716049383,0.0843621399176955,0.154320987654321,0.0393827121025488,0.229874085274682,0.141507857109309,0.0147542582171846,0.349596515320885,0.144501136770135,0.0796380422754528,1.37448103912356,1.65320119070144,-0.278720151577879,1.37448103912356,0.0419201401273233
Lou Anarumo,2023,565,0.0530973451327434,0.212389380530973,0.192920353982301,0.00176991150442478,0.375221238938053,0.111504424778761,0.0530973451327434,0.0292001271774926,0.202570183482845,0.155852783514203,0.0164843132298036,0.343704034111141,0.159828029437798,0.0909026992387773,1.58188493612045,1.66308441488696,-0.0811994787665125,1.58188493612045,0.0314172080286463
Jim Schwartz,2023,587,0.0323679727427598,0.321976149914821,0.195911413969336,0.00170357751277683,0.347529812606474,0.020442930153322,0.0800681431005111,0.0353347690846593,0.19960017739343,0.166902471872386,0.0188719780931806,0.338434965560749,0.151177776268219,0.0888782042218293,1.45513722692476,1.68146224907057,-0.226325022145811,1.45513722692476,0.0265341869258182
Dan Quinn,2023,557,0.0251346499102334,0.342908438061041,0.149012567324955,0.0359066427289048,0.312387791741472,0.125673249551167,0.00897666068222621,0.0416164774440573,0.204812133306875,0.169715340597023,0.0164393349700102,0.332396879417678,0.155263104702595,0.0830805926998372,1.52915963515409,1.68535532640974,-0.156195691255654,1.52915963515409,0.0308078208333139
Vance Joseph,2023,576,0.0277777777777778,0.208333333333333,0.0694444444444445,0.0173611111111111,0.366319444444444,0.171875,0.138888888888889,0.0401759992795026,0.202519977646362,0.154226979635294,0.0155206695459735,0.344175123273292,0.159649385526589,0.0888224423769215,1.62665884145133,1.6771412950541,-0.0504824536027622,1.62665884145133,0.0279966223503683
Aaron Glenn,2023,711,0.0379746835443038,0.253164556962025,0.157524613220816,0.0112517580872011,0.312236286919831,0.171589310829817,0.0562587904360056,0.0346474592512049,0.189669820164368,0.160943594624311,0.0167494535658367,0.344361865088742,0.162055721262184,0.0899482834222956,1.64140188288551,1.67407533384103,-0.0326734509555131,1.64140188288551,0.0219748566630462
Joe Barry,2023,626,0.0111821086261981,0.206070287539936,0.0958466453674121,0.00319488817891374,0.388178913738019,0.151757188498403,0.143769968051118,0.040189028033405,0.207653521753538,0.160155600701539,0.0171516600465506,0.33709647402334,0.152292526434191,0.0881903463797555,1.5511726633301,1.68410352322293,-0.132930859892824,1.5511726633301,0.0238754338477588
DeMeco Ryans,2023,655,0.0427480916030534,0.134351145038168,0.102290076335878,0.00152671755725191,0.338931297709924,0.254961832061069,0.125190839694657,0.0368022842503345,0.208989131922713,0.156586516748773,0.0176219934934416,0.338261421343297,0.15590837513317,0.0891035082092409,1.62284577734045,1.67983383590785,-0.0569880585673976,1.62284577734045,0.0228883847906609
Gus Bradley,2023,577,0.0138648180242634,0.0658578856152513,0.116117850953206,0,0.551126516464471,0.168110918544194,0.0849220103986135,0.030633113008643,0.207581031296008,0.157514245368773,0.019348751379708,0.338030048734807,0.15601061237976,0.0902593646430938,1.32602820905822,1.6745761604911,-0.348547951432879,1.32602820905822,0.0388165824558642
Mike Caldwell,2023,627,0.0239234449760766,0.118022328548644,0.151515151515152,0.00637958532695375,0.397129186602871,0.180223285486443,0.12280701754386,0.0358972992163903,0.206656689549153,0.158608776768239,0.016921217043281,0.33736681335114,0.157590730121713,0.0876886755906853,1.59278280175395,1.67704524976563,-0.0842624480116736,1.59278280175395,0.0259967767369005
Steve Spagnuolo,2023,736,0.0801630434782609,0.186141304347826,0.217391304347826,0.0815217391304348,0.146739130434783,0.226902173913044,0.0611413043478261,0.0303013008105272,0.203289370419478,0.160111981402936,0.0181737042962398,0.336191663680517,0.160225777833029,0.0909471526905216,1.84039379883444,1.67438868845185,0.166005110382583,1.84039379883444,0.0161848820926653
Raheem Morris,2023,648,0.0231481481481482,0.132716049382716,0.0308641975308642,0.0154320987654321,0.424382716049383,0.209876543209877,0.16358024691358,0.0327604320719493,0.203817745042608,0.160089382419598,0.0177279597120992,0.348157995225241,0.154020473378262,0.0869260360005335,1.51448826241764,1.66641833191588,-0.151930069498242,1.51448826241764,0.0325491240444409
Brandon Staley,2023,528,0.0303030303030303,0.159090909090909,0.107954545454545,0.0113636363636364,0.329545454545455,0.125,0.236742424242424,0.0395885370314566,0.203698600331942,0.153847252977412,0.0150873120064992,0.344874145886437,0.156035466479476,0.0884402684429061,1.65643234063719,1.67364818869774,-0.0172158480605538,1.65643234063719,0.0246977569689389
Patrick Graham,2023,581,0.0344234079173838,0.154905335628227,0.179001721170396,0.00688468158347676,0.390705679862306,0.161790017211704,0.072289156626506,0.0365033420155437,0.208555933344539,0.158349721956992,0.0144623490715665,0.339266885347703,0.157076070086771,0.0871839730594814,1.5988732452761,1.67011453474057,-0.0712412894644685,1.5988732452761,0.0278030878526173
Vic Fangio,2023,633,0.0742496050552923,0.169036334913112,0.0126382306477093,0.00157977883096367,0.380726698262243,0.132701421800948,0.229067930489731,0.0341698464365179,0.192694169182277,0.165148295256887,0.0174069366591437,0.337131982301413,0.160235015824025,0.0922699683768113,1.53224574658919,1.68109410806517,-0.148848361475976,1.53224574658919,0.0245146247543367
Brian Flores,2023,621,0.14975845410628,0.0740740740740741,0.304347826086957,0.00805152979066022,0.384863123993559,0.0676328502415459,0.0112721417069243,0.0392642178023069,0.210352367495041,0.151001117392421,0.0147387629010056,0.33981463038955,0.159782438091304,0.0864980287513217,1.47824748059191,1.67322078399148,-0.194973303399568,1.47824748059191,0.0290123455901138
Bill Belichick,2023,574,0.0940766550522648,0.268292682926829,0.186411149825784,0.0261324041811847,0.325783972125436,0.0766550522648084,0.0226480836236934,0.0447504495056378,0.219973482642621,0.146003334792753,0.0145781162737537,0.343988983122833,0.149527722779006,0.08208009735673,1.6317665487911,1.67051761880622,-0.0387510700151186,1.6317665487911,0.0250111374973755
Dennis Allen,2023,569,0.0281195079086116,0.279437609841828,0.195079086115993,0.00351493848857645,0.284710017574692,0.182776801405975,0.0263620386643234,0.0440597273251827,0.197801269165294,0.165866517235144,0.0170883401194735,0.333745047541725,0.155748839808468,0.0879828569095464,1.55954063228007,1.69375434602639,-0.134213713746326,1.55954063228007,0.0244203581488988
Don Martindale,2023,586,0.0921501706484642,0.308873720136519,0.0648464163822526,0.0187713310580205,0.303754266211604,0.136518771331058,0.0750853242320819,0.0416117282482993,0.211421565972777,0.14911448749008,0.0139306068357633,0.35133349664077,0.150818409139144,0.0827228729891251,1.66280414134787,1.66247064954439,0.000333491803484076,1.66280414134787,0.0265578401725623
Jeff Ulbrich,2023,540,0.00740740740740741,0.281481481481482,0.0333333333333333,0.00555555555555556,0.222222222222222,0.325925925925926,0.124074074074074,0.0324997310979395,0.220300675545716,0.160247054208001,0.0165382885342869,0.341453586201425,0.146030081491228,0.0833512493723969,1.49394665274165,1.66056804793174,-0.166621395190092,1.49394665274165,0.025131158348217
Sean Desai,2023,574,0.0400696864111498,0.25609756097561,0.0888501742160279,0.0139372822299652,0.331010452961672,0.127177700348432,0.142857142857143,0.0394090076136559,0.206767450635182,0.154478468537129,0.017501256719393,0.334179959516284,0.158923886911879,0.0867303317751028,1.6586264555265,1.6846879801246,-0.0260615245980922,1.6586264555265,0.025851302091002
Teryl Austin,2023,616,0.0194805194805195,0.277597402597403,0.176948051948052,0.0308441558441558,0.38474025974026,0.038961038961039,0.0714285714285714,0.0334328463393288,0.215160691360762,0.154514528992404,0.0161905875427621,0.339124800008419,0.152624365877415,0.0866652153335608,1.52868122165636,1.66659755067521,-0.137916329018847,1.52868122165636,0.030404826838298
Clint Hurtt,2023,611,0.00327332242225859,0.13911620294599,0.0490998363338789,0.00490998363338789,0.412438625204583,0.247135842880524,0.144026186579378,0.0323912753824925,0.214284490053153,0.154181791961791,0.0171971810588563,0.338612999626833,0.158576020791078,0.0862707256693119,1.45703732813284,1.66840580359287,-0.211368475460027,1.45703732813284,0.0292109375841422
Steve Wilks,2023,750,0.0266666666666667,0.177333333333333,0.145333333333333,0.00266666666666667,0.350666666666667,0.266666666666667,0.0306666666666667,0.0308781034013567,0.189952835289141,0.16638983759284,0.0174539526730465,0.338808507268628,0.162398879547293,0.0921117778457701,1.52629901481382,1.67486821098164,-0.148569196167821,1.52629901481382,0.0220833159228511
Todd Bowles,2023,713,0.0476858345021038,0.166900420757363,0.150070126227209,0.0406732117812062,0.395511921458626,0.150070126227209,0.0490883590462833,0.0427178118515402,0.205825271735394,0.151809695254499,0.0158794549674901,0.342748980368337,0.157543844623729,0.0855417642468093,1.65825578322165,1.67908825471316,-0.0208324714915105,1.65825578322165,0.0256462713551803
Shane Bowen,2023,568,0.0387323943661972,0.191901408450704,0.167253521126761,0.0123239436619718,0.301056338028169,0.251760563380282,0.0369718309859155,0.0333975626425867,0.209123470200698,0.152957881124474,0.0154108626837268,0.348818380424989,0.152323254011899,0.0888237241621975,1.62654791455986,1.66076520542029,-0.0342172908604232,1.62654791455986,0.0254699231200606
Jack Del Rio,2023,437,0.0549199084668192,0.254004576659039,0.17162471395881,0.0503432494279176,0.180778032036613,0.215102974828375,0.0732265446224256,0.0285283058700077,0.213076553642068,0.154943211319552,0.0170560495761965,0.345200753286992,0.153758761123488,0.0885904584808842,1.79159148907501,1.65829045753884,0.133301031536174,1.79159148907501,0.0272354030379614
Matt Eberflus,2023,557,0.0107719928186715,0.161579892280072,0.210053859964093,0.00179533213644524,0.41113105924596,0.152603231597846,0.052064631956912,0.0335468206148347,0.20070603060832,0.161819251090342,0.0181121346766474,0.333441602263459,0.162941637681379,0.0886974886446001,1.48862080150424,1.68079263207414,-0.1921718305699,1.48862080150424,0.0284251892663341
Nick Rallis,2024,536,0.0615671641791045,0.171641791044776,0.192164179104478,0,0.352611940298507,0.158582089552239,0.0634328358208955,0.0351890412697033,0.205359269364445,0.139969781053308,0.015632531854238,0.341991822242236,0.16957696986475,0.0894350428655466,1.62559277135167,1.66877091707651,-0.043178145724847,1.62559277135167,0.0238319212597402
Jimmy Lake,2024,569,0.0474516695957821,0.137082601054482,0.103690685413005,0.0123022847100176,0.369068541300527,0.154657293497364,0.175746924428823,0.0407794868472885,0.194091806335535,0.143049122800851,0.0165701781379907,0.335553817234946,0.176346042067441,0.0929170005577526,1.66827023408892,1.6884672616186,-0.0201970275296857,1.66827023408892,0.0258432362939542
Zach Orr,2024,704,0.0497159090909091,0.275568181818182,0.170454545454545,0.0142045454545455,0.296875,0.103693181818182,0.0894886363636364,0.0405443373628342,0.196592954804973,0.14805237131143,0.0167360768205485,0.336344178030479,0.167012842450111,0.09525196229912,1.67794964777545,1.68998111503132,-0.0120314672558712,1.67794964777545,0.0248549467051743
Sean McDermott,2024,651,0.0276497695852535,0.188940092165899,0.202764976958525,0.0353302611367127,0.287250384024578,0.136712749615975,0.121351766513057,0.0390205288469683,0.185569107171989,0.150233254893132,0.0175791195242919,0.336783312810456,0.172783707895856,0.0966292178303364,1.7420059299143,1.69161008427715,0.0503958456371436,1.7420059299143,0.0231513078174192
Ejiro Evero,2024,542,0.0350553505535055,0.169741697416974,0.0793357933579336,0.003690036900369,0.496309963099631,0.0682656826568266,0.14760147601476,0.0529993042806026,0.21190090912542,0.129841631282691,0.0150395335392886,0.331874069658098,0.17057826081583,0.0859045969318887,1.45354968468087,1.6925437749798,-0.238994090298938,1.45354968468087,0.036024147264725
Matt Eberflus,2024,358,0.0111731843575419,0.162011173184358,0.170391061452514,0.00837988826815642,0.491620111731844,0.142458100558659,0.0139664804469274,0.0365827897987615,0.208780420683949,0.141184335588816,0.0159374331270459,0.345034070958139,0.162353842229161,0.0858927906644349,1.37303160485161,1.66641094949572,-0.29337934464411,1.37303160485161,0.0426677051230497
Lou Anarumo,2024,580,0.0551724137931035,0.179310344827586,0.174137931034483,0.0241379310344828,0.310344827586207,0.141379310344828,0.11551724137931,0.029739566336402,0.192873185188991,0.150876868859833,0.0184754238086592,0.34104273305114,0.166233259567927,0.100837843129733,1.75131811362499,1.67750349749756,0.0738146161274327,1.75131811362499,0.0241799123849733
Jim Schwartz,2024,526,0.0475285171102662,0.342205323193916,0.173003802281369,0.00380228136882129,0.300380228136882,0.0722433460076046,0.0608365019011407,0.0374057300759749,0.219885610553928,0.134264918670993,0.014207709274793,0.350077074913471,0.157371699987971,0.0839877699354855,1.55788585833932,1.65432214316853,-0.0964362848292046,1.55788585833932,0.02779636629284
Mike Zimmer,2024,543,0.0423572744014733,0.21731123388582,0.147329650092081,0.0184162062615101,0.337016574585635,0.158379373848987,0.0791896869244936,0.0337839486989884,0.199010366779747,0.144705023353278,0.0161900927472824,0.341275406112932,0.169099207134818,0.094436882857,1.6805594621443,1.67350839935101,0.00705106279328494,1.6805594621443,0.0262404822853877
Vance Joseph,2024,673,0.0653789004457652,0.25260029717682,0.114413075780089,0.0163447251114413,0.300148588410104,0.164933135215453,0.0861812778603269,0.0474849372381209,0.191251857137034,0.145342850405861,0.0167520692273435,0.333063369049493,0.166903199108365,0.0952501046750833,1.71089307777717,1.70161297751363,0.00928010026353454,1.71089307777717,0.0220563921908386
Aaron Glenn,2024,630,0.0523809523809524,0.406349206349206,0.134920634920635,0.0158730158730159,0.198412698412698,0.152380952380952,0.0396825396825397,0.0488453652561894,0.192157212346201,0.153852808910112,0.0162868068205185,0.326959125390129,0.163798690542194,0.095796157753775,1.59208502222338,1.70762669261043,-0.11554167038705,1.59208502222338,0.0317397038835351
Jeff Hafley,2024,614,0.0276872964169381,0.156351791530945,0.250814332247557,0.00325732899022801,0.355048859934853,0.0798045602605863,0.127035830618893,0.0392567371374682,0.192175692350813,0.152496505069094,0.0166005563994465,0.334334875369014,0.16941115866394,0.0951460144430981,1.58650721619288,1.6901781902471,-0.103670974054218,1.58650721619288,0.0248231519700741
DeMeco Ryans,2024,643,0.0264385692068429,0.242612752721617,0.110419906687403,0.00466562986003111,0.307931570762053,0.225505443234837,0.0824261275272162,0.030046675522257,0.192341185967158,0.153570922420391,0.0189597328571157,0.336753910068498,0.171220662434401,0.0945193590726674,1.61230800843267,1.67871874510099,-0.0664107366683262,1.61230800843267,0.0241123026037758
Gus Bradley,2024,539,0.0166975881261596,0.102040816326531,0.191094619666048,0.00371057513914657,0.487940630797774,0.120593692022263,0.0779220779220779,0.0414667680327381,0.214271013778747,0.135856038246283,0.0160342907702165,0.342060850266236,0.160895693248072,0.0889768512800322,1.44233981301205,1.67600390143908,-0.23366408842703,1.44233981301205,0.0358144563814793
Ryan Nielsen,2024,583,0.0137221269296741,0.296740994854202,0.291595197255575,0.0463121783876501,0.173241852487136,0.11663807890223,0.0617495711835335,0.0421865727783598,0.209640947724876,0.139155029055645,0.0156464705080566,0.341492926283367,0.163978453392505,0.0888245392392675,1.64728034964453,1.67838115334288,-0.0311008036983522,1.64728034964453,0.0247147286952864
