coach,season,team,games,act17,mkt17,wae17,var17,pd_adj_pg,spell_yr,spell_len,interim,inherit_pd,talent17,premium17,wat17,contract_z,qb_z,qbp_z,qb_na,qb_filled,qbp_na,qbcur_z,madden_z,prev_team_wat,team_effect,season_effect,resid_plus_coach,in_main_window
Dick LeBeau,2000,CIN,13,5.23076923076923,4.92695720575067,0.303812025018564,4.05976865052652,-7.30972521691899,1,3,TRUE,-11.5134562886414,,,,,,,,,,,,,,,,FALSE
Dick LeBeau,2001,CIN,16,6.375,6.26059458857267,0.114405411427328,3.94329138441575,-3.51523057177033,2,3,FALSE,-11.5134562886414,,,,,,,,,,,,,,,,FALSE
Dick LeBeau,2002,CIN,16,2.125,5.68142217633805,-3.55642217633805,3.81444041984393,-10.5036458333329,3,3,FALSE,-11.5134562886414,,,,,,,,,,,,,,,,FALSE
Dick Vermeil,1999,LA,16,13.8125,12.1535733357516,1.65892666424837,3.36882384194722,11.8668177795889,1,1,FALSE,0,,,,,,,,,,,,,,,,FALSE
Dick Vermeil,2001,KC,16,6.375,7.29708913916242,-0.922089139162416,4.11727387675697,-1.16202754663203,1,5,FALSE,0.643745839899955,,,,,,,,,,,,,,,,FALSE
Dick Vermeil,2002,KC,16,8.5,8.12801008269739,0.371989917302612,4.07264059038655,6.11128472222178,2,5,FALSE,0.643745839899955,,,,,,,,,,,,,,,,FALSE
Dick Vermeil,2003,KC,16,13.8125,11.3841705017727,2.42832949822734,3.71144807726611,8.31024305032334,3,5,FALSE,0.643745839899955,,,,,,,,,,,,,,,,FALSE
Dick Vermeil,2004,KC,16,7.4375,9.67931966271764,-2.24181966271764,4.07138621448405,5.27725694444468,4,5,FALSE,0.643745839899955,,,,,,,,,,,,,,,,FALSE
Dick Vermeil,2005,KC,16,10.625,9.24717501017832,1.37782498982168,4.2117746299088,7.0078124999992,5,5,FALSE,0.643745839899955,,,,,,,,,,,,,,,,FALSE
Dirk Koetter,2016,TB,16,9.5625,6.95147228232912,2.61102771767088,4.12393019117178,-0.193749999999966,1,3,FALSE,-7.71171867413296,7.78217379128391,-0.830701508954788,1.78032620871609,-0.647233335239006,-0.958021875496012,-0.0367699810645679,FALSE,FALSE,FALSE,0.486497741427799,,-1.23464366904238,-0.314137271243823,0,2.21953013474395,TRUE
Dirk Koetter,2017,TB,16,5.3125,7.33454846168652,-2.02204846168652,4.00611248799224,-1.28038194444492,2,3,FALSE,-7.71171867413296,8.17878096464074,-0.844232502954218,-2.86628096464074,-0.53097316647459,-0.630823145614414,0.35304682390704,FALSE,FALSE,FALSE,0.543732646032757,0.0150827555581208,1.78032620871609,-0.314137271243823,0,-2.42707703861288,TRUE
Dirk Koetter,2018,TB,16,5.3125,6.67718564532645,-1.36468564532645,4.01574771097872,-2.55850694444508,3,3,FALSE,-7.71171867413296,8.52022098286242,-1.84303533753597,-3.20772098286242,0.737708896914028,-0.920841560338005,0.279746107570462,FALSE,FALSE,FALSE,0.688346482562965,0.0061320834613147,-2.86628096464074,-0.314137271243823,0,-2.76851705683456,TRUE
Dom Capers,2002,HOU,16,4.25,4.04464043078396,0.205359569216042,3.02498975029118,-9.43906249999935,1,4,FALSE,0,,,,,,,,,,,,,,,,FALSE
Dom Capers,2003,HOU,16,5.3125,4.78373470682593,0.528765293174074,3.416250384687,-5.95364582810113,2,4,FALSE,0,,,,,,,,,,,,,,,,FALSE
Dom Capers,2004,HOU,16,7.4375,6.87042641784894,0.567073582151061,3.86421097209666,-0.63107638888873,3,4,FALSE,0,,,,,,,,,,,,,,,,FALSE
Dom Capers,2005,HOU,16,2.125,5.42316459388048,-3.29816459388048,3.54896027401861,-10.0260416666665,4,4,FALSE,0,,,,,,,,,,,,,,,,FALSE
Doug Marrone,2013,BUF,16,6.375,6.57606165207612,-0.201061652076123,3.95893096568843,-3.21111111111131,1,2,FALSE,-6.65043404011085,8.1611907370586,-1.58512908498248,-1.7861907370586,0.133147972255108,-0.938546006340072,0,FALSE,FALSE,TRUE,-1.37737325739658,,-1.78772323438898,0.398779158083829,0,-2.0599032403584,TRUE
Doug Marrone,2014,BUF,16,9.5625,8.05590899347383,1.50659100652618,4.10227608368031,4.92552083333257,2,2,FALSE,-6.65043404011085,8.17879506467814,-0.122886071204317,1.38370493532186,0.406181267620532,-0.641922727362666,-0.524401443450938,FALSE,FALSE,FALSE,-0.655694817974794,,-1.7861907370586,0.398779158083829,0,1.10999243202206,TRUE
Doug Marrone,2017,JAX,16,10.625,9.91252545016702,0.712474549832979,3.89577523031744,6.53802083333375,1,4,FALSE,-4.96788194444475,8.73225306192122,1.1802723882458,1.89274693807878,1.32989319623332,-0.71086414743702,-0.383736216168524,FALSE,FALSE,FALSE,0.563067286767765,0.146714076792618,-5.58118132817871,-0.66090303484902,0,2.67871662771184,TRUE
Doug Marrone,2018,JAX,16,5.3125,8.51667741623396,-3.20417741623396,4.01361953211972,-4.0234374999996,2,4,FALSE,-4.96788194444475,10.5388992234285,-2.02222180719453,-5.22639922342849,2.20860549219103,0.0116562222827597,-0.153343952110537,FALSE,FALSE,FALSE,-1.15373720617792,1.35791581537562,1.89274693807878,-0.66090303484902,0,-4.44042953379544,TRUE
Doug Marrone,2019,JAX,16,6.375,7.17365996157116,-0.798659961571157,4.09208955973548,-6.68680555555571,3,4,FALSE,-4.96788194444475,8.14813619208656,-0.974476230515408,-1.77313619208656,0.414802915799778,-1.24035445538329,0,FALSE,FALSE,TRUE,-0.620045657921243,-0.00123845331529712,-5.22639922342849,-0.66090303484902,0,-0.987166502453511,TRUE
Doug Marrone,2020,JAX,16,1.0625,4.46728887873858,-3.40478887873858,3.21335268347069,-11.7236111111107,4,4,FALSE,-4.96788194444475,5.87632127927143,-1.40903240053285,-4.81382127927143,-1.70878633625543,-1.30734910962582,-0.75513842434746,FALSE,FALSE,FALSE,-1.07051358524036,-1.24142801855208,-1.77313619208656,-0.66090303484902,0,-4.02785158963837,TRUE
Doug Pederson,2016,PHI,16,7.4375,8.26169793748284,-0.82419793748284,4.21685696595418,3.80381944444441,1,5,FALSE,-4.6231770074663,8.71834190972137,-0.456643972238528,-1.28084190972137,1.54742676650784,-0.975148523549572,0,FALSE,FALSE,TRUE,-0.173082814750367,,-1.61855637991583,-0.0176314751329004,0,-1.13814377980443,TRUE
Doug Pederson,2017,PHI,16,13.8125,10.7339722892872,3.07852771071284,3.73547855692295,9.41232638888914,2,5,FALSE,-4.6231770074663,9.63950206481963,1.09447022446753,4.17299793518037,1.27979294800657,-0.646831345978935,0.0139928905190403,FALSE,FALSE,FALSE,1.04398368018046,1.00231766481682,-1.28084190972137,-0.0176314751329004,0,4.3156960650973,TRUE
Doug Pederson,2018,PHI,16,9.5625,9.61731294729323,-0.0548129472932306,3.95325095658048,1.73489583333327,3,5,FALSE,-4.6231770074663,11.4991495546144,-1.88183660732121,-1.93664955461444,1.493251410335,-0.937796065476564,1.25335554891368,FALSE,FALSE,FALSE,0.318649676352738,2.644290657036,4.17299793518037,-0.0176314751329004,0,-1.7939514246975,TRUE
Doug Pederson,2019,PHI,16,9.5625,9.97640850632498,-0.413908506324981,3.80512872723315,0.25729166666714,4,5,FALSE,-4.6231770074663,11.5000245769684,-1.52361607064339,-1.93752457696838,1.77895846337226,1.21997521862568,-0.0012565279774095,FALSE,FALSE,FALSE,-0.081465936799632,1.94065634506131,-1.93664955461444,-0.0176314751329004,0,-1.79482644705144,TRUE
Doug Pederson,2020,PHI,16,4.78125,7.55171303604049,-2.77046303604049,3.67288698677,-4.40173611111071,5,5,FALSE,-4.6231770074663,10.9736471906614,-3.42193415462094,-6.19239719066143,2.02645954187145,0.988399145029502,-0.0545895096874486,FALSE,FALSE,FALSE,-1.42308153775782,1.30993689112681,-1.93752457696838,-0.0176314751329004,0,-6.0496990607445,TRUE
Doug Pederson,2022,JAX,17,9,7.63110146818697,1.36889853181303,3.86178766924816,1.58498105307872,1,3,FALSE,-11.2405169203556,7.15133267555112,0.479768792635847,1.84866732444888,0.334539710365503,-0.604238388755215,-0.901561413501912,FALSE,FALSE,FALSE,1.01538198937529,-0.984980317754379,-3.89651920825979,-0.66090303484902,0,2.63463701408193,TRUE
Doug Pederson,2023,JAX,17,9,9.38057067938084,-0.380570679380838,3.85729443397256,1.69968457576783,2,3,FALSE,-11.2405169203556,8.41129526080952,0.969275418571319,0.588704739190481,-0.128961004598446,-0.55443271444955,0.73609799000567,FALSE,FALSE,FALSE,-0.0409587353931349,-0.146906768238973,1.84866732444888,-0.66090303484902,0,1.37467442882353,TRUE
Doug Pederson,2024,JAX,17,4,6.97000677287468,-2.97000677287468,3.77289479512272,-7.7264416374402,3,3,FALSE,-11.2405169203556,8.52585988140383,-1.55585310852916,-4.52585988140383,1.05287336952548,1.03064800326212,0.0373778107670179,FALSE,FALSE,FALSE,-0.42342554604337,-1.05414701439793,0.588704739190481,-0.66090303484902,0,-3.73989019177078,TRUE
Eric Mangini,2006,NYJ,16,10.625,7.51227991279401,3.11272008720599,3.92702819355689,2.0249999999998,1,3,FALSE,-6.39531250000015,,,,,,,,,,,,,,,,FALSE
Eric Mangini,2007,NYJ,16,4.25,6.1853547329412,-1.9353547329412,3.61104266063967,-3.69409722222261,2,3,FALSE,-6.39531250000015,,,,,,,,,,,,,,,,FALSE
Eric Mangini,2008,NYJ,16,9.5625,10.0308704586027,-0.468370458602701,3.7716427836174,0.224305555556625,3,3,FALSE,-6.39531250000015,,,,,,,,,,,,,,,,FALSE
Eric Mangini,2009,CLE,16,5.3125,4.87421119113774,0.438288808862265,3.28917240839082,-8.3836805555547,1,2,FALSE,-4.64618055555627,,,,,,,,,,,,,,,,FALSE
Eric Mangini,2010,CLE,16,5.3125,6.46973580327484,-1.15723580327484,3.78721269070143,-1.47152777777833,2,2,FALSE,-4.64618055555627,,,,,,,,,,,,,,,,FALSE
Frank Reich,2018,IND,16,10.625,9.0340009102286,1.5909990897714,3.92075814102031,3.35538194444485,1,5,FALSE,-10.0987847222218,7.55905699618224,1.47494391404635,3.06594300381776,-1.38424028971509,1.01197202545776,0,FALSE,FALSE,TRUE,0.640448625126106,-0.953198306929474,-2.54852734286856,0.350965858937752,0,2.84004379966404,TRUE
Frank Reich,2019,IND,16,7.4375,8.63585359155902,-1.19835359155902,3.93316474048365,-1.83229166666682,2,5,FALSE,-10.0987847222218,8.958431201202,-0.322577609642977,-1.52093120120199,0.767337495509521,0.908728693600452,-1.74761416465376,FALSE,FALSE,FALSE,-0.724864144993496,0.494142872801185,3.06594300381776,0.350965858937752,0,-1.74683040535571,TRUE
Frank Reich,2020,IND,16,11.6875,10.9497870736745,0.737712926325527,3.89659810696187,2.80381944444489,3,5,FALSE,-10.0987847222218,8.6836833147819,2.26610375889257,3.0038166852181,-1.04684402873928,0.379887559458213,0.284329281886901,FALSE,FALSE,FALSE,0.578100632758592,0.308289926586208,-1.52093120120199,0.350965858937752,0,2.77791748106438,TRUE
Frank Reich,2021,IND,17,9,9.16399970482725,-0.163999704827248,3.40892472102898,4.59894015035147,4,5,FALSE,-10.0987847222218,8.90891924912692,0.255080455700329,0.0910807508730809,0.887136176206065,0.950398422999747,-2.14057950306474,FALSE,FALSE,FALSE,-0.173997271472575,0.58371188220558,3.0038166852181,0.350965858937752,0,-0.134818453280637,TRUE
Frank Reich,2022,IND,9,6.61111111111111,8.69142018474402,-2.08030907363291,7.39761627530479,-6.91639175114772,5,5,FALSE,-10.0987847222218,8.92394311545457,-0.232522930710555,-2.31283200434346,0.556743208025246,0.762115402444226,-0.150928604142828,FALSE,FALSE,FALSE,-1.6260117979713,-0.1153471739369,0.0910807508730809,0.350965858937752,0,-2.53873120849718,TRUE
Frank Reich,2023,CAR,11,1.54545454545455,5.48476499224203,-3.93931044678748,5.46962621253933,-10.2215554073549,1,1,FALSE,-1.97593346629736,7.86654960185775,-2.38178460961572,-6.3210950564032,-1.15006762562409,-0.637338540909296,0,FALSE,FALSE,TRUE,-1.56575492603565,0.127319199140447,1.11427393279163,-0.0758241225204157,0,-6.12020427909875,TRUE
Freddie Kitchens,2019,CLE,16,6.375,8.94810205863603,-2.57310205863603,3.85845913244185,-1.90399305555593,1,1,FALSE,-0.330902777778529,8.30103320908696,0.647068849549074,-1.92603320908696,0.414802915799778,-0.617861405332825,-0.145184827414459,FALSE,FALSE,FALSE,-0.501810937191266,-0.0804994654939325,0.587775911032603,-0.741077664995894,0,-1.05988888930703,TRUE
Gary Kubiak,2006,HOU,16,6.375,5.54846150522803,0.826538494771972,3.46738163927842,-4.50312500000062,1,8,FALSE,-10.0260416666665,,,,,,,,,,,,,,,,FALSE
Gary Kubiak,2007,HOU,16,8.5,7.41405182123001,1.08594817876999,4.02992029734693,0.0213541666670528,2,8,FALSE,-10.0260416666665,,,,,,,,,,,,,,,,FALSE
Gary Kubiak,2008,HOU,16,8.5,8.02795289616426,0.472047103835743,3.82317734278605,-0.390277777778843,3,8,FALSE,-10.0260416666665,,,,,,,,,,,,,,,,FALSE
Gary Kubiak,2009,HOU,16,9.5625,9.49394355435287,0.0685564456471344,3.81963656055021,1.96458333333349,4,8,FALSE,-10.0260416666665,,,,,,,,,,,,,,,,FALSE
Gary Kubiak,2010,HOU,16,6.375,8.38573146546112,-2.01073146546112,4.17870977292823,-1.84722222222167,5,8,FALSE,-10.0260416666665,,,,,,,,,,,,,,,,FALSE
Gary Kubiak,2011,HOU,16,10.625,9.99771614008976,0.627283859910238,3.89806600443178,4.54027777777794,6,8,FALSE,-10.0260416666665,,,,,,,,,,,,,,,,FALSE
Gary Kubiak,2012,HOU,16,12.75,11.9978316720046,0.752168327995351,3.33804854679109,3.47109373766693,7,8,FALSE,-10.0260416666665,9.40130374733341,2.59652792467124,3.34869625266659,0.219340515200527,0.98068327402133,0.854250295905802,FALSE,FALSE,FALSE,0.687512451007008,,,0.213815975175525,0,3.2599469322751,TRUE
Gary Kubiak,2013,HOU,13,2.61538461538462,9.29442603989112,-6.67904142450651,4.64521290477031,-6.460376602565,8,8,FALSE,-10.0260416666665,9.54059345144884,-0.24616741155771,-6.92520883606422,0.880950461328696,0.854738240308629,0.59666401815181,FALSE,FALSE,FALSE,-1.33321503760166,,3.34869625266659,0.213815975175525,0,-7.01395815645571,TRUE
Gary Kubiak,2015,DEN,16,12.75,10.0412222327555,2.70877776724449,4.00407261408771,5.77699645191074,1,2,FALSE,9.58142361111011,9.04848315793122,0.992739074824293,3.70151684206878,0.0454784397617635,0.449800415144914,0.763357967924367,FALSE,FALSE,FALSE,-1.03210783229468,,2.47966412043839,0.416063630234736,0,3.41051986661808,TRUE
Gary Kubiak,2016,DEN,16,9.5625,9.06570790052619,0.496792099473813,4.22838801382239,4.04739583333318,2,2,FALSE,9.58142361111011,8.22161595015225,0.84409195037394,1.34088404984775,1.08807930335153,-1.64308779763841,0,FALSE,FALSE,TRUE,-0.68220168747099,,3.70151684206878,0.416063630234736,0,1.04988707439705,TRUE
Gary Moeller,2000,DET,9,7.55555555555556,8.24258588558244,-0.687030330026884,6.48863719224034,-0.109195187512976,1,1,TRUE,1.92148554685404,,,,,,,,,,,,,,,,FALSE
George Seifert,1999,CAR,16,8.5,8.30143842735868,0.198561572641323,3.69345243386221,-1.05065859595146,1,3,FALSE,0,,,,,,,,,,,,,,,,FALSE
George Seifert,2000,CAR,16,7.4375,7.90064051701008,-0.463140517010081,3.73948154163987,-1.08601977702479,2,3,FALSE,0,,,,,,,,,,,,,,,,FALSE
George Seifert,2001,CAR,16,1.0625,5.35141512589051,-4.28891512589051,3.54871510839549,-8.94874036822647,3,3,FALSE,0,,,,,,,,,,,,,,,,FALSE
Greg Schiano,2012,TB,16,7.4375,7.75739775830832,-0.319897758308319,4.06480033190669,0.00598959566639745,1,2,FALSE,-10.6147569444443,6.74554497637866,1.01185278192966,0.691955023621343,-1.91561319399221,-1.2217042817869,-0.940460059866373,FALSE,FALSE,FALSE,0.0700668727600643,,,-0.314137271243823,0,1.1311589496492,TRUE
Greg Schiano,2013,TB,16,4.25,6.3394685786596,-2.0894685786596,3.80499258465015,-2.67274305555647,2,2,FALSE,-10.6147569444443,8.15434749231567,-1.81487891365607,-3.90434749231567,0.324446283413468,-1.13241457354534,0,FALSE,FALSE,TRUE,-1.01866720331947,,0.691955023621343,-0.314137271243823,0,-3.46514356628781,TRUE
Gregg Williams,2001,BUF,16,3.1875,5.6880441643659,-2.5005441643659,3.84734307416879,-9.52126283201758,1,3,FALSE,-0.0204603276341092,,,,,,,,,,,,,,,,FALSE
Gregg Williams,2002,BUF,16,8.5,8.0904894321054,0.4095105678946,4.03464406682578,-0.274131944445093,2,3,FALSE,-0.0204603276341092,,,,,,,,,,,,,,,,FALSE
Gregg Williams,2003,BUF,16,6.375,8.44754468422092,-2.07254468422092,4.11601940443059,-0.986979161434458,3,3,FALSE,-0.0204603276341092,,,,,,,,,,,,,,,,FALSE
Gregg Williams,2018,CLE,8,10.625,7.30344430926816,3.32155569073184,7.78389657154772,2.65475260416588,1,1,TRUE,-10.9536458333333,7.3809740889674,-0.0775297796992343,3.2440259110326,0.0946939918749031,-0.886932550060886,0,FALSE,FALSE,TRUE,-0.30110245863435,-0.887789416675561,-5.73538695849267,-0.741077664995894,0,4.11017023081253,TRUE
Gunther Cunningham,1999,KC,16,9.5625,8.91339981759326,0.649100182406739,4.2153278926911,6.81679775328929,1,2,FALSE,0,,,,,,,,,,,,,,,,FALSE
Gunther Cunningham,2000,KC,16,7.4375,8.49564052891461,-1.05814052891461,4.10109285414329,0.643745839899955,2,2,FALSE,0,,,,,,,,,,,,,,,,FALSE
Gus Bradley,2013,JAX,16,4.25,3.84973789067725,0.400262109322748,2.93042857262633,-11.0987847222231,1,4,FALSE,-12.9598090401108,6.7016521579399,-2.85191426726265,-2.4516521579399,-1.88417967268759,-0.776988867002351,-1.61365343269701,FALSE,FALSE,FALSE,-1.59707778302485,,-5.17483742673034,-0.66090303484902,0,-1.66568246830684,TRUE
Gus Bradley,2014,JAX,16,3.1875,4.7454004751708,-1.5579004751708,3.36792393885842,-10.4626736111103,2,4,FALSE,-12.9598090401108,7.21048893740083,-2.46508846223003,-4.02298893740083,-2.37034420494048,-0.673838692957281,0,FALSE,FALSE,TRUE,-2.16083845708948,,-2.4516521579399,-0.66090303484902,0,-3.23701924776777,TRUE
Gus Bradley,2015,JAX,16,5.3125,7.17195941731326,-1.85945941731326,4.06575967972419,-7.54383672968852,3,4,FALSE,-12.9598090401108,6.54349138112812,0.628468036185145,-1.23099138112812,-1.73199951123235,-0.887585255901521,-1.96278287923226,FALSE,FALSE,FALSE,-0.254247875682298,,-4.02298893740083,-0.66090303484902,0,-0.445021691495062,TRUE
Gus Bradley,2016,JAX,14,2.42857142857143,6.90595802991206,-4.47738660134064,4.78161788445107,-6.84615575396854,4,4,FALSE,-12.9598090401108,8.00975275675014,-1.10379472683808,-5.58118132817871,0.802263104054263,-1.04365511576381,-0.86076720060737,FALSE,FALSE,FALSE,-0.750690169854771,,-1.23099138112812,-0.66090303484902,0,-4.79521163854566,TRUE
Herm Edwards,2001,NYJ,16,10.625,8.56485797623584,2.06014202376416,4.07301877821217,0.827535797080099,1,5,FALSE,3.53860621703018,,,,,,,,,,,,,,,,FALSE
Herm Edwards,2002,NYJ,16,9.5625,8.21274980761305,1.34975019238695,4.16674677483154,3.16892361111046,2,5,FALSE,3.53860621703018,,,,,,,,,,,,,,,,FALSE
Herm Edwards,2003,NYJ,16,6.375,7.7082738900532,-1.33327389005319,4.23919431129218,-0.568229161434458,3,5,FALSE,3.53860621703018,,,,,,,,,,,,,,,,FALSE
Herm Edwards,2004,NYJ,16,10.625,10.2812932148652,0.343706785134788,3.98450057685986,6.55364583333318,4,5,FALSE,3.53860621703018,,,,,,,,,,,,,,,,FALSE
Herm Edwards,2005,NYJ,16,4.25,6.25254028856375,-2.00254028856375,3.83084361892592,-6.39531250000015,5,5,FALSE,3.53860621703018,,,,,,,,,,,,,,,,FALSE
Herm Edwards,2006,KC,16,9.5625,8.60721153499427,0.955288465005735,3.90084362617221,0.989409722222847,1,3,FALSE,7.0078124999992,,,,,,,,,,,,,,,,FALSE
Herm Edwards,2007,KC,16,4.25,6.55667347122188,-2.30667347122188,3.82840758473706,-5.45781250000084,2,3,FALSE,7.0078124999992,,,,,,,,,,,,,,,,FALSE
Herm Edwards,2008,KC,16,2.125,4.7425889642614,-2.6175889642614,3.30328161398037,-9.22638888888817,3,3,FALSE,7.0078124999992,,,,,,,,,,,,,,,,FALSE
Hue Jackson,2011,LV,16,8.5,7.70923230416376,0.790767695836236,4.0475230430753,-4.92482638888894,1,1,FALSE,0.180208333334922,,,,,,,,,,,,,,,,FALSE
Hue Jackson,2016,CLE,16,1.0625,4.78505955517963,-3.72255955517963,3.54875638934876,-10.0873263888887,1,3,FALSE,-6.14626743697815,6.93818506278625,-2.15312550760662,-5.87568506278625,-1.96402939628712,-1.62596114958485,0,FALSE,FALSE,TRUE,-0.886180572389641,,-4.39570611844395,-0.741077664995894,0,-5.00954074300632,TRUE
Hue Jackson,2017,CLE,16,0,4.92258748057623,-4.92258748057623,3.54876755195084,-10.9536458333333,2,3,FALSE,-6.14626743697815,5.73538695849267,-0.812799477916439,-5.73538695849267,-1.68327887568987,-1.2231265591017,0,FALSE,FALSE,TRUE,-1.91811129575275,-1.78387863464661,-5.87568506278625,-0.741077664995894,0,-4.86924263871274,TRUE
Hue Jackson,2018,CLE,8,5.3125,6.62286493249443,-1.31036493249443,8.01888690787183,-3.31655815972294,3,3,FALSE,-6.14626743697815,7.3809740889674,-0.758109156472965,-2.0684740889674,0.0946939918749031,-0.886932550060886,0,FALSE,FALSE,TRUE,-0.30110245863435,-0.887789416675561,-5.73538695849267,-0.741077664995894,0,-1.20232976918747,TRUE
Jack Del Rio,2003,JAX,16,5.3125,6.97733162900437,-1.66483162900436,3.95654221654567,-2.42309027254557,1,9,FALSE,-0.20156249999935,,,,,,,,,,,,,,,,FALSE
Jack Del Rio,2004,JAX,16,9.5625,7.88794030235517,1.67455969764483,4.08907989068891,0.751562500000159,2,9,FALSE,-0.20156249999935,,,,,,,,,,,,,,,,FALSE
Jack Del Rio,2005,JAX,16,12.75,9.94741171558567,2.80258828441433,3.7727022149159,4.76493055555571,3,9,FALSE,-0.20156249999935,,,,,,,,,,,,,,,,FALSE
Jack Del Rio,2006,JAX,16,8.5,9.41405362017134,-0.914053620171337,3.94744860343193,7.48854166666605,4,9,FALSE,-0.20156249999935,,,,,,,,,,,,,,,,FALSE
Jack Del Rio,2007,JAX,16,11.6875,9.25708541358529,2.43041458641472,3.68705794876409,6.82899305555594,5,9,FALSE,-0.20156249999935,,,,,,,,,,,,,,,,FALSE
Jack Del Rio,2008,JAX,16,5.3125,8.62620189556193,-3.31370189556193,3.96406725793722,-2.50798611111218,6,9,FALSE,-0.20156249999935,,,,,,,,,,,,,,,,FALSE
Jack Del Rio,2009,JAX,16,7.4375,8.00636938049513,-0.56886938049513,3.98316833690905,-6.49131944444429,7,9,FALSE,-0.20156249999935,,,,,,,,,,,,,,,,FALSE
Jack Del Rio,2010,JAX,16,8.5,7.10561401453378,1.39438598546622,4.00305828608704,-4.51354166666612,8,9,FALSE,-0.20156249999935,,,,,,,,,,,,,,,,FALSE
Jack Del Rio,2011,JAX,11,4.63636363636364,5.61598421262883,-0.979620576265193,5.25123457629973,-4.34000946969682,9,9,FALSE,-0.20156249999935,,,,,,,,,,,,,,,,FALSE
Jack Del Rio,2015,LV,16,7.4375,7.17754451780104,0.259955482198964,4.13956233808651,-0.240711881422594,1,3,FALSE,-8.99322916666768,6.93250944867133,0.245035069129704,0.504990551328668,-1.05433604241584,-1.37238756165585,-1.19825704079393,FALSE,FALSE,FALSE,-0.556431567521581,,-2.98330934681382,-0.562952607356215,0,1.19300981346892,TRUE
Jack Del Rio,2016,LV,16,12.75,9.04931567889048,3.70068432110952,4.32733459754502,3.26267361111095,2,3,FALSE,-8.99322916666768,7.35496735053944,1.69434832835104,5.39503264946056,-0.116431822258372,-1.54032790931705,-0.958814897440647,FALSE,FALSE,FALSE,0.331684114744072,,0.504990551328668,-0.562952607356215,0,6.08305191160081,TRUE
Jack Del Rio,2017,LV,16,6.375,8.30505075620423,-1.93005075620423,3.86807267054898,-4.72725694444449,3,3,FALSE,-8.99322916666768,10.2801899577873,-1.9751392015831,-3.90518995778733,0.850362248920131,1.06604609302483,0.571253868794239,FALSE,FALSE,FALSE,-0.207004579699687,0.782932129425998,5.39503264946056,-0.562952607356215,0,-3.21717069564708,TRUE
Jason Garrett,2010,DAL,8,10.625,8.35183348277359,2.27316651722641,7.37765647239103,3.77126736111092,1,10,TRUE,7.14930555555472,,,,,,,,,,,,,,,,FALSE
Jason Garrett,2011,DAL,16,8.5,10.0720277628435,-1.57202776284355,3.80832024678972,1.62673611111094,2,10,FALSE,7.14930555555472,,,,,,,,,,,,,,,,FALSE
Jason Garrett,2012,DAL,16,8.5,9.13235278153789,-0.632352781537895,4.15432066662889,0.281684040110842,3,10,FALSE,7.14930555555472,9.29043604197381,-0.158083260435914,-0.790436041973809,0.776695687069427,0.4455236810212,0.60631049290106,FALSE,FALSE,FALSE,0.600927715305605,,,0.181363887290113,0,-0.846733274479889,TRUE
Jason Garrett,2013,DAL,16,8.5,8.73311383981396,-0.233113839813962,3.97746979025104,-0.689583333332419,4,10,FALSE,7.14930555555472,9.66841740064309,-0.935303560829125,-1.16841740064309,1.08963952804691,1.12938537718275,0.395202278301048,FALSE,FALSE,FALSE,0.250771081374384,,-0.790436041973809,0.181363887290113,0,-1.22471463314917,TRUE
Jason Garrett,2014,DAL,16,12.75,9.47890578321995,3.27109421678005,3.99665188870726,5.37413194444465,5,10,FALSE,7.14930555555472,8.66248191923577,0.816423863984184,4.08751808076423,-0.844780758478385,1.03366546635464,0.0797227748634725,FALSE,FALSE,FALSE,1.90535063039376,,-1.16841740064309,0.181363887290113,0,4.03122084825815,TRUE
Jason Garrett,2015,DAL,16,4.25,7.33012432834808,-3.08012432834808,4.11395348551182,-6.9263020074663,6,10,FALSE,7.14930555555472,7.82275264177945,-0.492628313431365,-3.57275264177945,1.40080537739477,-1.30551827810353,-1.62270949284323,FALSE,FALSE,FALSE,-1.45825559150808,,4.08751808076423,0.181363887290113,0,-3.62904987428553,TRUE
Jason Garrett,2016,DAL,16,13.8125,9.65520228247523,4.15729771752477,4.01067516124,6.96944444444441,7,10,FALSE,7.14930555555472,7.91069520858274,1.74450707389249,5.90180479141726,0.35312336230142,-1.64308779763841,0,FALSE,FALSE,TRUE,1.37421237865905,,-3.57275264177945,0.181363887290113,0,5.84550755891119,TRUE
Jason Garrett,2017,DAL,16,9.5625,9.7366920534825,-0.1741920534825,4.17949168692262,1.59704861111136,8,10,FALSE,7.14930555555472,9.18281727444363,0.553874779038871,0.379682725556371,-0.77431722929024,-1.27115116019526,1.08525592846642,FALSE,FALSE,FALSE,-0.442866453637248,1.28751886082489,5.90180479141726,0.181363887290113,0,0.323385493050292,TRUE
Jason Garrett,2018,DAL,16,10.625,8.1670139703496,2.4579860296504,4.07665464200229,1.09114583333327,9,10,FALSE,7.14930555555472,7.33265135693137,0.834362613418224,3.29234864306863,-0.596547031042157,-1.59902176588038,-1.26880467418045,FALSE,FALSE,FALSE,-0.0391411118382534,0.39858542498482,0.379682725556371,0.181363887290113,0,3.23605141056255,TRUE
Jason Garrett,2019,DAL,16,8.5,11.2360192662533,-2.73601926625332,3.66790203847849,5.29270833333381,10,10,FALSE,7.14930555555472,9.16262495803877,2.07339430821456,-0.662624958038768,-0.0910075681315909,-1.24035445538329,-0.303610375312851,FALSE,FALSE,FALSE,1.30579400487442,1.58398179025745,3.29234864306863,0.181363887290113,0,-0.718922190544847,TRUE
