season,team,qb_epa_db,n_db
2017,BUF,-0.0232972987441792,565
2017,NYJ,-0.0148372288730216,574
2017,LV,-0.0171623157707329,594
2017,TEN,-0.0943582148266754,552
2017,WAS,0.0109761918497895,604
2017,PHI,0.125071830828245,634
2017,CLE,-0.211710747041307,673
2017,PIT,0.146769857262526,624
2017,SEA,0.0583931250661476,652
2017,GB,-0.0487536211176935,652
2017,TB,0.0681945752942312,679
2017,MIA,-0.105059211299091,645
2018,ATL,0.168502000355688,681
2018,PHI,0.0950398305242467,655
2018,BAL,0.0261348387789018,608
2018,BUF,-0.158565353651162,597
2018,GB,0.0789216183719073,730
2018,CHI,0.113601644698233,587
2018,CIN,0.0292276254341119,603
2018,IND,0.137266804492897,684
2018,CAR,0.0620198351937332,626
2018,DAL,0.0480899496848153,612
2018,NE,0.148776560882159,599
2018,HOU,0.110825254576465,621
2018,JAX,-0.0981691367436726,645
2018,NYG,0.0402095194069325,638
2018,LAC,0.209831854407432,559
2018,KC,0.356353737955695,637
2018,LV,-0.00539949866943952,610
2018,LA,0.1974382463108,622
2018,NYJ,-0.0908897153185923,580
2018,DET,-0.0162487250110126,632
2018,PIT,0.181326277694194,729
2018,CLE,0.0137149617797372,643
2018,DEN,-0.0204104609200504,634
2018,SEA,0.173469008394156,500
2018,MIN,-0.0322973814722766,665
2018,SF,0.00791270572959993,597
2018,NO,0.249534135110229,550
2018,TB,0.143552038135984,728
2018,TEN,0.00860244324423645,519
2018,MIA,-0.101031576887092,517
2018,WAS,-0.0771194795744047,594
2018,ARI,-0.296984070704222,563
2019,ATL,0.0637042957171949,761
2019,MIN,0.149301588745609,506
2019,BAL,0.331480470671698,505
2019,MIA,-0.0387106917889797,714
2019,BUF,-0.000206186222232411,595
2019,NYJ,-0.13260848160434,584
2019,CIN,-0.109283763552445,675
2019,SEA,0.116177381838251,609
2019,LV,0.15068811444777,565
2019,DEN,-0.0513982674634415,566
2019,DET,0.0370372793937997,639
2019,ARI,-0.00262671202079933,633
2019,GB,0.0964154398931362,636
2019,CHI,-0.0430658710406373,647
2019,HOU,0.119722510791729,630
2019,NO,0.183005740443309,616
2019,LAC,0.097179819658708,635
2019,IND,-0.0394646550103322,578
2019,KC,0.240586789678214,626
2019,JAX,-0.0272861155189503,690
2019,CAR,-0.0866529799917725,716
2019,LA,0.0948938710048261,665
2019,DAL,0.196471305929608,641
2019,NYG,-0.0498396421531016,682
2019,NE,0.0230627928678734,653
2019,PIT,-0.128621391896014,561
2019,TB,0.0665659125180871,711
2019,SF,0.164494976559383,529
2019,CLE,-0.0135487848640062,597
2019,TEN,0.13406716750281,529
2019,WAS,-0.144668739360956,548
2019,PHI,0.0352898153701842,679
2020,SF,0.0608214411808805,619
2020,ARI,0.0606959235990826,648
2020,DET,0.0728537804506691,639
2020,CHI,-0.0139023913824844,670
2020,CLE,0.17132679628427,548
2020,BAL,0.12769286530046,486
2020,LA,0.0168941474927205,638
2020,DAL,-0.0212668495496361,708
2020,GB,0.336725100896518,568
2020,MIN,0.161014561952365,576
2020,HOU,0.211725042213636,660
2020,KC,0.298940795517782,696
2020,IND,0.151348696752746,574
2020,JAX,-0.0546166880594625,694
2020,CIN,-0.010396399178429,649
2020,LAC,0.132288175954841,687
2020,LV,0.111723581051403,603
2020,CAR,0.0506914383002059,624
2020,MIA,0.0733748525872815,627
2020,NE,-0.0601142461046048,499
2020,NYJ,-0.139470652743464,572
2020,BUF,0.288539403668067,653
2020,WAS,-0.0962988398649829,671
2020,PHI,-0.0986638600539223,717
2020,NYG,-0.0592583107043632,595
2020,PIT,0.0761219108472093,679
2020,ATL,0.104013534223531,687
2020,SEA,0.131387452023119,665
2020,NO,0.128386379878855,570
2020,TB,0.183592758520478,652
2020,TEN,0.248679163272774,533
2020,DEN,-0.112843856615676,616
2021,TEN,0.0644394880013048,601
2021,ARI,0.132699320591947,666
2021,LV,0.0372160222900921,686
2021,BAL,0.0306447737713556,743
2021,CHI,-0.102739939729249,659
2021,LA,0.173185694274967,649
2021,CLE,-0.0187345711716148,600
2021,KC,0.21599138100789,751
2021,TB,0.184357185660459,763
2021,DAL,0.176619900777868,706
2021,NYG,-0.185340303711754,662
2021,DEN,0.0780925103879471,605
2021,NO,-0.0240382259458464,581
2021,GB,0.204931869263689,647
2021,HOU,-0.10378987258456,613
2021,JAX,-0.0866909642163919,670
2021,LAC,0.167611960967012,748
2021,WAS,-0.0593175789114268,635
2021,NE,0.109340839897856,579
2021,MIA,0.00934112627672308,688
2021,MIN,0.0846543010621825,648
2021,CIN,0.148233493750182,630
2021,NYJ,-0.108097342711364,680
2021,CAR,-0.175078035722289,683
2021,ATL,-0.069231012690404,631
2021,PHI,0.0953980886263819,581
2021,BUF,0.165256032038998,733
2021,PIT,-0.0822151243083603,710
2021,IND,0.0181513612019205,583
2021,SEA,0.0256002271133652,569
2021,DET,-0.0398933176529864,643
2021,SF,0.165158475213509,564
2022,NYJ,-0.0976149250510303,688
2022,BAL,-0.0337553376265725,563
2022,BUF,0.206368933095727,658
2022,LA,-0.112686999705797,611
2022,CAR,-0.0760098190920686,510
2022,CLE,0.00955704925400073,615
2022,SEA,0.0310149712179824,653
2022,DEN,-0.108859631629523,663
2022,MIN,0.0506060782534901,734
2022,GB,-0.000257573061391919,608
2022,IND,-0.163891785893232,689
2022,HOU,-0.176123588673472,641
2022,JAX,0.123580992188407,652
2022,WAS,-0.0793452333285872,635
2022,KC,0.282450744001485,726
2022,ARI,-0.102142904664026,753
2022,LAC,0.0286337966142172,773
2022,LV,0.0236198547276694,649
2022,NE,-0.0478545087865459,604
2022,MIA,0.089442660759206,638
2022,ATL,-0.0169354182510778,488
2022,NO,0.0115961664680263,564
2022,NYG,0.0531280116044134,630
2022,TEN,-0.034210379646065,529
2022,DET,0.159487246063526,627
2022,PHI,0.118469641917595,625
2022,PIT,0.00537198051910636,642
2022,CIN,0.145192621701762,685
2022,CHI,-0.0990145165322129,509
2022,SF,0.165273499584906,556
2022,DAL,0.0285860573652047,600
2022,TB,0.0346636800620536,780
2023,WAS,-0.103918378284581,737
2023,ARI,-0.117259926942756,635
2023,BUF,0.16673814240822,652
2023,NYJ,-0.29036287270957,695
2023,ATL,-0.046335080365658,602
2023,CAR,-0.201487079992495,683
2023,CIN,0.0305718969329922,695
2023,CLE,-0.165407881679876,696
2023,NYG,-0.156418984073776,668
2023,DAL,0.192996470164039,684
2023,DET,0.107610787615179,645
2023,KC,0.0766668871600034,715
2023,CHI,-0.0659341442085607,621
2023,GB,0.134495868396769,636
2023,BAL,0.100233990520962,608
2023,HOU,0.0556713604146283,660
2023,IND,0.00891207308918548,648
2023,JAX,-0.00436002320171313,710
2023,SEA,0.063320741781642,635
2023,LA,0.0671423861145673,640
2023,LV,-0.0762468465782321,606
2023,DEN,-0.0330086170378531,603
2023,MIA,0.155628670456722,613
2023,LAC,0.00626281979512749,715
2023,PHI,0.0919227778120929,653
2023,NE,-0.234092457247583,627
2023,PIT,-0.0837527357675179,566
2023,SF,0.279619359484306,541
2023,MIN,0.00230499991423887,709
2023,TB,0.0685526141513024,641
2023,TEN,-0.0372166352127343,576
2023,NO,0.0370749325409636,655
2024,ARI,0.108925928725008,613
2024,BUF,0.289904990031341,579
2024,BAL,0.345444456745557,543
2024,KC,0.136238455058314,680
2024,NO,-0.0833105002729915,618
2024,CAR,-0.0679812563179053,628
2024,DAL,-0.102003508420878,687
2024,CLE,-0.213209012861448,770
2024,SEA,0.010431148600858,673
2024,DEN,0.0695025776597984,645
2024,GB,0.157492081822754,525
2024,PHI,0.168884395058796,535
2024,IND,-0.0516801413910596,569
2024,HOU,-0.0148090124093276,662
2024,MIA,0.0818173641002862,660
2024,JAX,0.0016324530246544,611
2024,LA,0.0644411620570097,596
2024,DET,0.276948398139079,597
2024,LAC,0.11209291755026,587
2024,LV,-0.0771196398369755,703
2024,NYG,-0.106514448886962,669
2024,MIN,0.0945061346355466,626
2024,CIN,0.165134860905698,723
2024,NE,-0.0265497698162391,639
2024,NYJ,0.0230213783081399,671
2024,SF,0.135647710565309,612
2024,ATL,0.0507138341874813,596
2024,PIT,0.0231417185912302,586
2024,TEN,-0.0909598093180502,615
2024,CHI,-0.0579100424006028,690
2024,TB,0.194441069019623,655
2024,WAS,0.19425135764965,652
2025,ARI,0.0225582393130852,748
2025,NO,-0.0513332260744964,671
2025,BUF,0.193900386204131,593
2025,BAL,0.0177539792496335,503
2025,JAX,0.0838626320947105,646
2025,CAR,-0.028012884906293,585
2025,CIN,-0.0201819223902077,691
2025,CLE,-0.252124762749863,641
2025,DAL,0.158523377565016,683
2025,PHI,0.0728946254456799,575
2025,GB,0.255607943477659,554
2025,DET,0.170304833487844,624
2025,HOU,0.0622558676299991,648
2025,LA,0.223136437526991,624
2025,KC,0.0782259078428268,689
2025,LAC,0.00116225084429183,681
2025,LV,-0.165078967649847,600
2025,NE,0.304483421140681,613
2025,IND,0.0758124041767153,605
2025,MIA,-0.00849623237667448,533
2025,MIN,-0.154569790450247,575
2025,CHI,0.116099219203132,644
2025,WAS,0.0361113476017624,567
2025,NYG,0.0405727936401325,627
2025,NYJ,-0.141541638697295,613
2025,PIT,0.0331820089549723,594
2025,SEA,0.121023744691049,520
2025,SF,0.164845133255355,629
2025,ATL,0.00673286250692452,586
2025,TB,0.0383338306000324,644
2025,TEN,-0.196328155031115,646
2025,DEN,0.110754255085935,676
