"measure","coach","wins_per_season","sample","sample_unit","eligible","outside_cone","z"
"Market model (career, prices the coach in)","Nick Sirianni",1.13704328381775,85,"games",TRUE,FALSE,1.344594325758
"Market model (career, prices the coach in)","Marvin Lewis",0.356686316084016,256,"games",TRUE,FALSE,0.724273457488584
"Market model (career, prices the coach in)","John Harbaugh",0.310050739620803,293,"games",TRUE,FALSE,0.68160203999298
"Market model (career, prices the coach in)","Jim Caldwell",0.794993443171748,112,"games",TRUE,FALSE,1.0668142990294
"Market model (career, prices the coach in)","Brian Flores",1.8063755890958,49,"games",TRUE,FALSE,1.69876821579986
"Market model (career, prices the coach in)","DeMeco Ryans",1.68196240294463,51,"games",TRUE,FALSE,1.49242224414095
"Market model (career, prices the coach in)","Dan Campbell",0.984575814766742,85,"games",TRUE,FALSE,1.17255633302204
"Market model (career, prices the coach in)","Mike Macdonald",2.3674725883307,34,"games",TRUE,FALSE,1.73285877139021
"Market model (career, prices the coach in)","Mike Zimmer",0.555691585085424,129,"games",TRUE,FALSE,0.793582300050993
"Market model (career, prices the coach in)","Sean McVay",0.474791900429721,149,"games",TRUE,FALSE,0.743041345085347
"Market model (career, prices the coach in)","John Fox",0.258776205448306,256,"games",TRUE,FALSE,0.533961168308082
"Market model (career, prices the coach in)","Liam Coen",3.84871683375258,17,"games",TRUE,TRUE,1.97848729964788
"Market model (career, prices the coach in)","Dick Jauron",0.45311202015788,142,"games",TRUE,FALSE,0.693138730432907
"Market model (career, prices the coach in)","Adam Gase",0.781031301711659,80,"games",TRUE,FALSE,0.924007188873703
"Market model (career, prices the coach in)","Bill O'Brien",0.620050559779941,100,"games",TRUE,FALSE,0.77758083895451
"Market model (career, prices the coach in)","Mike Sherman",0.567745156268411,96,"games",TRUE,FALSE,0.70073195453794
"Market model (career, prices the coach in)","Tom Cable",1.23865581102866,44,"games",TRUE,FALSE,1.1090297570545
"Market model (career, prices the coach in)","Jack Del Rio",0.273590753337264,187,"games",TRUE,FALSE,0.470335207663698
"Market model (career, prices the coach in)","Ron Rivera",0.236128179132482,211,"games",TRUE,FALSE,0.432714736522796
"Market model (career, prices the coach in)","Ben Johnson",2.86780970334938,17,"games",TRUE,FALSE,1.45207408261699
"Market model (career, prices the coach in)","Matt Nagy",0.727132231139491,65,"games",TRUE,FALSE,0.742418997166772
"Market model (career, prices the coach in)","Bobby Ross",2.00605754221557,23,"games",TRUE,FALSE,1.19258819867946
"Market model (career, prices the coach in)","Brian Billick",0.305978774946649,144,"games",TRUE,FALSE,0.469816341157494
"Market model (career, prices the coach in)","Dick Vermeil",0.445527044619989,96,"games",TRUE,FALSE,0.550806434487623
"Market model (career, prices the coach in)","Jason Garrett",0.273171704240959,152,"games",TRUE,FALSE,0.42193153576615
"Market model (career, prices the coach in)","Dave Canales",1.05658722722403,34,"games",TRUE,FALSE,0.80597547099961
"Market model (career, prices the coach in)","Dave Wannstedt",0.471223645699792,73,"games",TRUE,FALSE,0.501261054091312
"Market model (career, prices the coach in)","Rich Bisaccia",2.82033937086938,12,"games",FALSE,FALSE,1.21140276212846
"Market model (career, prices the coach in)","Lovie Smith",0.175199020631899,193,"games",TRUE,FALSE,0.311048839098947
"Market model (career, prices the coach in)","Todd Haley",0.593595637861111,45,"games",TRUE,FALSE,0.524460270900925
"Market model (career, prices the coach in)","Tony Sparano",0.296838669417517,73,"games",TRUE,FALSE,0.32225604813338
"Market model (career, prices the coach in)","Mike Nolan",0.364989134262556,55,"games",TRUE,FALSE,0.363164633357822
"Market model (career, prices the coach in)","Al Groh",0.995759719236931,16,"games",TRUE,FALSE,0.49532945219754
"Market model (career, prices the coach in)","Mike Holmgren",0.0838249564305303,160,"games",TRUE,FALSE,0.134555262966464
"Market model (career, prices the coach in)","Jim Tomsula",0.715108855952987,17,"games",TRUE,FALSE,0.388768492148233
"Market model (career, prices the coach in)","Ben McAdoo",0.41835294035639,28,"games",TRUE,FALSE,0.280461542198268
"Market model (career, prices the coach in)","Jim Bates",1.59366370493896,7,"games",FALSE,FALSE,0.589568341234427
"Market model (career, prices the coach in)","Shane Steichen",0.155277916294196,51,"games",TRUE,FALSE,0.137503833361163
"Market model (career, prices the coach in)","David Culley",0.401055635290789,17,"games",TRUE,FALSE,0.251865059287136
"Market model (career, prices the coach in)","Steve Wilks",0.184315026956026,28,"games",TRUE,FALSE,0.131939933684246
"Market model (career, prices the coach in)","Mel Tucker",0.925328885049737,5,"games",FALSE,FALSE,0.272212714311052
"Market model (career, prices the coach in)","Nick Saban",0.13465780574739,32,"games",TRUE,FALSE,0.0957501982817832
"Market model (career, prices the coach in)","Jay Rosburg",1.47841033233407,2,"games",FALSE,FALSE,0.30589433810703
"Market model (career, prices the coach in)","Perry Fewell",0.363563192057797,7,"games",FALSE,FALSE,0.1256804694228
"Market model (career, prices the coach in)","Jimmy Johnson",0.110338484562651,16,"games",TRUE,FALSE,0.0545234438663465
"Market model (career, prices the coach in)","Bill Parcells",-0.00190365343801298,80,"games",TRUE,FALSE,-0.00214712873590326
"Market model (career, prices the coach in)","Eric Mangini",-0.00199041975009755,80,"games",TRUE,FALSE,-0.00232097190100268
"Market model (career, prices the coach in)","Mike Munchak",-0.0159274086517107,48,"games",TRUE,FALSE,-0.0139732535345002
"Market model (career, prices the coach in)","Emmitt Thomas",-0.37246454606882,4,"games",FALSE,FALSE,-0.102220650384417
"Market model (career, prices the coach in)","Kellen Moore",-0.233260537294563,17,"games",TRUE,FALSE,-0.123669879497731
"Market model (career, prices the coach in)","Antonio Pierce",-0.203524964632173,26,"games",TRUE,FALSE,-0.134767349698591
"Market model (career, prices the coach in)","Leslie Frazier",-0.0999874154524326,54,"games",TRUE,FALSE,-0.0933777318954806
"Market model (career, prices the coach in)","Gary Moeller",-0.687030330026885,9,"games",FALSE,FALSE,-0.269711313659714
"Market model (career, prices the coach in)","Gary Kubiak",-0.0406971052457516,157,"games",TRUE,FALSE,-0.0649063950469093
"Market model (career, prices the coach in)","Gunther Cunningham",-0.204520173253935,32,"games",TRUE,FALSE,-0.141839738212314
"Market model (career, prices the coach in)","Joe Judge",-0.200052055999463,33,"games",TRUE,FALSE,-0.151884450602917
"Market model (career, prices the coach in)","Butch Davis",-0.117349396609643,59,"games",TRUE,FALSE,-0.11282168924956
"Market model (career, prices the coach in)","Wade Phillips",-0.0751724708348568,94,"games",TRUE,FALSE,-0.0938835581127153
"Market model (career, prices the coach in)","Jay Gruden",-0.114024022853434,85,"games",TRUE,FALSE,-0.132486975575295
"Market model (career, prices the coach in)","Jim Fassel",-0.122660778364935,80,"games",TRUE,FALSE,-0.137889436599822
"Market model (career, prices the coach in)","Eric Studesville",-2.59214844676534,4,"games",FALSE,FALSE,-0.656762436143333
"Market model (career, prices the coach in)","Darrell Bevell",-1.22785629498189,9,"games",FALSE,FALSE,-0.521309961156499
"Market model (career, prices the coach in)","Dirk Koetter",-0.258568796447363,48,"games",TRUE,FALSE,-0.222579149053314
"Market model (career, prices the coach in)","Mike McDaniel",-0.19841802043567,68,"games",TRUE,FALSE,-0.207303266116749
"Market model (career, prices the coach in)","Joe Gibbs",-0.226685028111407,64,"games",TRUE,FALSE,-0.228945541728189
"Market model (career, prices the coach in)","Vince Tobin",-0.659981804608078,25,"games",TRUE,FALSE,-0.41417310370229
"Market model (career, prices the coach in)","Joe Vitt",-0.840670916119414,21,"games",TRUE,FALSE,-0.489696947216646
"Market model (career, prices the coach in)","Bobby Petrino",-1.47863257809107,12,"games",FALSE,FALSE,-0.661138445335399
"Market model (career, prices the coach in)","Terry Robiskie",-1.01029239381626,18,"games",TRUE,FALSE,-0.559710123758612
"Market model (career, prices the coach in)","Brian Daboll",-0.272336597105663,68,"games",TRUE,FALSE,-0.291619606941343
"Market model (career, prices the coach in)","Dave McGinnis",-0.338412420170287,55,"games",TRUE,FALSE,-0.333475280081519
"Market model (career, prices the coach in)","Giff Smith",-6.40732203887415,3,"games",FALSE,FALSE,-1.47653578123898
"Market model (career, prices the coach in)","Jerod Mayo",-1.14651333495228,17,"games",TRUE,FALSE,-0.614162132188959
"Market model (career, prices the coach in)","Chris Tabor",-3.25163669088486,6,"games",FALSE,FALSE,-0.978966411348046
"Market model (career, prices the coach in)","Brian Schottenheimer",-1.20734892724934,17,"games",TRUE,FALSE,-0.61395546030939
"Market model (career, prices the coach in)","Mike Singletary",-0.63492443651204,40,"games",TRUE,FALSE,-0.511292458800434
"Market model (career, prices the coach in)","Jon Gruden",-0.120762490398693,213,"games",TRUE,FALSE,-0.224394656404978
"Market model (career, prices the coach in)","Chris Palmer",-0.808756308253895,32,"games",TRUE,FALSE,-0.690296051066093
"Market model (career, prices the coach in)","Rex Ryan",-0.205930827620502,127,"games",TRUE,FALSE,-0.291142477364693
"Market model (career, prices the coach in)","Vic Fangio",-0.534029794830731,49,"games",TRUE,FALSE,-0.479735891633396
"Market model (career, prices the coach in)","Aaron Kromer",-4.54219236744066,6,"games",FALSE,FALSE,-1.43369442045803
"Market model (career, prices the coach in)","Marc Trestman",-0.905443271116707,32,"games",TRUE,FALSE,-0.635862604228429
"Market model (career, prices the coach in)","Lane Kiffin",-1.50035852502698,20,"games",TRUE,FALSE,-0.877317867777431
"Market model (career, prices the coach in)","Steve Spurrier",-0.943618112192833,32,"games",TRUE,FALSE,-0.660820731267888
"Market model (career, prices the coach in)","Brad Childress",-0.427482076445456,74,"games",TRUE,FALSE,-0.467571384404545
"Market model (career, prices the coach in)","Dom Capers",-0.499241537334825,64,"games",TRUE,FALSE,-0.53650857003901
"Market model (career, prices the coach in)","Urban Meyer",-2.48979391818206,13,"games",FALSE,FALSE,-1.20603545414282
"Market model (career, prices the coach in)","Arthur Smith",-0.642067175501717,51,"games",TRUE,FALSE,-0.573787804751075
"Market model (career, prices the coach in)","Bill Callahan",-0.779100229174573,43,"games",TRUE,FALSE,-0.667051989627878
"Market model (career, prices the coach in)","Joe Philbin",-0.498969944902042,68,"games",TRUE,FALSE,-0.512880625946254
"Market model (career, prices the coach in)","Jeff Saturday",-4.36693494757328,8,"games",FALSE,FALSE,-1.55714511941446
"Market model (career, prices the coach in)","Kliff Kingsbury",-0.566416030757139,66,"games",TRUE,FALSE,-0.586768817039886
"Market model (career, prices the coach in)","Ray Rhodes",-2.34859056067223,16,"games",TRUE,FALSE,-1.19138143501841
"Market model (career, prices the coach in)","Jim Mora",-0.339935220479558,112,"games",TRUE,FALSE,-0.456067058922844
"Market model (career, prices the coach in)","Kyle Shanahan",-0.256017792330025,149,"games",TRUE,FALSE,-0.402255507620105
"Market model (career, prices the coach in)","Aaron Glenn",-2.24462654825272,17,"games",TRUE,FALSE,-1.23407665685136
"Market model (career, prices the coach in)","Raheem Morris",-0.411235506632411,93,"games",TRUE,FALSE,-0.504652789926009
"Market model (career, prices the coach in)","Bruce Coslet",-2.02652160673333,19,"games",TRUE,FALSE,-1.21600198655816
"Market model (career, prices the coach in)","Greg Schiano",-1.20468316848396,32,"games",TRUE,FALSE,-0.858857645153878
"Market model (career, prices the coach in)","Mike Tice",-0.595533035199417,65,"games",TRUE,FALSE,-0.605490783275589
"Market model (career, prices the coach in)","Jim Haslett",-0.364770423452643,108,"games",TRUE,FALSE,-0.481047953922106
"Market model (career, prices the coach in)","Dan Quinn",-0.335538990584123,119,"games",TRUE,FALSE,-0.459358147960653
"Market model (career, prices the coach in)","Gregg Williams",-0.715085838664655,56,"games",TRUE,FALSE,-0.670243846669758
"Market model (career, prices the coach in)","Kevin Stefanski",-0.402285169680755,101,"games",TRUE,FALSE,-0.511620527280231
"Market model (career, prices the coach in)","Brandon Staley",-0.854584010897624,48,"games",TRUE,FALSE,-0.733913392389889
"Market model (career, prices the coach in)","Freddie Kitchens",-2.57310205863603,16,"games",TRUE,FALSE,-1.30993594634275
"Market model (career, prices the coach in)","Rob Chudzinski",-2.82638816772382,16,"games",TRUE,FALSE,-1.42092689721767
"Market model (career, prices the coach in)","Todd Bowles",-0.346249319211286,135,"games",TRUE,FALSE,-0.510440025642093
"Market model (career, prices the coach in)","Frank Reich",-0.550087726668413,85,"games",TRUE,FALSE,-0.645047382128311
"Market model (career, prices the coach in)","Dave Campo",-0.983454524965362,48,"games",TRUE,FALSE,-0.891317801855249
"Market model (career, prices the coach in)","Art Shell",-2.95120683583684,16,"games",TRUE,FALSE,-1.60759080255308
"Market model (career, prices the coach in)","Jim Zorn",-1.48841020415289,32,"games",TRUE,FALSE,-1.09119953911429
"Market model (career, prices the coach in)","Zac Taylor",-0.411852811677447,116,"games",TRUE,FALSE,-0.567054956249682
"Market model (career, prices the coach in)","Mike Ditka",-3.01743800558413,16,"games",TRUE,FALSE,-1.60482523716872
"Market model (career, prices the coach in)","Mike Pettine",-1.52443839407869,32,"games",TRUE,FALSE,-1.11518496929065
"Market model (career, prices the coach in)","Doug Pederson",-0.377452039010547,131,"games",TRUE,FALSE,-0.543286842841022
"Market model (career, prices the coach in)","Dick LeBeau",-1.13606026474067,45,"games",TRUE,FALSE,-0.988983704559197
"Market model (career, prices the coach in)","Mike Mularkey",-0.649992582882078,80,"games",TRUE,FALSE,-0.731720869363462
"Market model (career, prices the coach in)","Scott Linehan",-1.47672733100223,36,"games",TRUE,FALSE,-1.13486092830101
"Market model (career, prices the coach in)","Steve Mariucci",-0.497884297288512,107,"games",TRUE,FALSE,-0.652429389909552
"Market model (career, prices the coach in)","Herm Edwards",-0.443898643476075,128,"games",TRUE,FALSE,-0.634476486572685
"Market model (career, prices the coach in)","Nathaniel Hackett",-3.8813149750738,15,"games",FALSE,FALSE,-1.86485512607171
"Market model (career, prices the coach in)","Mike McCoy",-0.937440248309848,64,"games",TRUE,FALSE,-0.945261830320198
"Market model (career, prices the coach in)","Chip Kelly",-0.953317077704295,63,"games",TRUE,FALSE,-0.957805959044007
"Market model (career, prices the coach in)","Anthony Lynn",-0.932552993686842,65,"games",TRUE,FALSE,-0.959551917531425
"Market model (career, prices the coach in)","Mike Martz",-0.729676051858495,85,"games",TRUE,FALSE,-0.898810583130551
"Market model (career, prices the coach in)","Robert Saleh",-0.977565938576646,68,"games",TRUE,FALSE,-1.03234158171734
"Market model (career, prices the coach in)","Matt Patricia",-1.55755859888034,43,"games",TRUE,FALSE,-1.28816206177238
"Market model (career, prices the coach in)","Jonathan Gannon",-1.35047004798012,51,"games",TRUE,FALSE,-1.25047402983914
"Market model (career, prices the coach in)","Dan Reeves",-0.932122252359684,77,"games",TRUE,FALSE,-1.04273624568565
"Market model (career, prices the coach in)","Cam Cameron",-4.51367341188427,16,"games",TRUE,TRUE,-2.40140747202433
"Market model (career, prices the coach in)","George Seifert",-1.51783135675309,48,"games",TRUE,FALSE,-1.37407676022753
"Market model (career, prices the coach in)","Matt Eberflus",-1.43329238320549,51,"games",TRUE,FALSE,-1.3012192336908
"Market model (career, prices the coach in)","Dennis Erickson",-2.28785271129433,32,"games",TRUE,FALSE,-1.66877179299602
"Market model (career, prices the coach in)","Tom Coughlin",-0.288944597991025,256,"games",TRUE,FALSE,-0.58835457238799
"Market model (career, prices the coach in)","Vance Joseph",-2.34519087825389,32,"games",TRUE,FALSE,-1.64543130204645
"Market model (career, prices the coach in)","Josh McDaniels",-1.43800354928766,53,"games",TRUE,FALSE,-1.31511989580604
"Market model (career, prices the coach in)","Chan Gailey",-1.21194748505234,64,"games",TRUE,FALSE,-1.22808475721733
"Market model (career, prices the coach in)","Matt Rhule",-2.10450040251952,38,"games",TRUE,FALSE,-1.63434850017805
"Market model (career, prices the coach in)","Doug Marrone",-0.82303766758835,98,"games",TRUE,FALSE,-1.03378117116602
"Market model (career, prices the coach in)","Romeo Crennel",-0.884579716130285,95,"games",TRUE,FALSE,-1.10878397775689
"Market model (career, prices the coach in)","Dennis Green",-0.918278691527846,95,"games",TRUE,FALSE,-1.1373109167175
"Market model (career, prices the coach in)","Steve Spagnuolo",-1.69703151973619,52,"games",TRUE,FALSE,-1.64216738746965
"Market model (career, prices the coach in)","Brian Callahan",-2.62110504521414,34,"games",TRUE,TRUE,-2.00513349640175
"Market model (career, prices the coach in)","Marty Mornhinweg",-2.83069593209963,32,"games",TRUE,TRUE,-2.08634373238256
"Market model (career, prices the coach in)","Mike Riley",-1.91360046799397,48,"games",TRUE,FALSE,-1.69525362433129
"Market model (career, prices the coach in)","Mike Shanahan",-0.455086523736949,224,"games",TRUE,FALSE,-0.862253480597612
"Market model (career, prices the coach in)","Ken Whisenhunt",-0.831938939234492,128,"games",TRUE,FALSE,-1.2049659856121
"Market model (career, prices the coach in)","Pat Shurmur",-1.65220355991886,65,"games",TRUE,FALSE,-1.69997454947638
"Market model (career, prices the coach in)","Gus Bradley",-1.78962866047338,62,"games",TRUE,FALSE,-1.85175106820128
"Market model (career, prices the coach in)","Rod Marinelli",-2.31600590214748,48,"games",TRUE,TRUE,-2.10935854582961
"Market model (career, prices the coach in)","Jim Schwartz",-1.42977077498211,80,"games",TRUE,FALSE,-1.66886399440742
"Market model (career, prices the coach in)","Dennis Allen",-1.46811117132221,87,"games",TRUE,FALSE,-1.74194260851696
"Market model (career, prices the coach in)","Hue Jackson",-2.43130337319053,56,"games",TRUE,TRUE,-2.34664902714799
"Market model (career, prices the coach in)","Norv Turner",-1.09677920008018,147,"games",TRUE,FALSE,-1.71310383132092
