sim,shift_no_trait,shift_fitted_trait,persistence_r3_no_trait,persistence_r3_fitted_trait,persistence_r5_no_trait,persistence_r5_fitted_trait,shift_no_trait_vol_censored,shift_fitted_trait_vol_censored,shift_no_trait_wins_rule
63,1.86746591768547,2.92231033348573,-0.0422508041822902,0.382240585784141,-0.21117050422014,0.221285358431875,2.2969523353515,2.0298323471527,2.04442937194282
64,0.910528904450308,2.77633834342809,0.0737665814320848,0.338382641780704,-0.0498101314980026,0.235337872847641,2.01020770895304,2.54565335390163,1.98486822845924
65,2.00906196530872,3.39250677805913,-0.0860626117943233,0.223767714357166,0.0861913232996706,0.142276837806589,1.39394102700406,2.62539658466429,2.27502443622133
66,1.57300539451283,3.1731547239333,0.243513649353255,0.378658790317516,0.522705553069841,0.370785104337621,1.91588526424886,2.76108669776279,2.25304030712997
67,2.34174828866168,2.36055175495744,-0.0533845557013591,0.273141239927748,0.059773721295303,0.257200621677592,2.50332545396083,3.55236586262053,1.98140655166757
68,2.39177962452184,2.27609156814164,-0.124391989720493,0.397758859474908,0.30306867385549,0.5831560668092,2.56410266785514,2.4810500995773,2.55954697668076
69,2.55182276406491,3.39775604554739,0.119290148981073,0.24885164805286,0.192527562846098,0.526193992182733,3.35468433136549,1.7636772626383,1.76104351522638
70,1.87500862626895,2.37906081846897,0.063165433981757,0.363529222609879,0.132808443674529,0.160989904719513,2.69360208907434,2.93332880201614,2.32671800873994
71,2.03175817490232,2.07206239517937,0.370097350894624,0.200964172058136,0.416753565266617,-0.025721865738884,1.88194826417611,3.29961551364498,2.59568318352491
72,2.51851994063368,2.43875976059748,0.328094110418245,0.557619401352116,0.397826721776878,0.519002513412979,2.51749370823274,3.00765214969937,2.06670551873364
73,1.89812252390621,1.82295751697516,0.178225263369303,0.244382087203395,0.424709445143307,0.441563333926691,2.53456432518712,2.03730644972282,1.91784937556922
74,2.21614822948917,2.29843044063441,0.170152597841168,0.0256802259519686,0.5319461871467,0.116524640502158,1.98435258564771,2.58061113296389,2.17644256342588
75,2.65245017146844,2.65366372921669,0.169809807703687,0.153668661335496,-0.0178995393826323,0.248633530231307,1.92074124644439,2.14661843465929,2.23324942148633
76,2.63861022134575,1.81056911918802,0.319708669721432,0.163473036129957,0.289883438740142,0.058081453853896,2.42180305345409,3.14803523352489,2.74035528596464
77,2.08641761022157,2.36825481332251,-0.0707388781745643,0.18109532865252,0.0219511925895791,0.110459008484115,2.24692828262976,3.59241560694639,2.41355664055916
78,2.40575701477654,2.05685349815933,-0.106780753732512,0.238796153723443,-0.152391546936613,0.414877759939118,3.18581853061423,2.45295057619125,1.61196244915934
