sim,shift_no_trait,shift_fitted_trait,persistence_r3_no_trait,persistence_r3_fitted_trait,persistence_r5_no_trait,persistence_r5_fitted_trait,shift_no_trait_vol_censored,shift_fitted_trait_vol_censored,shift_no_trait_wins_rule
180,2.63817192979486,1.57851701941001,0.386132600684123,0.250361304596095,0.311948029778271,0.416357582918717,2.52453343777832,3.58000474557258,1.29977925232477
181,2.66518237716719,2.48805591030826,0.304583167730391,0.208526706364171,-0.0901660999223936,0.282484289185162,2.13245665920086,3.17382192839926,2.12100960848086
182,2.26127886543071,1.99414330146258,-0.0621109246667205,0.414901583316219,0.00516900553911376,0.496528029634386,2.13192036947003,2.03524861375056,2.68098189893521
183,2.20556987262832,2.96020103533984,0.200302421036321,0.171676969081338,0.47929311498004,0.207435489535977,2.82419340156268,2.97695349934929,2.47157490867541
184,2.62434928864979,2.4231274736689,0.216749095290919,-0.041789810529848,0.100270346149023,0.019145808620151,1.87749917973731,2.57107937973719,1.88092282526549
185,2.17510159140912,2.99624862308732,0.0557569075736171,0.306867284472554,-0.0829771999879203,0.40268229804546,2.46098027836506,2.70164567801626,1.57647253511511
186,2.08084922354347,2.86157630350142,-0.0508069383877475,-0.0430009055094597,0.110573261588236,-0.151483031649067,1.71556347348768,3.52476998761137,2.44038746597875
187,2.09015237027353,2.08302401098146,0.116362606771056,0.139873598444917,-0.115859712012803,0.213205440451731,2.75095164865518,3.12068037292291,2.6942787016036
188,2.41234801153122,3.61271379512403,0.0940002302439026,0.378486504701172,0.0767104784727204,0.0378792717147351,2.22100357103826,2.1552637317268,1.99753816738309
189,1.44442483896017,2.58280326451573,-0.0236101168719612,0.178576831877648,0.185508759588467,0.0714457376749757,2.58081628798942,2.08770749809671,2.82315479639328
190,3.88673576196768,3.20128383940742,0.235456235206333,0.334298927600757,0.236940902941115,0.189718783981621,2.24418324324536,2.17880939818932,2.60016502613882
191,2.34849559372722,2.54043093835759,0.165275016741448,0.335982972172139,0.396939253583046,0.173146241492268,2.63968248504395,2.07584467674247,2.23606034042045
192,2.73947381662024,2.58543349943637,0.0786191435216907,0.379159097999596,0.369235748796753,0.518943187413438,2.87530528986459,1.65296317068678,1.16229364353082
193,1.56518295861464,2.51201066959172,0.203254020097685,0.293629139906631,0.359506623948335,0.229431530615957,2.78480134836319,2.39595139503178,2.0873309789982
194,3.23167196016269,2.86971998790043,0.313644107150849,0.410075712253394,0.376233170338235,0.457491313363635,2.24782868798456,2.86615026807585,2.83739235358661
195,2.68320196301933,2.81386828289584,0.244698660949577,0.163256056236085,0.164877493964875,0.0764140922903222,1.83270356432611,2.79015000375379,2.06014387443048
196,1.85092370841653,2.50937864002899,0.171561163954673,0.183152111516897,-0.0519792176834979,0.377446802867256,1.20094334134197,2.0787016183038,1.63577673804829
197,2.50194029797293,3.05550378638537,0.233291288089503,0.405818530765609,0.203396119509881,0.538637916770414,3.05377376984346,2.29907024405906,2.49050354858617
198,1.76074617389021,1.69592932817113,-0.0211794967998886,0.0407151388276601,0.510127392276085,-0.0746607359544801,2.12371274708849,2.13793536311397,2.60846210421398
199,2.11292629232721,2.47233412513651,0.287994844650886,0.277717532688371,0.225201304233589,0.227741267399178,2.41072680366927,1.68609566025272,2.02100170619111
200,2.47097598354157,2.58896382847342,0.0438057327007036,0.362925520085117,0.390920753843751,0.27039431765812,2.07307522167352,2.55274575174775,0.983204421198711
201,2.85321470323411,2.21744049744927,-0.0318770711979684,0.202848340121959,0.2967293554875,0.224294731437607,2.18367140261353,2.25751566550469,2.50314181442561
202,2.5924167930792,2.64044025724109,0.290452472743783,0.313032860133292,0.100174186647188,0.369570261192442,1.71296503025215,2.86439736112288,1.79248191889744
203,2.61632096060348,2.85473756888995,0.304470990974748,0.25519740286128,0.467621038773169,0.382877673468845,2.32821094025939,2.39856170056409,1.77178430454234
204,2.55359391412251,3.10466184813091,0.0621779522969821,0.448879560640146,-0.00558582480420927,0.382797220758721,1.8711553562956,2.85294517979008,1.73450331762711
205,1.08166841486287,2.67839574393534,0.30096678383951,0.454014810729987,0.0241516588582169,0.624378890588608,3.16653596917367,2.57653392930163,2.49125061250959
206,2.49590746045002,1.77653053381317,0.239812547503623,0.252124020787719,0.165788074879774,0.328268585591865,2.26825188130617,3.45639915537073,1.75355875666885
207,2.46320585731349,2.37214990606448,0.359490089306402,0.230497206381274,0.455508174497223,0.242694246024084,2.8175539017486,2.12327580649725,2.91710428367996
208,2.6841191159299,3.79447415401931,0.156901303766083,0.309633520628201,0.206613711990266,0.400249182003525,2.66520073518726,2.16640371528384,2.46759083181935
209,2.12920422952865,2.614274973244,-0.0360824072639431,0.280542217517191,0.27331428350769,0.373636941590895,2.9427841768628,2.49156648397659,1.32156966661458
210,2.62080333363286,2.09588807837847,0.285140204590532,0.0367731398952757,0.299378821743566,0.171784286913739,2.83541793671934,3.03881038218768,2.50803312483035
211,2.39191163374539,1.53338183487693,0.127263163974302,0.294709782720392,0.260641633776964,0.480250670925238,2.90677949993925,2.86079210529337,2.45806159473458
212,2.67644527574504,2.93730831960746,-0.106896084952613,0.237498707469843,-0.157351392303243,0.272116730394811,1.97365096101124,2.11330614764008,1.79520524077908
213,1.8114753283848,2.20453874320805,0.269363497960795,0.130162258714044,0.231558123375005,0.418114053320432,1.977379052177,2.31629472131617,2.34717294450966
214,2.25687829631968,2.65520707723158,-0.202690737576265,0.121885670357644,-0.0364387725910433,-0.158962894825575,2.01617201526389,2.50830072985075,1.22497629744646
215,1.63963534305406,1.87912022517387,-0.0100960980768635,0.155623006297487,-0.0604231649840523,0.252941054146208,2.97623622842087,3.48478871485028,2.62579763862681
216,1.30084217568085,3.5024252851561,-0.128218808251103,0.415840916121188,0.143962128005384,0.510045091315728,1.18018092949426,2.53497051812134,1.50901071092449
217,3.25993408816111,2.88773185845373,0.0753271408500875,0.536983294386464,0.105986675248753,0.596377820649363,2.25589413521845,2.71580045397015,2.09930309154934
218,2.21872696007533,2.38062429727749,0.0529030293549788,0.0948031415684613,0.339716470668586,0.538908185427313,2.73467760579981,2.38751920308446,3.2606680274431
219,2.02203886618525,1.57873272033678,-0.000625196754532612,0.0521824714295326,0.511156513359083,-0.00577337629839695,1.22726735334296,2.33620711306156,2.43132702268154
220,1.60972255144513,1.81578010937707,-0.0372325020372718,0.387335486879464,0.450855121219871,0.775253182911169,2.92834235630054,3.227950987019,1.38045143296369
221,2.47935805485614,2.63689074783468,0.381471449640308,0.356595177014351,0.109585776364376,0.578622288493481,3.35155157509502,2.2488384680517,1.091425344987
222,2.34615071395011,2.45961165124871,0.363973339687631,0.223665987090477,0.415302827426107,-0.208253980344931,2.95175289210659,3.34292953430758,1.92468709121223
223,1.91028053149689,2.79259494679662,0.10439597894101,0.299098718357312,0.137893850085413,0.0900885335915856,2.21062493038236,3.1334758728236,1.42674307522657
224,1.28584565782848,3.15058185886082,-0.0289701051702712,0.345164999728492,-0.210071792943836,0.162879797462261,2.54325790784875,2.18055119977479,2.42396410467671
225,2.19991588914113,2.29204198133038,0.307435429212879,0.430079594741025,0.383506070848756,0.403377340960597,2.87993784722646,1.73220927834794,2.17830072284809
226,3.0633420694698,3.37932804482936,-0.027468713814809,0.154430663038818,0.02522858358546,0.174340980719448,1.62268033635813,3.70409075341532,2.99482101977837
227,2.34212581932844,2.29171950362373,0.0652817517916945,0.0935875252499062,0.300360247807099,0.539639460614974,2.36764366978111,2.7542050056507,2.52840904333529
228,2.16489079881059,2.45430579436653,0.18590491589753,0.100091557317413,0.191653364297033,0.581192552507147,1.99465822294012,1.77641969866371,2.30199697726402
229,1.675549341919,3.17791940782685,0.125194569342462,0.0521140158092156,0.160269310909409,0.149089714430715,2.03858095544925,2.61167403493805,2.37560517675655
230,2.11453622963733,1.97896599502242,0.321757817938925,0.17238818327338,0.0673679551107448,0.322119432869774,2.03685823088109,2.83502528215636,2.64910276880499
231,2.54039733752476,2.83751128118714,0.140425314929759,0.0664514446200835,0.0947644738151364,-0.14947699579368,2.45281258313175,2.15340851755433,1.22368075180596
232,2.10339142108438,1.98148047774836,0.179378344855447,-0.0251887473846991,0.248315009746852,-0.0186367554110176,1.42955008669677,3.58634376567869,2.67554685322655
233,1.76280469804092,1.94965516509212,0.273292141455663,0.12964355196523,0.278331568016315,0.354719579515027,2.3590533516775,2.98255576812568,2.11178636632329
234,1.46754825722459,2.24090373315304,0.0439308720380255,0.155012638790219,-0.260647352413405,0.301294000228991,1.54961610736131,2.88075845494383,2.2814424096473
235,1.40626394654475,2.99135553508837,-0.0436934539381493,0.147151799012927,-0.0266294672138531,0.544283633486102,3.43770366061021,3.24049211431644,3.6437629041853
236,2.7075522603321,3.1443133648286,0.225934499694887,0.186472653952552,-0.0441855925491764,0.148077007122718,1.0899049177426,1.58391734618405,1.60141592556098
237,2.13926946541469,2.40434222725663,-0.0136769669898426,0.232814399098283,-0.0667912011366333,0.336826543163449,3.8912917840651,2.97041974704245,1.57418111315171
238,2.76888079930872,2.95122404229,0.159361911235026,0.240639830214483,0.220335795388537,0.219659830801939,2.06136806550014,2.63962610119591,2.21330109689617
239,2.53190422288869,3.16420496605577,0.153942092749415,0.0863937857110129,0.0743948014634562,0.0622742444231994,2.83083354639825,2.81909975291926,2.86725085390605
240,1.68325627854686,2.11908080880842,-0.0590659937063607,0.493727722671027,0.0243683848341036,0.662015060691443,1.75292145704396,3.37966815538244,2.64738708981723
241,2.15591296101825,1.95522148532669,0.116360163310886,0.168849603895998,0.251446865414732,0.370496810062346,3.54513219248589,2.87710650934737,3.02296387286547
242,2.76894682678723,2.51888966890438,0.223057154750601,-0.0277324080333669,0.372781383817972,0.504064041317284,2.5350816538247,2.3635187131071,1.17469858942913
243,2.3797445349884,2.1865194766637,0.238096797639149,0.0683396096077225,-0.0015714297491311,0.303767970877186,2.18962139864384,2.77562019086209,1.88486666873879
244,2.03171992371399,2.063472050326,0.0471900551192535,0.327638341957353,-0.248715269939277,0.48892726129059,2.21502013403104,2.53829438074105,2.13844140065451
245,2.23493916448566,2.26466538464463,-0.116773167089126,0.0937556655157547,-0.220328006343934,0.169466897858371,2.43471727267209,3.14925456802918,1.91065921774547
246,1.85693066420807,2.79503921576995,0.270151648063899,0.262347280915664,0.0575830356472193,-0.0506292625777196,2.05468286677738,2.82736303977195,1.79579467303848
247,1.76609812014944,2.78662921704575,0.0727156557142467,0.345643766365091,0.339189427642643,0.457783023697085,1.57591412648138,1.8911911949375,2.23327568382178
248,2.24301365887983,3.01920935295041,0.162308890379525,0.28514621596534,0.253976370260153,0.500516478552573,2.47270196271877,1.52443753012088,3.04264407581722
249,2.03197846753539,2.39023046432547,0.00237584474036209,0.335700454592268,0.143622308227658,0.283540395336526,1.98470400578202,3.47354451055868,2.25275557171257
250,1.76133842420574,2.80457916643713,0.216293827468316,0.205431696612286,0.0130702487830954,0.076439086963066,2.74784506185589,2.81810470197503,1.90283597161215
251,1.75978682666158,3.08792878912496,-0.0591221393059837,0.175880208971136,-0.0323432829726139,0.221429974168432,1.94413367712989,2.26915758322165,2.04473120720518
252,3.29107117225636,2.30792204788055,0.256309557599805,0.258561517277639,0.359768547958581,0.300105282215511,2.24802345920467,3.38134876997562,2.80670155885195
253,1.95573064739554,1.92524048603843,-0.0574843685299146,0.300712383239974,0.00641654985880611,0.317888795374226,2.16861856626074,3.33900745343744,2.45188438758763
254,2.41608737785426,2.4260194475612,0.257612943920369,0.145396369424432,0.185748645741817,0.350528041176682,2.64673506739764,3.08320850238476,2.309489987466
255,2.6165344434311,2.68656710289778,0.356866129340369,0.266260306814827,0.276367538412677,0.325181141597051,1.22847152802288,2.41523326580043,2.02404478175418
256,2.11890445760057,3.94874883775475,0.0587029946864868,0.191267417615112,0.167228474332631,0.0567215990177425,2.01185345618787,2.53146469102006,2.36675807594916
257,1.76905983841593,3.21473789662577,0.0571269677888248,0.339071036478329,0.172981991698856,0.18719109544928,2.26403124713569,3.00645954133873,1.94968544880164
258,2.49516890392107,2.38175949020385,-0.0161857810679805,0.142940557004911,-0.112620781250406,0.0633292454637526,2.16673924592969,2.48919845273507,2.66247453080634
259,1.96301708352733,1.74394255693494,0.171127273318711,0.125862606232831,0.413788251500138,0.028703950780588,1.36349171143555,3.01216931228038,2.27807211647209
260,1.87615470216527,2.43274374700479,0.121035559536166,0.290779099341898,0.575939781866387,0.631206610614623,2.50163405143894,3.34489566100158,2.67101594412217
261,2.02154352511404,2.33266767144052,0.0183376969348855,-0.0997709995413565,0.123727657846533,0.271280708843624,2.65631431139588,2.72333423824779,3.09027627830159
262,1.840788997773,2.94654417546026,0.136988288989137,0.328866509900162,0.220739410980471,0.51908727883353,2.20111670114102,2.33489475211551,3.32935861931971
263,1.82583480742946,3.04873674615061,0.181016004023839,0.458760641439191,0.320574762665933,0.151872290475773,2.49057684614727,2.32899261681304,1.69167211389348
264,2.69841498544833,2.67909038992049,-0.0277096041429548,0.494560310658666,0.0329757750869144,0.602969766077808,2.05398430786213,3.306425184593,2.71277162524878
265,2.92194578055931,2.85131297521964,0.233581443609942,0.320804880877867,0.369693556920624,0.249734236007461,2.21363321849594,2.81523102831257,2.01836910435629
266,2.42052479811585,2.20287806905112,0.052087611837936,0.0825451049324032,0.127131907812701,0.229367534771933,2.11334695006905,3.12235366131008,2.75492489890511
267,1.55364847570644,2.51007330680477,0.0345506501551813,0.124461700984637,0.00278203423795781,-0.043463594477252,2.63346790370868,2.35843729323507,1.80133064547838
268,2.59561487744018,1.75271780356844,0.294060698001752,0.151638185452655,0.239718606040399,0.218229278370572,3.53275061612164,2.80449377413668,1.87287582295156
269,1.60551287592199,2.7771674844413,0.258307244832045,0.230558686684989,0.522949117892935,0.0127307086045818,2.2545367383288,3.74802532653613,0.647441269504724
270,2.17191291577793,1.40624811433766,0.389125439641779,0.274591171876419,0.471560685384298,0.400485772617515,3.21738979995587,2.77797497396892,1.47598862840377
271,1.97523857314622,3.2649397727963,0.0867621895105521,0.409108198465354,0.0341936534585813,0.407119337695184,0.925563009703043,3.21652467183918,2.24235648278505
272,2.01514665213099,1.06864146187713,0.358857197836102,0.127928467610128,0.449090006260351,0.0110769014356027,2.59035331530529,3.38974123670365,2.28928555285636
273,2.32553908216501,3.06131100764805,0.374459608882486,0.0557755041862614,0.318650660631427,0.0236634284895491,3.24496775428233,3.42409542666373,1.83295695240915
274,3.05070570572325,3.1804414104417,0.586119224446589,-0.135978748249032,0.0933760732666149,-0.0703161102961835,1.21802506656675,1.88283824359586,2.95046457501662
275,2.06046210426158,3.19259148244493,0.296537439437442,0.294751890631501,0.235707473585842,0.372498627159442,2.33925279967966,2.28082269977901,2.32098358917122
276,2.47672595787563,2.79137265480259,0.198568911043933,0.366632268509858,0.236616200467865,0.153133834788388,2.78475368454237,2.62774690882721,1.85980248318626
277,2.62493041404132,2.28467446651922,-0.0737440457160931,0.404770177456805,0.0773280578744567,0.451388467057051,2.25464011171875,3.55418823407064,2.11644623133832
278,2.76829072341669,2.62055584873175,0.209970554440752,0.261626959387338,0.352866129692544,0.349753258235769,2.00956667216589,2.67911741370434,2.22218757849641
279,2.64059546195112,2.52204875222553,0.44653585273823,0.3055196513658,0.303921108436913,0.389932276605251,2.4543819517589,2.23530901081746,2.02897537428053
280,1.65055802680415,3.37432412058837,0.0183578539434604,0.20249550414418,-0.0081077319385669,0.468018443212048,1.6429785421055,2.18858997117667,2.25266751799179
281,2.43955882273663,1.93343914935342,-0.13144828627126,0.127910003466845,-0.127113276574523,0.330321352192123,2.56024555129235,1.4182879884584,2.85950567661646
282,2.18318641710698,2.18028633502448,0.0368968750057086,0.264591497751049,0.0580022322253837,0.564824905247388,2.43091090389575,2.62307442798334,3.07994574020489
283,1.72393936397895,2.67297213692093,0.20061649525805,0.346437339795526,0.184294230238143,0.446638083289814,2.3281649063687,2.8952052927663,2.71895496488696
284,2.76182305231766,3.12945629854111,0.330717134542922,0.358930598130836,-0.00912735781811626,0.381154726105672,2.13929024705791,2.97361658188207,1.76665803103638
285,3.04669113240999,2.39650375467095,0.215109056644161,0.188731000785026,0.213943238722699,0.42245485227591,1.8329950873126,3.61693397133091,2.47075681668377
286,2.20554892967036,1.87160277431888,0.271310673780014,0.285185001069308,0.164577160801709,0.112840377184403,1.60229409488657,2.99243221779504,1.85514901351338
287,3.00161359410593,3.41008188038903,0.240236549911762,0.369980184758137,0.219072870257383,0.340047876934303,2.66689104001872,2.63073106776746,1.7854693470385
288,2.64621313674019,3.07318289777346,-0.119313180669302,0.260837948859128,0.161250767149339,0.479979275086548,3.34095577877359,2.61356743425385,1.96220266048982
289,2.1127835630769,2.38270616431333,0.0756944674921484,0.0605044885626854,0.33637077082998,0.243597939486417,2.88173894359728,2.74231729813866,2.48633421242838
290,2.30894315725508,1.89926535484233,-0.0289898013884716,0.219619362048892,0.0351339650149304,0.0837289092393272,0.939715055536594,1.1385993582939,2.62356418213336
291,1.94113741130677,2.23199494527945,0.163102126799471,0.104986617798854,-0.0952122329876156,0.37860146913297,2.96259748011899,2.54541151326026,2.067162424425
292,2.20597494944003,1.93891882376263,0.0814826404323929,0.321477501584564,0.302366383435583,0.23210744572273,2.19885135870748,2.19700948810731,1.77526871729511
293,1.41127265145101,2.8104674476202,0.192867296144604,0.0240741660030556,0.243662475160823,-0.0954207991848542,2.84950703920629,2.54916005388162,1.89319010844157
294,2.6289523311333,2.61848417134729,0.0482457477889848,0.321736263263817,0.294965921578313,0.639462334825011,1.30084346837029,2.84597043518496,1.77286251653385
295,2.0706146864753,2.47614962094586,0.233081730582348,0.112247966855931,0.0980891924903625,0.097361526884972,2.42034903658038,2.29826114877525,2.06624339435714
296,2.33244260514321,2.53072883355657,0.0453706151362724,0.36552888537772,0.0829762996567903,0.369067319666154,2.90255386288066,2.29082795472945,2.4628519034113
297,2.15673130527017,2.45340534057255,-0.115528546544966,0.388360520717093,0.179389993621122,0.662615665552082,2.00612430376573,3.62611735320071,3.10629880919486
298,1.87153874077549,2.52228743166685,0.415380087919462,0.275832755568587,0.229811686063458,0.0886398364411772,2.88803501736449,2.6659612273721,2.78095597694347
299,2.19637117432777,1.69448756330796,0.239608758065386,0.0452202895101342,0.105207174126243,-0.0103094257221025,2.30772866006532,2.57603736848571,1.41995950578291
300,2.02643090990578,2.24189218685809,0.324205723376091,0.412051826166224,0.742373549831878,0.225318495678604,2.25809344354783,1.9099952065479,2.45287306563922
301,1.8075991733611,2.41573228650094,0.102713698749519,0.389052792557441,0.250387957692355,0.116654160607091,2.31311581174638,1.57956845404753,2.65425622258904
302,2.55341914524891,2.60214055700894,0.130954488883793,0.276467530362722,0.131585034582953,0.450135288142522,2.91099700739547,3.08809689857824,1.67347590132258
303,1.09127744199162,3.30191684711687,0.0215375670502733,0.414506026847353,-0.584675451629141,0.510352099783484,2.21233292460091,2.65982005730365,2.0018290082273
304,2.63986222775513,2.12154620616049,0.160340837877977,-0.0998908133866535,0.226268497857001,-0.0335399385652589,1.35781490763214,2.28582181314107,2.25509533850808
305,2.3103458660205,2.20121107068308,0.146893711987182,0.192860243845456,0.454810614033738,-0.0384515847020036,3.04681058185154,2.23703068814434,2.43829565492969
306,2.60807717339805,2.52934241971241,0.126907433619995,0.153673493622423,-0.230268149378853,0.265662047254407,2.4062519911963,2.07136260492293,2.32478679115103
307,1.42939472738339,1.98374983885142,0.0682142971551515,0.317985535952151,0.4117124484159,0.332974945806384,2.0634860079475,2.44585589530859,1.85340098365058
308,2.12093510513867,3.15269592280385,0.228162623364973,0.0610832707135728,0.127819959170867,0.125446777758914,2.2118653156345,2.03104530080646,2.1995288573061
309,1.97236075988903,2.16678817016536,0.298650525769427,0.160032290692119,0.314726705856958,0.00162628757046722,3.05482130196928,3.72987235527078,1.36905410875727
310,2.28715542681802,2.50558118048615,0.0633014340913692,0.376321463574642,0.209822812888275,0.445775561935763,2.46827988591379,2.48770654196951,2.58513697163395
311,2.86749380436967,3.33188328054662,0.322789422108538,0.253437220476727,0.426461090034783,0.38089420564309,2.20592850445513,1.09959263522549,1.26552971589002
312,2.56070811062516,3.32854383212278,0.0958862191302544,0.260960980191883,0.0712422973887407,0.241395254898668,2.07910653675421,2.48027154986013,1.1580065246205
313,2.76526062124393,2.90267149460768,0.170841793049052,0.197993842109689,0.151535691772803,0.192708903810314,3.22343293174525,2.35146601320506,1.50432617451604
314,2.06966978165818,2.14954155418675,0.167841836615582,0.140706088454464,0.280808108152275,0.280543106487306,1.8357753957236,3.1922933881018,1.83138938718394
315,2.16695493855707,2.27394008078184,0.173189157998707,0.471947949683763,0.463767116099046,0.377283689030569,2.04328202150626,2.36780100256994,1.93695552278107
316,2.1570237368482,2.67453929442023,-0.0173442862484603,0.204681417317315,0.0680181805178093,0.241602703203996,2.57155171655758,2.23143483015288,2.0659529134469
317,2.09383069419177,3.05734003362919,0.177714778892447,-0.059724999652661,-0.0300510002886944,0.314098940804206,2.15999775779372,2.66204714385772,2.09261621166062
318,2.36011656558813,2.19939564039708,0.183800911612866,0.320504072805566,0.350242921789058,0.370150641844212,2.50758781111887,3.39747742539043,2.39080177568146
319,3.50044500581364,3.11418657640371,-0.0162117421573395,0.406805334408255,0.284284842129332,0.604631746547633,2.53310312934035,1.82900530979193,2.52342596709877
320,1.52389043135956,2.81491927701016,0.0158701794832085,0.140198171106238,0.00477780572558524,0.516794242308168,2.57047985333893,3.08250590358602,2.38782237346568
321,1.44790907331238,2.40981923694366,0.223390341211472,0.397265144220462,0.264099223534378,0.219938998980718,2.14342053105964,2.41905645370946,2.40166325714941
322,2.19670856652962,2.6854353394707,-0.0470118004238174,0.407011183522474,0.203766185420432,0.590458880241739,1.35764559500653,2.10707730359199,2.59633505726074
323,2.38940600496583,2.04451143115897,0.270512456073722,0.329097594020982,0.235207775441036,0.440929707354802,1.95063582204254,3.41274842862921,2.50147895395994
324,1.6111323555103,2.48569674346284,0.0333980603612451,0.533423351018259,0.12812281840519,0.617331439692029,2.18137463120881,3.28050783803173,1.30273622912119
325,2.58743205926674,2.37576124251379,0.162629487117742,0.365977273695553,0.127954832944367,0.00755968490874561,2.3788463712451,2.70177688643288,2.68899135924316
326,1.61420377552781,2.08390593021501,0.21508000004037,0.0968386991699106,0.109762810982506,0.194057190274462,2.3325116883464,3.00687055197989,2.69345156028661
327,1.01526481979285,2.94203129393266,-0.0139216012017582,0.412193940526298,0.289578380531685,0.562033566103772,1.72666015993679,2.60296427492175,2.69574474416583
328,2.84854769973158,2.23210013074241,0.00978872479495941,0.160087685290116,0.202182758207702,0.290610457737501,2.01253111470512,3.80670613161796,2.09501198874349
329,2.84134198651605,3.46691312541367,0.26575544772106,0.5195885699361,0.0357768267254711,0.449694932166012,2.47112698970721,2.85406580291895,2.33921441222226
330,1.96214276177374,2.67722136464729,0.159505336932315,0.156588511964643,0.241961915870899,0.114510246861705,2.97294723713193,2.53883729529647,1.12515897863297
331,2.59511402198257,2.26880764905948,0.0601631369438118,0.29256402294878,0.0498841815275271,0.420985914974912,2.00185026640063,2.64113404857563,2.24799767266481
332,2.43233301891078,3.13045261099725,0.0790917957599505,0.302329728765467,0.0810940635305323,0.229966045378698,1.74472189994526,2.9263762389894,1.86465367059177
333,2.50649406730672,2.75317893996901,0.154419660098556,0.397957901904738,-0.0217564971992058,0.254197011189991,2.02339045096492,2.58439192176323,2.03066017050264
334,2.20257577308511,2.1535784360468,0.163617636328191,0.170537761881842,-0.039672889497888,0.367116238882637,2.25189564152557,2.36529175477112,1.52196047758497
335,2.42060982357191,2.74280065425452,0.0202434813047183,0.304720402704217,0.072273923496307,0.0289262866606076,2.35620296890224,2.83496319820177,2.05925897930258
336,2.4260012908111,2.53827204556946,-0.0182203242096468,0.252116857342552,0.00267062846305307,0.58502851858418,2.23209526378956,2.84346707836308,1.27840687157886
337,1.80899635196015,2.52731373291247,0.0971203020258318,0.339127862493454,0.161777322875076,0.518023244089753,2.58910250686366,1.69484147421974,2.58232530164951
338,1.05080104804006,1.28892989346944,0.184989474691564,0.12906920436935,0.0435470390298375,-0.177365224775482,2.60528407560432,3.76408931334076,1.90238251718642
339,1.94153514430379,1.9629249399402,0.136684949475176,0.220162039817238,0.148115373145207,-0.0507154661060185,2.20626452420252,3.19398831811277,2.01345289199326
340,1.99140833491635,2.89875364192514,0.0639832111797686,-0.197345117144451,0.040224831917986,0.243311694436876,2.40949660815323,2.73605870242897,1.47820493399669
341,2.39149254148066,2.73915366006289,0.165469099193666,0.201064382571164,-0.0512068298795939,0.102217848222387,2.37222561380993,2.20569958247946,2.60041939629618
342,2.28698155100701,2.11895075157359,0.310534013009576,0.136341082321368,0.568969398427876,0.344910283644479,1.90346293535458,3.63746202859982,2.84365017976459
343,2.09104432916949,2.10742398174277,-0.0836322614305631,0.295601903540904,-0.00969396430156711,0.550034010386509,1.41804982786961,2.3429690199507,1.90377782162062
344,1.87688677719597,1.34133731146908,0.187922150377551,0.130837244217354,-0.209466994069018,0.0810849074808155,3.4931842688549,3.58516141026815,2.91808050170702
345,1.69679795223664,1.86905434522683,0.110678879364981,0.209675125127231,0.0371190950478616,0.212524150365639,2.8099946920818,2.30785613062597,1.80259313746582
346,1.46206625479696,2.51971395982776,0.110003192109554,0.270113276117899,0.647940167979699,0.0409394243078227,1.82759888747785,2.44869015619241,2.96713623427475
347,2.61394933179238,2.60135035301086,0.236200893889328,0.119811535272414,-0.0923433306397284,0.389119178956505,1.80366542749826,3.22932899864934,3.13310015265234
348,2.15564055473135,2.33695391816176,0.0263136942043894,0.41097242840159,-0.00344847030828293,0.829729241391115,2.06186624105806,2.68026635836986,1.65314667608082
349,1.41775853039669,2.6974191634502,-0.012497358760543,0.343305980813369,-0.0104515498479815,0.43453525436326,1.96778396482713,2.2776044341322,1.43099104955042
350,2.12105585533825,2.9679733962648,0.107813409182467,0.227310925007897,0.25507053799931,0.258145582745884,2.00121383436193,2.44729493718559,2.46017742046407
351,2.97300230699106,1.78633570868046,0.183434353138462,0.130691005531067,0.301692742768398,0.124699145553818,2.12285333729993,2.82831022995132,2.34372691810929
352,3.47136579024458,2.70272746835624,0.276946183283132,0.316763162350517,0.362291529444142,0.279015012523877,1.67565213627343,3.58421881523334,1.68175070427004
353,2.88845793350099,3.23656328127841,0.0972559539475463,0.572881502119476,-0.0161229704510137,0.386178008135487,2.33140435279727,2.96944639155945,2.66718663347481
354,2.24572839067539,2.32509610429799,0.114338950324257,0.402412056966829,0.0289867174968982,0.53901684205036,2.2475879112225,1.78094881102738,1.66882944520317
355,1.23534830397743,2.70483075725222,0.0968230249817295,0.297375816840112,-0.236228842795532,0.573426678289368,2.47588765795358,1.0929241541983,2.66980900794104
356,2.61810144592354,2.8596297684683,0.328891402849571,0.287362578737476,0.201528722809991,0.453234743777157,2.47589087315166,2.67795259603899,1.21324852921122
357,2.23860501201743,2.46373770701558,0.274200998502169,0.0939886085842712,0.155742717632786,-0.109895671887573,2.95838437022844,3.76638758221979,2.04665045130389
358,2.85774874271856,3.24771771229697,0.304687381487487,0.13836357241393,0.288347730014909,-0.0916120543320359,2.18993402401677,2.75429499726018,2.33501152646539
359,2.04858734374039,2.88098233984359,0.406066195788115,0.158334362685319,0.43491914205946,0.384733264670844,2.9788336927817,1.45339011883694,2.50833243290982
360,2.19266009531047,3.34741358940092,0.192679780083823,0.280414135115058,0.156899699201446,0.245518390616511,1.92090723452163,2.46427914846723,2.68783694215839
361,2.8055213518027,2.01142153386988,0.235651959572047,0.402557252498613,-0.00900364587235438,0.377663529734229,2.02415476656616,2.53649446142622,1.53550857516279
362,1.90937392111409,3.1665715768905,-0.0223157470044918,0.264180063475171,0.277265872952557,0.196789192106045,2.35625505873312,3.1908669255808,1.41829924761149
363,2.35841451783419,1.9222451502374,0.112733214228972,0.0317672589296466,0.347411631785455,0.273953296910414,1.74054601200296,1.9084478347984,2.19123641362817
