coach,season,games,actual_wins,expected_wins,wins_above_expectation,rate_per17,eligible
Bill Parcells,2005,16,9,8.543695726082902,0.4563042739170977,0.48482329103691635,TRUE
Bill Parcells,2006,16,9,10.719812500627091,-1.7198125006270932,-1.8273007819162865,TRUE
Bobby Petrino,2007,12,3,4.043740643358404,-1.043740643358404,-1.4786325780910723,TRUE
Bobby Ross,1999,16,8,7.2401625184337615,0.7598374815662394,0.8073273241641294,TRUE
Bobby Ross,2000,7,5,3.0457596303334133,1.9542403696665862,4.746012326333138,FALSE
Brad Childress,2006,16,6,7.737101498365371,-1.7371014983653719,-1.8456703420132077,TRUE
Brad Childress,2007,16,8,8.006353705708992,-0.0063537057089920745,-0.006750812315804079,TRUE
Brad Childress,2008,16,10,8.836181877261824,1.1638181227381754,1.2365567554093113,TRUE
Brad Childress,2009,16,12,11.15395700698319,0.8460429930168091,0.8989206800803596,TRUE
Brad Childress,2010,10,3,5.127210244443194,-2.1272102444431953,-3.616257415553432,TRUE
Brandon Staley,2021,17,9,9.781729569383229,-0.7817295693832286,-0.7817295693832287,TRUE
Brandon Staley,2022,17,10,9.009343876692666,0.9906561233073354,0.9906561233073354,TRUE
Brandon Staley,2023,14,5,7.6218696435174,-2.6218696435173996,-3.1836988528425567,TRUE
Brian Billick,1999,16,8,7.843089268173544,0.15691073182645643,0.16671765256560994,TRUE
