coach,season,games,actual_wins,expected_wins,wins_above_expectation,rate_per17,eligible
Brian Billick,2000,16,12,10.51058958280069,1.4894104171993088,1.5824985682742656,TRUE
Brian Billick,2001,16,10,10.277958124463977,-0.27795812446397705,-0.2953305072429756,TRUE
Brian Billick,2002,16,7,6.575830264119437,0.42416973588056206,0.4506803443730972,TRUE
Brian Billick,2003,16,10,8.898270056186718,1.101729943813282,1.170588065301612,TRUE
Brian Billick,2004,16,9,9.12498116347277,-0.12498116347276655,-0.13279248618981446,TRUE
Brian Billick,2005,16,6,7.379345645133209,-1.379345645133209,-1.4655547479540345,TRUE
Brian Billick,2006,16,13,9.279946590479152,3.720053409520845,3.9525567476158976,TRUE
Brian Billick,2007,16,5,7.518169093857712,-2.518169093857712,-2.6755546622238193,TRUE
Brian Callahan,2024,17,3,6.75739120019687,-3.75739120019687,-3.75739120019687,TRUE
Brian Callahan,2025,17,3,4.484818890231418,-1.4848188902314177,-1.4848188902314177,TRUE
Brian Daboll,2022,17,9.5,6.833631367538754,2.6663686324612477,2.6663686324612477,TRUE
Brian Daboll,2023,17,6,5.147532108345459,0.8524678916545417,0.8524678916545417,TRUE
Brian Daboll,2024,17,3,5.740282951782827,-2.7402829517828273,-2.7402829517828273,TRUE
Brian Daboll,2025,17,4,5.867899960755616,-1.8678999607556146,-1.8678999607556146,TRUE
Brian Flores,2019,16,5,3.361563157160557,1.6384368428394431,1.7408391455169083,TRUE
Brian Flores,2020,16,10,7.638491148528945,2.361508851471055,2.5091031546879963,TRUE
Brian Flores,2021,17,9,7.793333702210843,1.2066662977891571,1.2066662977891571,TRUE
Brian Schottenheimer,2025,17,7.5,8.707348927249345,-1.2073489272493445,-1.2073489272493445,TRUE
Bruce Arians,2013,16,10,7.517637821078808,2.4823621789211927,2.6375098151037673,TRUE
Bruce Arians,2014,16,11,7.1942178966111445,3.805782103388856,4.0436434848506595,TRUE
Bruce Arians,2015,16,13,10.73543657310782,2.2645634268921775,2.406098641072939,TRUE
Bruce Arians,2016,16,7.5,9.787836113034333,-2.2878361130343348,-2.430825870098981,TRUE
Bruce Arians,2017,16,8,6.986675773939476,1.0133242260605244,1.0766569901893073,TRUE
Bruce Arians,2019,16,7,7.536657982240552,-0.5366579822405514,-0.5701991061305859,TRUE
Bruce Arians,2020,16,11,10.41291370381561,0.5870862961843903,0.6237791896959147,TRUE
Bruce Arians,2021,17,13,13.094461304430176,-0.0944613044301762,-0.0944613044301762,TRUE
Bruce Coslet,1999,16,4,5.265975808095726,-1.2659758080957273,-1.3450992961017103,TRUE
Bruce Coslet,2000,3,0,0.9989601053121171,-0.9989601053121171,-5.660773930101997,FALSE
Butch Davis,2001,16,7,6.10761565880839,0.8923843411916108,0.9481583625160865,TRUE
Butch Davis,2002,16,9,7.662490211683555,1.3375097883164442,1.421104150086222,TRUE
Butch Davis,2003,16,5,6.4840662369834785,-1.4840662369834776,-1.576820376794945,TRUE
Butch Davis,2004,11,3,4.153099327816869,-1.1530993278168686,-1.7820625975351605,TRUE
Cam Cameron,2007,16,1,5.248163211185191,-4.248163211185191,-4.513673411884265,TRUE
Chan Gailey,1999,16,8,9.419667441551622,-1.419667441551622,-1.5083966566485982,TRUE
Chan Gailey,2010,16,4,5.462766008325713,-1.4627660083257124,-1.5541888838460693,TRUE
Chan Gailey,2011,16,6,6.680543441807986,-0.6805434418079845,-0.7230774069209835,TRUE
Chan Gailey,2012,16,6,6.999648934394081,-0.9996489343940801,-1.06212699279371,TRUE
Chip Kelly,2013,16,10,9.302372066485322,0.6976279335146793,0.7412296793593468,TRUE
Chip Kelly,2014,16,10,9.036817414673624,0.9631825853263778,1.0233814969092765,TRUE
Chip Kelly,2015,15,6,8.244489470856124,-2.2444894708561236,-2.5437547336369404,TRUE
Chip Kelly,2016,16,2,4.949201983006732,-2.9492019830067338,-3.1335271069446544,TRUE
Chris Palmer,1999,16,2,3.158069743528134,-1.158069743528134,-1.2304491024986424,TRUE
Chris Palmer,2000,16,3,3.364295072008609,-0.36429507200860944,-0.3870635140091475,TRUE
Chris Tabor,2023,6,1,2.1476364791358327,-1.1476364791358327,-3.2516366908848595,FALSE
Chuck Pagano,2012,16,11,6.54814057201404,4.45185942798596,4.730100642235083,TRUE
Chuck Pagano,2013,16,11,8.495789106609623,2.504210893390378,2.660724074227277,TRUE
Chuck Pagano,2014,16,11,10.039696399732707,0.9603036002672909,1.0203225752839966,TRUE
Chuck Pagano,2015,16,8,7.7249020719137445,0.2750979280862562,0.29229154859164724,TRUE
Chuck Pagano,2016,16,8,7.398548300312601,0.6014516996873983,0.6390424309178607,TRUE
Chuck Pagano,2017,16,4,5.258542021638319,-1.2585420216383185,-1.3372008979907135,TRUE
Dan Campbell,2021,17,3.5,4.204596595174835,-0.7045965951748355,-0.7045965951748355,TRUE
Dan Campbell,2022,17,9,7.132973740113227,1.8670262598867742,1.8670262598867742,TRUE
Dan Campbell,2023,17,12,10.331230808551535,1.668769191448462,1.668769191448462,TRUE
Dan Campbell,2024,17,15,11.421944202736341,3.5780557972636573,3.578055797263657,TRUE
Dan Campbell,2025,17,9,10.486375579590348,-1.4863755795903475,-1.4863755795903475,TRUE
Dan Quinn,2015,16,8,8.792644522414088,-0.7926445224140877,-0.8421848050649682,TRUE
Dan Quinn,2016,16,11,8.944681237793052,2.0553187622069475,2.1837761848448816,TRUE
Dan Quinn,2017,16,10,10.093119594358022,-0.09311959435802364,-0.09893956900540012,TRUE
Dan Quinn,2018,16,7,8.820491087460375,-1.820491087460378,-1.9342717804266516,TRUE
Dan Quinn,2019,16,7,6.940868944220472,0.05913105577952882,0.06282674676574937,TRUE
Dan Quinn,2020,5,0,2.4276683890014215,-2.4276683890014215,-8.254072522604833,FALSE
Dan Quinn,2024,17,12,9.324111639241105,2.675888360758896,2.675888360758896,TRUE
Dan Quinn,2025,17,5,7.005187519600315,-2.0051875196003164,-2.0051875196003164,TRUE
Dan Reeves,1999,16,5,6.9925732810476084,-1.9925732810476076,-2.117109111113083,TRUE
Dan Reeves,2000,16,4,5.485132670080311,-1.4851326700803118,-1.5779534619603313,TRUE
Dan Reeves,2001,16,7,6.978021286509134,0.02197871349086622,0.02335238308404536,TRUE
Dan Reeves,2002,16,9.5,8.920093872735288,0.5799061272647117,0.6161502602187562,TRUE
Dan Reeves,2003,13,3,4.346144385609755,-1.3461443856097544,-1.7603426581050634,TRUE
Darrell Bevell,2020,5,1,1.3428515424888385,-0.3428515424888384,-1.1656952444620505,FALSE
Darrell Bevell,2021,4,1,1.3071900254427526,-0.30719002544275276,-1.3055576081316993,FALSE
Dave Campo,2000,16,5,6.606573499726328,-1.6065734997263266,-1.706984343459222,TRUE
Dave Campo,2001,16,5,4.975809129943966,0.02419087005603482,0.025702799434536995,TRUE
