cs,off_play_caller,season,n_plays,H_situ,H_lg,H_vs_lg,guess,guess_lg,guess_xs,H_seq,seq_lift,lean,lean_abs,epa_play,epa_next,qb_cpoe,qb_epa,n_db,primary_qb,n_primary
Dirk Koetter__2018,Dirk Koetter,2018,442,0.833047206596513,0.849105203725055,-0.0160579971285424,0.671550695904688,0.650491527908308,2.10591679963801,0.787479471350176,0.0158621710812535,0.0281276689732776,0.351587495484233,-0.0327441259108673,-0.00872875250033119,1.32969559324898,0.091320171009357,268,J.Winston,205
Dirk Koetter__2019,Dirk Koetter,2019,817,0.81407108915916,0.833856625024808,-0.0197855358656474,0.672350436665359,0.6608481744526,1.1502262212759,0.769114331228075,0.0172502795096926,0.0203624154319086,0.343898798253574,-0.00872875250033119,0.0269840700351635,1.39034582215522,0.067471906939154,531,M.Ryan,515
Dirk Koetter__2020,Dirk Koetter,2020,883,0.846131530765783,0.859117381842531,-0.0129858510767479,0.658946543571056,0.639990432921334,1.89561106497227,0.807442450759857,0.0133392967513973,0.00725080521770964,0.368314324645062,0.0269840700351635,,1.28804450917863,0.119851183886749,550,M.Ryan,548
Doug Pederson__2015,Doug Pederson,2015,531,0.838247619732941,0.839864796994239,-0.00161717726129762,0.665886954731572,0.653811860054767,1.20750946768049,0.805553221931187,0.00844107378388592,0.0302857659518606,0.388187164416196,0.0669944925623687,-0.01509908458912,4.27575051313332,0.0952477044178166,279,A.Smith,279
Doug Pederson__2016,Doug Pederson,2016,918,0.83624653802256,0.833208271012489,0.00303826701007137,0.665005491945877,0.657476535486088,0.752895645978879,0.805954747614586,0.00541205608664463,0.0192524193256509,0.375324522147122,-0.01509908458912,0.0706237626019259,-1.06736941687389,0.03168145348022,551,C.Wentz,549
Doug Pederson__2017,Doug Pederson,2017,999,0.842800437044746,0.840186815720983,0.00261362132376319,0.665460111269301,0.652518826419552,1.29412848497492,0.807145110200414,0.0105851539591203,0.0103076737303216,0.387793001167857,0.0706237626019259,0.0204601493976924,2.25948979077226,0.173731505665016,590,C.Wentz,363
Doug Pederson__2018,Doug Pederson,2018,1003,0.843160340772403,0.853976167633213,-0.0108158268608102,0.665924322618441,0.64537512777323,2.05491948452111,0.804038244527309,0.0132249533354739,0.017601165292805,0.372061001391318,0.0204601493976924,0.00246456621008294,4.34018835172815,0.0889869758021178,628,C.Wentz,367
Doug Pederson__2019,Doug Pederson,2019,987,0.837504410632478,0.844708508946324,-0.00720409831384594,0.661725906514847,0.650533759912354,1.11921466024932,0.800001291013022,0.01056610080812,0.00987100490230189,0.36348562572895,0.00246456621008294,-0.104373739348469,-0.580301721480729,0.0518903606960385,585,C.Wentz,549
Doug Pederson__2020,Doug Pederson,2020,911,0.843658262441809,0.846211918818908,-0.00255365637709859,0.653863777452855,0.649480182046212,0.438359540664279,0.806233497635343,0.00699332265371555,0.00866083508003687,0.379918013589966,-0.104373739348469,,-5.32402687067548,-0.162494667480052,539,C.Wentz,394
Doug Pederson__2022,Doug Pederson,2022,985,0.837826950466132,0.855565332716435,-0.0177383822503027,0.663959207785734,0.645748320693532,1.82108870922022,0.794321189291948,0.016077913312347,0.0141858364497949,0.356422246538746,0.0199030638088937,,-1.25279235389997,0.0626388125395847,575,T.Lawrence,574
Dowell Loggains__2016,Dowell Loggains,2016,744,0.83231435635966,0.842556349377014,-0.0102419930173546,0.655163707524427,0.649659964964524,0.550374255990294,0.783931214281174,0.0147869174965972,0.0329706658739395,0.353176928085265,-0.0309041402251095,-0.103342939961543,0.0964893141993682,0.0300600129768543,435,B.Hoyer,151
Dowell Loggains__2017,Dowell Loggains,2017,689,0.819320709445545,0.829129303187302,-0.00980859374175691,0.681892835883989,0.662556027741994,1.93368081419953,0.766331997436437,0.0176446831575513,0.110889290355373,0.352842566507216,-0.103342939961543,,-3.47758501384803,-0.106592089500634,347,M.Trubisky,253
Dowell Loggains__2020,Dowell Loggains,2020,419,0.843962027796978,0.842181894893042,0.0017801329039363,0.641608639843883,0.648704311332279,-0.709567148839629,0.799626620310719,0.00808490852931776,0.0370537757002226,0.386472945166018,-0.0257404053385299,,2.35234339494963,-0.022974028841247,220,S.Darnold,184
Drew Petzing__2023,Drew Petzing,2023,794,0.85157355826611,0.83398102297594,0.0175925352901699,0.643058105307148,0.657579309166989,-1.45212038598405,0.817545744976087,0.00456413067865991,0.0913257308735955,0.402791959512744,-0.0703538115101252,0.0560489128251993,-4.31363843481279,-0.149841926152861,407,K.Murray,213
Drew Petzing__2024,Drew Petzing,2024,879,0.844647769930107,0.85118042302077,-0.00653265309066331,0.665598490110445,0.650306664981635,1.52918251288097,0.808289053897394,0.0112715028254837,0.0131998611561132,0.383043170060043,0.0560489128251993,-0.0168949230661176,1.2384014428314,0.0828276298459852,504,K.Murray,504
Drew Petzing__2025,Drew Petzing,2025,748,0.82671918365414,0.840319076112854,-0.0135998924587138,0.673466723584266,0.654398748817873,1.90679747663933,0.780022151503448,0.0151689381717416,0.0382546795243248,0.365690874822318,-0.0168949230661176,,2.45237556504615,0.0398372674381005,472,J.Brissett,339
Eric Bieniemy__2023,Eric Bieniemy,2023,852,0.822392615144275,0.857150885166085,-0.03475827002181,0.683072176175715,0.643999832411178,3.90723437645373,0.770828506798613,0.0218141679926206,0.0784645789595837,0.37123153495117,-0.0793210320906841,,0.00111220798453209,-0.0843784992485028,564,S.Howell,553
Frank Cignetti__2015,Frank Cignetti,2015,519,0.796872250090835,0.81112984435078,-0.0142575942599452,0.693852960804405,0.672174899797807,2.16780610065975,0.737726015199747,0.0149814461799017,0.107420287889954,0.353475167335286,-0.191487006156965,,-6.40023488007235,-0.162255724294475,281,N.Foles,252
Frank Reich__2015,Frank Reich,2015,900,0.824500665341298,0.852550836597822,-0.0280501712565244,0.673522952498696,0.647168358257098,2.63545942415983,0.771363021251693,0.0221382122234499,0.0295046327511469,0.359676217469904,-0.0363768077421035,,2.40550733077925,0.0876845696770612,578,P.Rivers,578
Frank Reich__2018,Frank Reich,2018,931,0.851163822019975,0.864495546790518,-0.0133317247705431,0.659028505823252,0.639320065610144,1.9708440213108,0.817501884324925,0.0164579192312384,0.0367856505702057,0.366479064208865,0.0529305498048697,-0.0219522700293906,0.341728624577327,0.152574053577196,603,A.Luck,600
Frank Reich__2019,Frank Reich,2019,890,0.84744575761025,0.85132057450081,-0.00387481689055946,0.656542381286805,0.648345810806815,0.819657047998934,0.808012379194645,0.0153934615303738,0.0724597455326761,0.37336054513796,-0.0219522700293906,0.0739634381512953,-3.24315130001023,-0.00570454773720852,463,J.Brissett,392
Frank Reich__2020,Frank Reich,2020,876,0.843889700463374,0.852994451854488,-0.00910475139111344,0.656540463287138,0.64465452847578,1.18859348113582,0.80908555311559,0.0109165754939101,0.035755583710254,0.371839297288969,0.0739634381512953,0.0248237840188102,1.047315668021,0.203927851881239,511,P.Rivers,507
Frank Reich__2021,Frank Reich,2021,832,0.84735354935129,0.858905021804068,-0.0115514724527783,0.657624188362856,0.642446476681887,1.5177711680969,0.807025646454794,0.0116567744582695,0.0462918322837838,0.373846144388573,0.0248237840188102,-0.125745208812308,-2.56468695519593,-0.00383443757016351,450,C.Wentz,447
Frank Reich__2022,Frank Reich,2022,552,0.826165027572767,0.845197890553478,-0.0190328629807104,0.675359542833137,0.654520487712139,2.08390551209984,0.782578438150494,0.0170348980384866,0.0184708025738381,0.338866419307348,-0.125745208812308,-0.170004354036091,2.20769206031424,-0.0421783075576862,349,M.Ryan,300
Frank Reich__2023,Frank Reich,2023,394,0.826568548909459,0.833870625686531,-0.00730207677707218,0.656924001141856,0.653903905288097,0.302009585375851,0.776550761172431,0.0139645568176128,0.0519727068731022,0.356275772344945,-0.170004354036091,,0.0568778796510325,-0.199743135027143,225,B.Young,175
Freddie Kitchens__2018,Freddie Kitchens,2018,301,0.861771904062053,0.873490312605733,-0.0117184085436804,0.652847013044085,0.631635785493459,2.1211227550626,0.823087877395719,0.0127862794513709,0.0055220976867945,0.385153413586244,0.146692962904302,-0.0366293704223896,2.57916942503325,0.23159278942295,175,B.Mayfield,172
Freddie Kitchens__2019,Freddie Kitchens,2019,762,0.823380653006116,0.838365901413342,-0.0149852484072265,0.666174390625164,0.655775400508396,1.03989901167687,0.77320862849519,0.0181295500643907,0.0250918793044691,0.371350193762873,-0.0366293704223896,-0.103055650294573,-3.21235267468441,-0.0115942384577277,449,B.Mayfield,444
Gary Kubiak__2015,Gary Kubiak,2015,1108,0.830305512576054,0.839011816353209,-0.00870630377715409,0.672981021303507,0.653651738664899,1.93292826386082,0.785335100862645,0.00995892287670819,0.00740968937639292,0.362438006400524,-0.0974513017011295,-0.0618355070518239,-2.35606062813357,-0.063978042937494,684,P.Manning,436
Gary Kubiak__2016,Gary Kubiak,2016,852,0.819438500532709,0.837425787153521,-0.0179872866208121,0.685516392644568,0.659369369825335,2.61470228192332,0.772835531123712,0.0146013391535846,0.0187995408884657,0.359661260304946,-0.0618355070518239,,-0.539771316549448,0.0261454026833143,520,T.Siemian,457
Gary Kubiak__2020,Gary Kubiak,2020,890,0.860023490564879,0.868937632811647,-0.00891414224676823,0.653140719130676,0.639695898553912,1.34448205767639,0.813461219184968,0.0199463589935385,0.0606820873916149,0.377889818380053,0.0593546528116908,,4.40669688225375,0.132381391904526,468,K.Cousins,468
Geep Chryst__2015,Geep Chryst,2015,678,0.829006285397603,0.832977725435317,-0.00397144003771432,0.66533212325206,0.657940168949724,0.739195430233597,0.789641969683819,0.00795338667219414,0.00899649952101494,0.37253789909206,-0.0855499677177906,,-2.39062463097713,-0.100958762499052,374,B.Gabbert,211
George Godsey__2021,George Godsey,2021,931,0.839260079297452,0.849967354744693,-0.0107072754472405,0.661514977232262,0.648473334872366,1.30416423598954,0.797779408402934,0.0128343067201971,0.0216522621577077,0.367706956191811,-0.0407065514172622,,1.94454657799989,0.029075443176092,564,T.Tagovailoa,369
Greg Olson__2015,Greg Olson,2015,855,0.827048891083789,0.837197940336425,-0.0101490492526355,0.660506737732021,0.657443607708744,0.306313002327607,0.78011996254646,0.0126722877692201,0.0235944664792011,0.355562036724118,-0.117713878785927,-0.141257739256995,-5.11955304579301,-0.0652123090656633,540,B.Bortles,539
Greg Olson__2016,Greg Olson,2016,324,0.818024042357546,0.828969562910691,-0.0109455205531446,0.681653322826207,0.663067556798762,1.85857660274447,0.771289038112813,0.0137991857685522,0.0319301991574007,0.351582707296827,-0.141257739256995,,-3.96753997403256,-0.138477647075171,202,B.Bortles,202
Greg Olson__2021,Greg Olson,2021,699,0.864702534372892,0.876289114700419,-0.0115865803275269,0.653905660652074,0.632220378697098,2.16852819549762,0.826979757208187,0.0156703421524357,0.00586301531743945,0.356247260718898,-0.0140064407896525,,2.58861545050679,0.0482382572186328,418,D.Carr,416
Greg Roman__2015,Greg Roman,2015,860,0.832782168091095,0.837028855100994,-0.00424668700989939,0.66908314243413,0.657811161109961,1.12719813241681,0.789972949464412,0.0125904617717064,0.0945062827059003,0.374303319270528,0.0214784231996627,-0.0609211618733818,1.66825816880182,0.0844075839486506,423,T.Taylor,352
Greg Roman__2019,Greg Roman,2019,742,0.849219179395296,0.85761160967865,-0.00839243028335335,0.668874455614502,0.641505953972541,2.7368501641961,0.814195968172065,0.0129349769520434,0.0878115720203464,0.385163542686527,0.105633754369229,0.0939136854055546,0.431047992993005,0.122839138460714,351,L.Jackson,328
Greg Roman__2020,Greg Roman,2020,731,0.853849599519885,0.85257402503368,0.00127557448620497,0.663927927599511,0.644060647973034,1.98672796264767,0.816600602715144,0.00887208815509499,0.122265837311989,0.397228929488098,0.0939136854055546,0.00276603849993329,1.56012668090613,0.0763633237121687,331,L.Jackson,313
Greg Roman__2021,Greg Roman,2021,1041,0.839632387577421,0.855428629619139,-0.0157962420417183,0.665516952356456,0.64540960745597,2.01073449004856,0.791206929802746,0.0190534213841065,0.0300656818461807,0.358044681270803,0.00276603849993329,0.00250861216546398,0.22080814242363,-0.0061154490221188,564,L.Jackson,381
Greg Roman__2022,Greg Roman,2022,972,0.847509802896201,0.863865608484015,-0.0163558055878137,0.657957264590376,0.637120410196526,2.08368543938494,0.797581545832122,0.0226906028128642,0.0585987169464187,0.384194191299961,0.00250861216546398,,-0.266930295743787,-0.0212986622154848,486,L.Jackson,333
Greg Roman__2024,Greg Roman,2024,854,0.828670269471011,0.852182702612179,-0.0235124331411686,0.662270537406555,0.644713778376832,1.75567590297229,0.76975187667469,0.0230588251837022,0.014968327061214,0.362129667237296,0.00154168413628726,-0.0156744376172754,1.81450213274259,0.085649340128788,494,J.Herbert,489
Greg Roman__2025,Greg Roman,2025,941,0.818218316392564,0.848914378266377,-0.0306960618738131,0.677082758844598,0.649922567661011,2.71601911835865,0.756920915314651,0.028340296421258,0.0103048595197017,0.354879242129521,-0.0156744376172754,,1.03644347682442,-0.0114416057742193,557,J.Herbert,539
Hue Jackson__2015,Hue Jackson,2015,855,0.860632034806097,0.86655878967938,-0.00592675487328298,0.650788104291619,0.637681383015138,1.31067212764805,0.820640726097447,0.0112337672795911,0.00132775330229808,0.381551843541756,0.0508907876611156,-0.0953669644281405,2.35718419639076,0.18955463042138,490,A.Dalton,352
Hue Jackson__2016,Hue Jackson,2016,714,0.82367725502548,0.823777109935181,-9.98549097007695e-05,0.674236329010442,0.661585358929395,1.26509700810463,0.779758590714044,0.00787679033852085,0.00165008115960434,0.375862043643115,-0.0953669644281405,-0.188999096466732,-0.543021018359254,-0.0770789713553672,425,C.Kessler,162
Hue Jackson__2017,Hue Jackson,2017,755,0.829370792410172,0.843022916839515,-0.0136521244293431,0.67352068622944,0.653735846064497,1.97848401649431,0.782044793375862,0.0148546201081079,0.0316699595048728,0.356587768804948,-0.188999096466732,,-4.57458919350137,-0.271379019155003,414,D.Kizer,347
Jason Garrett__2020,Jason Garrett,2020,771,0.836108187360195,0.847387835389336,-0.0112796480291412,0.664053080419335,0.647360878755748,1.66922016635878,0.783610604592238,0.021298115291141,0.0174511277084221,0.361981430125994,-0.0687182591059013,-0.0375436106073895,-1.93234230757384,-0.0794455065154749,429,D.Jones,393
Jason Garrett__2021,Jason Garrett,2021,489,0.836935907384687,0.854630629128229,-0.0176947217435419,0.669746209125883,0.642559893742949,2.71863153829344,0.797512709180831,0.0154855957821466,0.0356466854276833,0.387005397512869,-0.0375436106073895,,0.81020485992214,0.0589580778991828,289,D.Jones,278
Jason Michael__2015,Jason Michael,2015,401,0.841833640129413,0.838675257581176,0.00315838254823653,0.659179703183371,0.656617833804198,0.256186937917324,0.791347714628877,0.0127407869044505,0.0499062668206983,0.357825823778524,-0.110796402237387,,-4.59557824901172,-0.0730154922881416,229,M.Mariota,176
Jay Gruden__2017,Jay Gruden,2017,837,0.820938581117376,0.845399577536221,-0.0244609964188456,0.68496760091184,0.65015445015003,3.48131507618102,0.764743384818204,0.0218112716389686,0.00116349994388531,0.357368083721919,-0.0230323474874491,-0.0743829524013508,2.16321108407445,0.0658041853164449,488,K.Cousins,488
Jay Gruden__2018,Jay Gruden,2018,769,0.813026910901681,0.837463165336811,-0.0244362544351299,0.685979431140218,0.657551181481746,2.84282496584722,0.759588336933815,0.0237206686987856,0.0421548790948753,0.348167725304633,-0.0743829524013508,-0.326718112756485,-2.54698329191794,-0.0574297827491102,416,A.Smith,281
Jay Gruden__2020,Jay Gruden,2020,713,0.811127328898852,0.841509614145472,-0.0303822852466192,0.677986149051548,0.64923171302058,2.87544360309676,0.75110809263486,0.0206516386928564,0.0154705307594021,0.345856143498655,-0.0845932539034621,,-2.61860513560652,-0.0805878251204196,431,M.Glennon,136
Jeremy Bates__2018,Jeremy Bates,2018,750,0.8372906616925,0.836354430999668,0.000936230692830997,0.651763500323339,0.656792584103233,-0.502908377989397,0.789934341655939,0.00892544092932002,0.0514593759477139,0.357000971088807,-0.120377093129664,,-5.26670813560486,-0.0507174344330673,422,S.Darnold,346
Jim Bob Cooter__2015,Jim Bob Cooter,2015,465,0.841905432674789,0.867318774379299,-0.02541334170451,0.666920674418788,0.635607501896535,3.13131725222529,0.782767046395014,0.0271319763807508,0.0755253552108682,0.368853030666228,0.0338074858791608,0.013453527498639,0.0277666458443059,0.0763858244285148,291,M.Stafford,291
Jim Bob Cooter__2016,Jim Bob Cooter,2016,919,0.832760431050914,0.846033574937982,-0.0132731438870679,0.664191438258933,0.650964311883071,1.32271263758622,0.781528391118392,0.0230568718968901,0.0320729385327722,0.351861871560069,0.013453527498639,-0.0468369040884462,-0.509777978118024,0.0909330684212044,582,M.Stafford,582
Jim Bob Cooter__2017,Jim Bob Cooter,2017,821,0.833586555381732,0.842309253738749,-0.00872269835701711,0.665444296006426,0.656658967991081,0.878532801534515,0.786447218586105,0.0127067461745803,0.0085951627099412,0.355987151524327,-0.0468369040884462,-0.0418932062561632,1.27860458583391,0.0523829786580808,515,M.Stafford,515
Jim Bob Cooter__2018,Jim Bob Cooter,2018,804,0.84423394462834,0.852511819191123,-0.00827787456278284,0.65186637045987,0.646446490148828,0.541988031104224,0.805274574115398,0.0113122749659338,0.0404996881215135,0.361447893379636,-0.0418932062561632,,-2.13120001286761,-0.000647789123145315,464,M.Stafford,461
Joe Brady__2020,Joe Brady,2020,827,0.834057671691605,0.855801951958302,-0.0217442802666978,0.6678995768703,0.644903421553859,2.29961553164415,0.789893674108571,0.0172650519777638,0.00838352589357865,0.361568167256113,0.0398932136045814,-0.0738426541490911,3.68482628921131,0.0871545867697099,488,T.Bridgewater,448
Joe Brady__2021,Joe Brady,2021,636,0.836898503745553,0.859676300891007,-0.022777797145454,0.674125523609476,0.642232329726968,3.1893193882508,0.790615016839242,0.0192707046262949,0.0279589519959011,0.356910233848594,-0.0738426541490911,,-6.17336594965309,-0.112839908502785,356,S.Darnold,276
Joe Brady__2023,Joe Brady,2023,488,0.826597001326437,0.86050964300316,-0.0339126416767226,0.679834987549033,0.638880277022177,4.09547105268561,0.778734587916844,0.0266030596421755,0.0197338634399606,0.362482593349013,0.108590695894292,0.174913265587341,1.49800176316119,0.0958698877966707,261,J.Allen,261
Joe Brady__2024,Joe Brady,2024,1004,0.821614987022864,0.860582470073966,-0.0389674830511026,0.684294836822693,0.641480040626644,4.28147961960491,0.765213130851931,0.0277670677129422,0.0374584136590124,0.362973207114376,0.174913265587341,0.116113779740357,1.05583081135945,0.195564975629956,533,J.Allen,501
Joe Brady__2025,Joe Brady,2025,1005,0.832952915720714,0.863428806295726,-0.0304758905750118,0.667132956653234,0.636875944001173,3.02570126520609,0.775146715997888,0.0289215265243009,0.0348171035152169,0.379913633958024,0.116113779740357,,3.4529701315401,0.153088934729936,524,J.Allen,509
Joe Lombardi__2015,Joe Lombardi,2015,361,0.842671004979248,0.852526090532481,-0.009855085553233,0.658093236547568,0.648396506339393,0.969673020817474,0.798486397309582,0.0127756582437893,0.022535128730486,0.36918878229206,-0.150371707012605,,0.527803614162484,-0.0375025120988872,227,M.Stafford,227
Joe Lombardi__2021,Joe Lombardi,2021,963,0.825037169708161,0.85067554427419,-0.0256383745660286,0.675159453074303,0.648608136364299,2.6551316710004,0.783400092932252,0.0186411264161325,0.0343939166009303,0.354994356868206,0.0677033973906896,-0.00828016989981699,-1.32615654770226,0.139539375011412,608,J.Herbert,606
Joe Lombardi__2022,Joe Lombardi,2022,1050,0.82389440651576,0.85249717134115,-0.0286027648253898,0.667429469542319,0.64711654175304,2.03129277892788,0.772754135512851,0.0211413588911049,0.0475801298873765,0.349880572869664,-0.00828016989981699,,0.87677341765933,0.0173596851647237,689,J.Herbert,679
John DeFilippo__2015,John DeFilippo,2015,838,0.81070346553488,0.82819969030651,-0.0174962247716299,0.6773276748985,0.661636300423537,1.56913744749631,0.758359496706481,0.0165316794395961,0.0158564927932187,0.347098940970078,-0.0698907770077881,,-0.84393742837404,0.011295381291877,513,J.McCown,301
John DeFilippo__2018,John DeFilippo,2018,647,0.842533930376911,0.854528009865272,-0.0119940794883602,0.657218306930448,0.645695839865399,1.15224670650484,0.796615172988412,0.0170939013531641,0.0402380064521359,0.359029541474406,-0.0743089703853048,-0.0831172634340638,3.27997441533246,0.0120256543939869,429,K.Cousins,429
John DeFilippo__2019,John DeFilippo,2019,770,0.819073747888149,0.828820718226334,-0.00974697033818517,0.675379683519653,0.663012758381767,1.23669251378856,0.774468553353443,0.0153613610554262,0.0185986932802511,0.34062541191067,-0.0831172634340638,,-5.01029310747981,-0.0516586496931236,450,G.Minshew II,192
John Morton__2017,John Morton,2017,802,0.828817347615105,0.829906221287479,-0.00108887367237354,0.670204407469961,0.65939131876897,1.0813088700991,0.785573174843986,0.00963643632069333,0.0515207211275647,0.370087312269686,-0.0807675056512614,,2.32081601691787,-0.0119671307547408,440,J.McCown,377
John Morton__2025,John Morton,2025,350,0.854648514216565,0.855471056002799,-0.000822541786233866,0.65453945293152,0.644078757613748,1.04606953177719,0.821343576353882,0.00644822924286659,0.0708910108038357,0.382713355038847,0.126872289469815,,9.62918177672795,0.225079790101754,194,J.Goff,193
Jon Gruden__2018,Jon Gruden,2018,747,0.845762112029013,0.855893078873319,-0.0101309668443067,0.665060681199741,0.645659441297771,1.94012399019704,0.802825392279211,0.0137818078713948,0.00662443048783254,0.362887838229517,-0.0513704485768643,0.077751743235437,3.0011010941249,0.0386124538953742,444,D.Carr,444
Jon Gruden__2019,Jon Gruden,2019,767,0.836966292434582,0.863105748464536,-0.0261394560299539,0.671229209340527,0.639727752026572,3.15014573139545,0.795167263388744,0.0196915036993383,0.0364232321392449,0.351186768259887,0.077751743235437,0.0890305686714912,5.7367782831192,0.252531419053585,420,D.Carr,420
Jon Gruden__2020,Jon Gruden,2020,920,0.840942303055182,0.865504253051528,-0.0245619499963456,0.667256770258739,0.637306417474298,2.99503527844411,0.793044882586997,0.0220244540892348,0.0197232685983181,0.3661850489676,0.0890305686714912,-0.0194842658478152,2.45058910783969,0.191419071897493,519,D.Carr,491
Jon Gruden__2021,Jon Gruden,2021,314,0.825554142059522,0.841753903513207,-0.0161997614536846,0.674588711736883,0.65842153879173,1.6167172945153,0.776937282963999,0.0177081844900584,0.0398834654527485,0.3481009350793,-0.0194842658478152,,-0.00214318434397387,0.123172056134264,202,D.Carr,202
Josh Grizzard__2025,Josh Grizzard,2025,916,0.839197258981864,0.852601510416029,-0.013404251434165,0.659637314298612,0.645227720265509,1.44095940331029,0.798836924529002,0.0151273069100103,0.0378986681408887,0.365797517137952,0.0119621089047414,,-1.33750647702048,0.00492014510747828,496,B.Mayfield,496
Josh McDaniels__2015,Josh McDaniels,2015,834,0.821295365402763,0.852506669426709,-0.0312113040239459,0.68384462912143,0.645050023290776,3.87946058306545,0.769355728593936,0.0262430430374796,0.0781505751631244,0.387288504385119,0.0779621572053715,0.164372548341914,-1.49379635298694,0.140609445072624,574,T.Brady,573
Josh McDaniels__2016,Josh McDaniels,2016,769,0.845481833668116,0.854603968226705,-0.00912213455858957,0.664727127313179,0.644036425986075,2.06907013271042,0.808571620950959,0.011183174482341,0.0156154409535374,0.381682154396731,0.164372548341914,0.138730589427572,5.31249101565686,0.341366979488008,461,T.Brady,381
Josh McDaniels__2017,Josh McDaniels,2017,909,0.846539592524892,0.861792751072085,-0.0152531585471937,0.661475644598366,0.639264696446201,2.22109481521658,0.807870037227152,0.014460460302398,0.0309315391040609,0.376103463870595,0.138730589427572,0.125275004705207,3.57730733488933,0.236628719388174,575,T.Brady,573
Josh McDaniels__2018,Josh McDaniels,2018,971,0.854725318583209,0.871176852572292,-0.0164515339890827,0.652548400086856,0.633767742375956,1.87806577109002,0.81681817697867,0.0138055901537962,0.0012765796557761,0.380865101680451,0.125275004705207,-0.0265970315172714,0.557046383619308,0.202173478944272,575,T.Brady,573
Josh McDaniels__2019,Josh McDaniels,2019,767,0.806525072960149,0.826677078258636,-0.0201520052984873,0.673863908518256,0.657105967575193,1.67579409430628,0.750382215396325,0.0191876662392808,0.00142580568013342,0.353518583414763,-0.0265970315172714,0.0239316412885282,-4.54323960823959,0.0171284328611289,488,T.Brady,485
Josh McDaniels__2020,Josh McDaniels,2020,811,0.86230927286542,0.856868597911242,0.00544067495417866,0.655081104223469,0.64494772973907,1.01333744843983,0.830887029793969,0.00983197570417771,0.127473912609491,0.394425352683932,0.0239316412885282,-0.00832997569098808,-0.818878467123503,-0.0307273103918581,393,C.Newton,360
Josh McDaniels__2021,Josh McDaniels,2021,801,0.864332347994244,0.858029329677724,0.00630301831651992,0.657127807271966,0.644453672862863,1.26741344091027,0.83649078498726,0.00622775531277209,0.0787264480535752,0.385017017728083,-0.00832997569098808,0.00420654984047158,2.62292189151049,0.0570359175634167,432,M.Jones,429
Josh McDaniels__2022,Josh McDaniels,2022,947,0.827932454333575,0.849030836153304,-0.021098381819728,0.670552948418881,0.648931569933078,2.1621378485803,0.776633736827306,0.0208265198384494,0.0473760498850875,0.353175074216116,0.00420654984047158,-0.148958215005894,-1.86035316324137,0.0562080631564786,546,D.Carr,497
Josh McDaniels__2023,Josh McDaniels,2023,366,0.844147486854407,0.857184958690558,-0.0130374718361511,0.657288242216446,0.643840270705636,1.34479715108101,0.796615636295576,0.015402393431534,0.0143844813027017,0.361940700459024,-0.148958215005894,,-4.04949822292036,-0.102774694325817,213,J.Garoppolo,155
Josh McDaniels__2025,Josh McDaniels,2025,1009,0.829775380875846,0.857241845474795,-0.0274664645989491,0.668050676073635,0.639614461114712,2.84362149589231,0.777041785554816,0.0204575883188406,0.015670534640521,0.365247274827437,0.0762581516543229,,5.91180210167936,0.152953800595999,562,D.Maye,559
Kellen Moore__2019,Kellen Moore,2019,808,0.841302013467306,0.863969251271,-0.0226672378036944,0.670454932389376,0.641125007004933,2.93299253844431,0.788751376080643,0.0263831474539149,0.0289275812925679,0.348316693660056,0.0838792292989047,-0.0510771742701408,-0.0514976547232695,0.168125371929982,481,D.Prescott,480
Kellen Moore__2020,Kellen Moore,2020,926,0.8523692050827,0.860140678098711,-0.00777147301601056,0.654039841629563,0.642444790377098,1.15950512524645,0.814559850224574,0.011203429579543,0.0264853433209026,0.370581115706629,-0.0510771742701408,0.0873453187587124,-1.17806174582051,-0.0348131563978201,547,A.Dalton,284
Kellen Moore__2021,Kellen Moore,2021,913,0.843062238881754,0.854321595120707,-0.0112593562389538,0.662128028181154,0.646239210278111,1.58888179030431,0.805125388016327,0.0122923029311698,0.00193403578829535,0.366318814521748,0.0873453187587124,0.0305781650032788,1.53196390627019,0.165239910126286,568,D.Prescott,523
Kellen Moore__2022,Kellen Moore,2022,989,0.861290624005999,0.857633730596491,0.00365689340950826,0.63903590267095,0.641688966923858,-0.265306425290779,0.829431312427723,0.00840540988254945,0.0733216723579729,0.382574415710143,0.0305781650032788,-0.0519685139351847,-1.42532051282742,0.0817668734926925,516,D.Prescott,399
Kellen Moore__2023,Kellen Moore,2023,927,0.834070548867667,0.856061237958878,-0.0219906890912112,0.664404273655132,0.642409089119458,2.1995184535674,0.788096092144719,0.0179531127339942,0.0169542244562182,0.362155449477214,-0.0519685139351847,0.114593896581319,-1.50808989425231,0.0158787205881114,566,J.Herbert,430
Kellen Moore__2024,Kellen Moore,2024,1102,0.839739125024323,0.847843875755438,-0.00810475073111472,0.674617750333744,0.648809564554317,2.58081857794266,0.799984762249423,0.0146255025076507,0.0863329605985359,0.38552022151338,0.114593896581319,-0.0895104232410305,6.17085991637934,0.115388424607038,534,J.Hurts,450
Kellen Moore__2025,Kellen Moore,2025,838,0.835711375481879,0.8480433457007,-0.0123319702188207,0.66642261146474,0.650845100676835,1.55775107879048,0.791222830791613,0.0141792106592102,0.0351595547236946,0.359075556693683,-0.0895104232410305,,2.04002993368047,-0.0327285294637526,488,T.Shough,268
