off_caller,tier,n_contested,contested_rate,contested_era_adj,contested_lo,contested_hi,contested_era_shrunk,rank_open,n_in_tier_contested,n_comp,comp_actual,comp_expected,comp_oe,comp_lo,comp_hi,rank_comp,n_in_tier_comp
Matt Canada,TE,111,25.225225225225227,11.372550683308852,3.2929543200101765,19.45214704660753,3.0367530558806815,36,36,111,64.86486486486486,65.95795659331588,-1.0930917284510122,-9.462519554736161,7.276336097834136,26,36
Matt LaFleur,TE,222,8.558558558558559,-4.852624001491122,-8.532654594729259,-1.172593408252986,-3.091911964473777,3,36,222,74.32432432432434,71.08737223588668,3.2369520884376337,-2.3723180654718474,8.846222242347114,15,36
Mike Kafka,TE,178,16.292134831460675,2.8071280466795994,-2.618102533370654,8.232358626729852,1.2545032018007076,27,36,178,69.6629213483146,68.90611488665088,0.7568064616637212,-5.882251349463098,7.395864272790541,20,36
Mike McCarthy,TE,175,15.428571428571429,2.146970293909071,-3.204975894161209,7.498916481979351,0.9739341111570778,23,36,175,68,72.68336215189525,-4.68336215189525,-11.302658160562572,1.9359338567720732,35,36
Mike McDaniel,TE,234,14.102564102564102,0.7939954767123627,-3.6655159790114116,5.253506932436137,0.43240198639126987,20,36,234,75.21367521367522,69.91227232238167,5.301402891293562,0.015298977603455555,10.587506804983668,6,36
Nathaniel Hackett,TE,124,16.129032258064516,2.6428276013087544,-3.830911771487,9.116566974104508,0.9567644915205117,22,36,124,65.32258064516128,67.6650424998614,-2.342461854700117,-10.337598938085897,5.652675228685663,32,36
Pete Carmichael,TE,117,17.094017094017094,3.3733791137789595,-3.448093559631765,10.194851787189684,1.1409437799322366,26,36,117,64.1025641025641,66.0244076170473,-1.921843514483191,-10.350151116762211,6.506464087795829,29,36
Press Taylor,TE,200,7,-6.3723016981375675,-9.908458934460636,-2.8361444618144986,-4.176364596653822,2,36,200,77.99999999999999,72.89128071069717,5.108719289302817,-0.4578966476384041,10.675335226244037,7,36
Scott Turner,TE,92,14.130434782608695,0.9666892857339882,-6.151336421205999,8.084714992673975,0.3087990624138698,19,36,92,66.30434782608695,70.52079507190248,-4.21644724581552,-13.625178119991034,5.192283628359994,34,36
Sean McVay,TE,271,9.22509225092251,-4.291495042991102,-7.736895388499676,-0.8460946974825272,-2.862604217222932,5,36,271,68.26568265682657,73.76776101184507,-5.502078355018497,-10.810129803704744,-0.19402690633225195,36,36
Sean Payton,TE,133,6.015037593984962,-7.249515559082882,-11.290420274608747,-3.2086108435570164,-4.29825420156733,1,36,133,68.42105263157895,72.32116682637006,-3.900114194791118,-11.39423273287363,3.594004343291395,33,36
Shane Steichen,TE,225,15.555555555555555,2.116452456725815,-2.6193449659983585,6.852249879449989,1.089230391906552,25,36,225,70.66666666666667,70.69802984926436,-0.03136318259769055,-5.694083357627127,5.631356992431746,24,36
Shane Waldron,TE,138,10.869565217391305,-2.6907617301600055,-7.883968648691388,2.502445188371377,-1.2608749887543134,11,36,138,78.98550724637681,70.51584882580715,8.469658420569653,1.6757254574620353,15.26359138367727,3,36
Todd Downing,TE,97,18.556701030927837,5.021865193202498,-2.7147014006282397,12.758431787033235,1.4279498409031774,28,36,97,69.0721649484536,68.84973215073654,0.2224327977170614,-8.93673682596345,9.381602421397574,22,36
Todd Monken,TE,197,13.197969543147208,-0.034796498639062534,-4.761316078216755,4.69172308093863,-0.017942074204224112,17,36,197,74.61928934010153,65.71084220851134,8.908447131590187,2.985941050976397,14.830953212203976,1,36
Zac Robinson,TE,183,18.0327868852459,4.910807631444934,-0.6595366264180065,10.481151889307874,2.130746873333029,34,36,183,70.49180327868852,68.10141135760344,2.39039192108509,-3.7968857272872523,8.577669569457433,17,36
Zac Taylor,TE,237,11.39240506329114,-1.995206190003632,-6.040267251269582,2.049854871262318,-1.1819719130269393,12,36,237,78.05907172995781,71.56475137934906,6.494320350608759,1.3465453838941457,11.642095317323372,4,36
Andy Reid,RB,141,1.4184397163120568,-1.8913147145045868,-3.84317982136022,0.06055039235104642,-0.966030658824361,4,35,141,80.1418439716312,78.23737927362428,1.9044646980069233,-4.598409874633358,8.407339270647205,10,35
Arthur Smith,RB,247,4.8582995951417,1.5114962848658746,-1.1697406643435695,4.192733234075319,0.5383966510281335,32,35,247,74.89878542510121,77.53842346340056,-2.6396380382993434,-7.8313290422167245,2.552052965618038,29,35
Ben Johnson,RB,241,2.4896265560165975,-0.8733696694412512,-2.8405313856640153,1.093792046781513,-0.4426849551218863,12,35,241,74.27385892116183,76.98611777847734,-2.7122588573155113,-8.045011767249374,2.6204940526183513,30,35
Bobby Slowik,RB,89,2.247191011235955,-0.7866369482864628,-3.865892162693183,2.2926182661202574,-0.23246915727080403,13,35,89,73.03370786516854,79.33590860849016,-6.302200743321625,-14.995350669125273,2.390949182482024,35,35
Dave Canales,RB,171,1.7543859649122806,-1.4664836945406534,-3.434266557168427,0.5012991680871199,-0.7430852615997143,5,35,171,84.7953216374269,78.03875924202434,6.756562395402564,1.591538225716218,11.921586565088909,2,35
Drew Petzing,RB,122,1.639344262295082,-1.6036560805867963,-3.856971280101259,0.6496591189276661,-0.7044323562543819,6,35,122,81.9672131147541,79.59958897506606,2.367624139688055,-4.148843560959392,8.884091840335502,8,35
Greg Roman,RB,85,7.0588235294117645,3.5860001486757347,-1.8592376884429078,9.031237985794377,0.4241530455090743,30,35,85,89.41176470588236,81.30129614297081,8.110468562911542,1.7400288982880179,14.480908227535068,1,35
Joe Brady,RB,104,1.9230769230769231,-1.3918013080609526,-4.031298146361612,1.2476955302397073,-0.5058212618103043,9,35,104,81.73076923076923,77.19492382155015,4.535845409219083,-2.4804021209390372,11.552092939377204,5,35
Josh McDaniels,RB,148,2.027027027027027,-1.4916297375289647,-3.7620597903429998,0.7788003152850704,-0.6496680493088209,7,35,148,77.7027027027027,80.20348824762009,-2.500785544917388,-9.091071618690783,4.089500528856008,27,35
Kellen Moore,RB,208,2.4038461538461537,-0.9344471519090423,-3.0160318660277823,1.1471375622096978,-0.447240143837223,11,35,208,74.03846153846155,76.80214412080554,-2.7636825823439954,-8.473745406999278,2.946380242311286,31,35
Ken Dorsey,RB,99,2.0202020202020203,-1.3827763781716276,-4.15420785003011,1.3886550936868547,-0.47176874051055145,10,35,99,78.78787878787878,78.50169286583409,0.28618592204469284,-7.704194571054457,8.276566415143844,20,35
Kevin O'Connell,RB,161,3.7267080745341614,0.43795993581484716,-2.487935029194062,3.3638549008237564,0.1389336259344016,22,35,161,74.53416149068323,76.92824461445305,-2.3940831237698155,-8.937102275294095,4.1489360277544645,26,35
Kevin Stefanski,RB,148,4.054054054054054,0.7334931023357942,-2.4439903363153177,3.910976540986906,0.2072981814970646,24,35,148,78.37837837837837,79.34410131058178,-0.9657229322033923,-7.611168216316096,5.679722351909311,23,35
Kliff Kingsbury,RB,126,0,-3.558541206713297,-3.558541206713297,-3.558541206713297,-3.558541206713297,1,35,126,80.95238095238095,79.13073852421746,1.8216424281635013,-4.823040793703008,8.466325650030011,11,35
Klint Kubiak,RB,123,3.252032520325203,-0.05285310962271206,-3.1875956714938862,3.081889452248462,-0.015229162635030727,19,35,123,78.86178861788618,78.84919137004914,0.012597247837034984,-7.010606429221222,7.035800924895292,21,35
Kyle Shanahan,RB,290,4.482758620689655,0.9954971035388112,-1.3861128417214323,3.3771070487990547,0.41034154892982144,28,35,290,79.65517241379311,76.07015889266442,3.585013521128688,-0.9861607011374987,8.156187743394876,6,35
Liam Coen,RB,105,3.8095238095238093,0.3748581311619068,-3.286673626834303,4.036389889158117,0.08576766561294681,20,35,105,79.04761904761905,78.65528118042718,0.39233786719184904,-7.465620375925835,8.250296110309533,19,35
Luke Getsy,RB,87,0,-3.334135690918717,-3.334135690918717,-3.334135690918717,-3.334135690918717,2,35,87,85.0574712643678,79.77982954732303,5.277641717044784,-2.187719731701006,12.743003165790572,4,35
Matt Canada,RB,91,5.4945054945054945,2.0807834012102133,-2.6011821147241716,6.762748917144599,0.31957310747787165,27,35,91,78.02197802197803,77.04902612245999,0.9729518995180217,-7.272501920205779,9.218405719241822,16,35
Matt LaFleur,RB,202,2.9702970297029703,-0.47634707416297983,-2.8175156061251476,1.864821457799188,-0.20031397184021618,15,35,202,79.7029702970297,79.09807269230927,0.6048976047204305,-4.811201994765737,6.020997204206598,17,35
Mike Kafka,RB,182,6.043956043956044,2.5534983030779346,-0.9086318238714863,6.0156284300273555,0.6362271473563813,33,35,182,72.52747252747251,76.24751573408042,-3.72004320660789,-10.034349445390676,2.5942630321748967,33,35
Mike McCarthy,RB,112,5.357142857142857,2.3533242004112074,-1.816882628991861,6.523531029814276,0.4380561694472625,31,35,112,80.35714285714285,78.86011049683604,1.4970323603068052,-5.584166422070062,8.578231142683672,14,35
Mike McDaniel,RB,242,5.371900826446281,1.9575644735619284,-0.8831163512890434,4.7982452984129,0.6463266073295415,34,35,242,80.57851239669422,77.88297875114709,2.695533645547122,-1.8764360059377911,7.267503297032036,7,35
Nathaniel Hackett,RB,145,3.4482758620689653,0.36060701434113307,-2.609369998858869,3.330584027541135,0.11207194943019416,21,35,145,77.93103448275862,79.16244776084505,-1.2314132780864318,-7.815085064750463,5.352258508577599,24,35
Pete Carmichael,RB,162,4.320987654320987,1.0029612947145612,-2.128149378776542,4.134071968205665,0.28947176016978154,26,35,162,80.8641975308642,79.09423624291833,1.769961287945881,-4.097399970264358,7.63732254615612,12,35
Press Taylor,RB,123,2.4390243902439024,-0.5622238003312368,-3.288373212731027,2.1639256120685535,-0.19600194505984325,16,35,123,77.23577235772358,78.99858437902559,-1.7628120213020109,-8.996346340436839,5.4707222978328165,25,35
Scott Turner,RB,86,6.976744186046512,3.4216068901261067,-1.9626901773552508,8.805903957607464,0.41281005674755195,29,35,86,82.55813953488372,77.16437768797542,5.393761846908305,-2.805785000885283,13.593308694701893,3,35
Sean McVay,RB,153,3.2679738562091503,-0.06538389900297403,-2.8826948604185842,2.751927062412636,-0.021827293507982917,18,35,153,73.20261437908496,75.99816879415823,-2.795554415073266,-9.463020588919612,3.8719117587730802,32,35
Sean Payton,RB,184,2.1739130434782608,-1.0848050448258406,-3.1919556880688993,1.022345598417218,-0.512598345419597,8,35,184,78.80434782608695,78.28564755618572,0.5187002699012313,-5.451545477267712,6.488946017070174,18,35
Shane Steichen,RB,150,3.3333333333333335,-0.09619335053571731,-2.968879537004042,2.7764928359326073,-0.03128516883372421,17,35,150,74.66666666666667,79.94835662841797,-5.281689961751309,-12.118630393142672,1.555250469640054,34,35
Shane Waldron,RB,105,0,-3.2592030726501346,-3.2592030726501346,-3.2592030726501346,-3.2592030726501346,3,35,105,81.9047619047619,80.35637719290597,1.5483847118559297,-5.661887994421827,8.758657418133685,13,35
Todd Downing,RB,87,4.597701149425287,1.1744351142521188,-3.2265128568962043,5.575383085400442,0.2000939717465499,23,35,87,77.01149425287358,79.55962690128678,-2.548132648413201,-11.356469188326933,6.260203891500531,28,35
Todd Monken,RB,115,4.3478260869565215,1.1575281910397015,-2.569740107836701,4.884796489916104,0.25764432744086047,25,35,115,78.26086956521739,78.43063979045205,-0.1697702252346519,-7.549753560521852,7.210213110052548,22,35
Zac Robinson,RB,171,2.9239766081871346,-0.5680696903249727,-3.093299758970766,1.9571603783208205,-0.21822014556067054,14,35,171,79.53216374269006,77.37364721925634,2.1585165234337027,-3.4555971326985166,7.7726301795659225,9,35
Zac Taylor,RB,287,6.2717770034843205,2.8431789304587025,0.03809655939925527,5.64826130151815,0.9546553433369411,35,35,287,80.48780487804879,79.09872549543813,1.3890793826106516,-3.142635129660558,5.920793894881861,15,35
