season,team,coach,n_players,top25_ovr,talent_z,wins,predicted_wins,residual_wins
2025,NE,Mike Vrabel,25,80.36,0.367830924916172,14,8.785431717156987,5.214568282843013
2025,NO,Kellen Moore,25,79.24,-0.2696478153640873,6,7.899611522195891,-1.8996115221958911
2025,NYG,Brian Daboll,25,77.12,-1.476304002323139,4,6.222880438876687,-2.222880438876687
2025,NYJ,Aaron Glenn,25,78.2,-0.8615923599100354,3,7.077064198303454,-4.077064198303454
2025,PHI,Nick Sirianni,25,82.68,1.6883226012109935,11,10.620344978147829,0.37965502185217126
2025,PIT,Mike Tomlin,25,79.36,-0.20134652176262863,10,7.994520828798868,2.0054791712011317
2025,SEA,Mike Macdonald,25,78.68,-0.5883871855042089,14,7.456701424715353,6.543298575284647
2025,SF,Kyle Shanahan,25,80.68,0.5499677078533924,12,9.038523201431591,2.961476798568409
2025,TB,Todd Bowles,25,79.88,0.09462575051034543,8,8.405794490745087,-0.40579449074508744
2025,TEN,Brian Callahan,25,77.36,-1.3397014151202298,3,6.4126990520826315,-3.4126990520826315
2025,WAS,Dan Quinn,25,79.44,-0.15581232602832554,5,8.057793699867517,-3.057793699867517
