"season","team","games","wins","point_diff_pg","head_coach","g_coached","roster_value","roster_value_recent4","n_players","qb_name","qb_id","qb_dropbacks","qb_draft_pick","qb_value","qb_prior_epa_per_db"
2015,"WAS",16,9,0.5625,"Jay Gruden",16,13926,7218,70,"Kirk Cousins","00-0029604",569,"102",92,0.0672428746102757
2016,"ARI",16,7.5,3.5,"Bruce Arians",16,19326,5152,105,"Carson Palmer","00-0021429",637,"1",3000,0.280458267134227
2016,"ATL",16,11,8.375,"Dan Quinn",16,22174,7526,103,"Matt Ryan","00-0026143",571,"3",2200,0.123862332968801
2016,"BAL",16,8,1.375,"John Harbaugh",16,13016,6142,90,"Joe Flacco","00-0026158",705,"18",900,0.0122292781225683
2016,"BUF",16,7,1.3125,"Rex Ryan",15,19911,7250,98,"Tyrod Taylor","00-0028118",478,"180",19,0.131493073365829
2016,"CAR",16,6,-2.0625,"Ron Rivera",16,18197,5293,76,"Cam Newton","00-0027939",546,"1",3000,0.16263272438213
2016,"CHI",16,3,-7.5,"John Fox",16,14703,7826,106,"Matt Barkley","00-0030533",222,"98",108,NA
2016,"CIN",16,6.5,0.625,"Marvin Lewis",16,15549,6367,84,"Andy Dalton","00-0027973",604,"35",550,0.286219554906231
2016,"CLE",16,1,-11.75,"Hue Jackson",16,23161,8033,110,"Cody Kessler","00-0033104",216,"93",128,NA
2016,"DAL",16,13,7.1875,"Jason Garrett",16,19615,8818,108,"Dak Prescott","00-0033077",484,"135",39,NA
2016,"DEN",16,9,2.25,"Gary Kubiak",16,13638,4584,70,"Trevor Siemian","00-0032156",517,"250",0,NA
2016,"DET",16,9,-0.75,"Jim Caldwell",16,16569,8102,104,"Matthew Stafford","00-0026498",631,"1",3000,0.0387105954095828
2016,"GB",16,10,2.75,"Mike McCarthy",16,12135,5310,94,"Aaron Rodgers","00-0023459",645,"24",740,-0.00886845491625908
2016,"HOU",16,9,-3.0625,"Bill O'Brien",16,16712,7902,94,"Brock Osweiler","00-0029682",537,"57",330,0.0171411883842341
2016,"IND",16,8,1.1875,"Chuck Pagano",16,13590,3484,110,"Andrew Luck","00-0029668",586,"1",3000,-0.02675346377463
2016,"JAX",16,3,-5.125,"Gus Bradley",14,21100,13433,84,"Blake Bortles","00-0031407",659,"3",2200,0.00399915544037239
2016,"KC",16,12,4.875,"Andy Reid",16,19684,7306,105,"Alex Smith","00-0023436",517,"1",3000,0.06114156411162
2016,"LA",16,4,-10.625,"Jeff Fisher",16,19350,12891,70,"Case Keenum","00-0028986",345,NA,0,0.0805381773053867
2016,"LAC",16,5,-0.8125,"Mike McCoy",16,15583,8250,114,"Philip Rivers","00-0022942",614,"4",1800,0.0956940985965039
2016,"LV",16,12,1.9375,"Jack Del Rio",16,17831,9312,91,"Derek Carr","00-0031280",576,"36",540,-0.0057716627685832
2016,"MIA",16,10,-1.0625,"Adam Gase",16,21166,7997,93,"Ryan Tannehill","00-0029701",418,"8",1400,-0.0043111738940439
2016,"MIN",16,8,1.25,"Mike Zimmer",16,23675,7440,88,"Sam Bradford","00-0027854",589,"1",3000,0.00733813425087394
2016,"NE",16,14,11.9375,"Bill Belichick",16,16472,5303,90,"Tom Brady","00-0019596",447,"199",12,0.192652838962382
2016,"NO",16,7,0.9375,"Sean Payton",16,16731,6907,108,"Drew Brees","00-0020531",700,"32",590,0.158961404672622
2016,"NYG",16,11,1.625,"Ben McAdoo",16,16999,7849,110,"Eli Manning","00-0022803",619,"1",3000,0.088174516067906
2016,"NYJ",16,5,-8.375,"Todd Bowles",16,18888,8007,102,"Ryan Fitzpatrick","00-0023682",422,"250",0,0.124799134932727
2016,"PHI",16,7,2.25,"Doug Pederson",16,18501,8950,94,"Carson Wentz","00-0032950",640,"2",2600,NA
2016,"PIT",16,11,4.5,"Mike Tomlin",16,18527,5920,112,"Ben Roethlisberger","00-0022924",526,"11",1250,0.20602762070351
2016,"SEA",16,10.5,3.875,"Pete Carroll",16,6559,3691,114,"Russell Wilson","00-0029263",587,"75",215,0.241760124335204
2016,"SF",16,2,-10.6875,"Chip Kelly",16,15515,7643,76,"Colin Kaepernick","00-0027974",367,"36",540,-0.100273122335928
2016,"TB",16,9,-0.9375,"Dirk Koetter",16,15659,8476,89,"Jameis Winston","00-0031503",602,"1",3000,0.0861135476889528
2016,"TEN",16,9,0.1875,"Mike Mularkey",16,16672,9496,94,"Marcus Mariota","00-0032268",474,"2",2600,-0.00264663347769354
2016,"WAS",16,8.5,0.8125,"Jay Gruden",16,14771,5196,75,"Kirk Cousins","00-0029604",629,"102",92,0.172678137638783
2017,"ARI",16,8,-4.125,"Bruce Arians",16,22703,5644,104,"Carson Palmer","00-0021429",289,"1",3000,0.0519054784488234
2017,"ATL",16,10,2.375,"Dan Quinn",16,18822,7694,91,"Matt Ryan","00-0026143",553,"3",2200,0.3023441751764
2017,"BAL",16,9,5.75,"John Harbaugh",16,14096,7676,98,"Joe Flacco","00-0026158",576,"18",900,-0.0342748920527474
2017,"BUF",16,9,-3.5625,"Sean McDermott",16,8282,4294,105,"Tyrod Taylor","00-0028118",466,"180",19,0.0713303435757996
2017,"CAR",16,11,2.25,"Ron Rivera",16,21069,5789,96,"Cam Newton","00-0027939",527,"1",3000,-0.046298203651844
2017,"CHI",16,5,-3.5,"John Fox",16,15679,8899,95,"Mitchell Trubisky","00-0033869",361,"2",2600,NA
2017,"CIN",16,7,-3.6875,"Marvin Lewis",16,16559,6470,86,"Andy Dalton","00-0027973",535,"35",550,0.105444223163489
2017,"CLE",16,0,-11,"Hue Jackson",16,15422,10817,97,"DeShone Kizer","00-0033899",514,"52",380,NA
2017,"DAL",16,9,1.375,"Jason Garrett",16,16020,6774,95,"Dak Prescott","00-0033077",522,"135",39,0.249758875596864
2017,"DEN",16,5,-5.8125,"Vance Joseph",16,12272,5662,90,"Trevor Siemian","00-0032156",382,"250",0,0.0327845189006315
2017,"DET",16,9,2.125,"Jim Caldwell",16,18330,8057,97,"Matthew Stafford","00-0026498",612,"1",3000,0.117268734199225
2017,"GB",16,7,-4,"Mike McCarthy",16,9734,4961,87,"Brett Hundley","00-0031589",345,"147",33,-0.819624956029388
2017,"HOU",16,4,-6.125,"Bill O'Brien",16,16703,9001,103,"Tom Savage","00-0031064",244,"135",39,-0.142476998190864
2017,"IND",16,4,-8.8125,"Chuck Pagano",16,13993,4543,104,"Jacoby Brissett","00-0033119",521,"91",136,-0.145931327444671
2017,"JAX",16,10,9.3125,"Doug Marrone",16,19487,12802,109,"Blake Bortles","00-0031407",547,"3",2200,-0.0738417648820227
2017,"KC",16,10,4.75,"Andy Reid",16,21465,7008,96,"Alex Smith","00-0023436",540,"1",3000,0.0855819087737141
2017,"LA",16,11,9.3125,"Sean McVay",16,18438,10379,92,"Jared Goff","00-0033106",502,"1",3000,-0.3753657272006
2017,"LAC",16,9,5.1875,"Anthony Lynn",16,14998,8335,92,"Philip Rivers","00-0022942",593,"4",1800,0.0815169030423752
2017,"LV",16,6,-4.5,"Jack Del Rio",16,18630,8500,87,"Derek Carr","00-0031280",535,"36",540,0.136530635183965
2017,"MIA",16,6,-7,"Adam Gase",16,17883,6868,96,"Jay Cutler","00-0024226",449,"11",1250,-0.169141006223522
2017,"MIN",16,13,8.125,"Mike Zimmer",16,16575,6657,89,"Case Keenum","00-0028986",503,NA,0,-0.104208804020175
2017,"NE",16,13,10.125,"Bill Belichick",16,12831,4715,92,"Tom Brady","00-0019596",616,"199",12,0.327403758517009
2017,"NO",16,11,7.625,"Sean Payton",16,15640,7011,104,"Drew Brees","00-0020531",556,"32",590,0.159138676515055
2017,"NYG",16,3,-8.875,"Ben McAdoo",12,18262,7928,113,"Eli Manning","00-0022803",603,"1",3000,-0.00904318800784346
2017,"NYJ",16,5,-5.25,"Todd Bowles",16,13257,7690,101,"Josh McCown","00-0021206",436,"81",185,-0.138347521775063
2017,"PHI",16,13,10.125,"Doug Pederson",16,21383,6733,94,"Carson Wentz","00-0032950",468,"2",2600,0.0137729947552218
2017,"PIT",16,13,6.125,"Mike Tomlin",16,15511,4801,84,"Ben Roethlisberger","00-0022924",583,"11",1250,0.15950215955946
2017,"SEA",16,9,2.125,"Pete Carroll",16,17578,8335,93,"Russell Wilson","00-0029263",596,"75",215,0.0852364715056005
2017,"SF",16,6,-3.25,"Kyle Shanahan",16,13902,9331,100,"C.J. Beathard","00-0033936",243,"104",86,NA
2017,"TB",16,5,-2.9375,"Dirk Koetter",16,15959,9887,102,"Jameis Winston","00-0031503",475,"1",3000,0.0884623458194564
2017,"TEN",16,9,-1.375,"Mike Mularkey",16,16500,10879,93,"Marcus Mariota","00-0032268",480,"2",2600,0.120551852745713
2017,"WAS",16,7,-2.875,"Jay Gruden",16,19854,6581,97,"Kirk Cousins","00-0029604",581,"102",92,0.180045865433921
2018,"ARI",16,3,-12.5,"Steve Wilks",16,20124,6443,120,"Josh Rosen","00-0034343",438,"10",1300,NA
2018,"ATL",16,7,-0.5625,"Dan Quinn",16,17766,6283,97,"Matt Ryan","00-0026143",650,"3",2200,0.127268116877105
2018,"BAL",16,10,6.375,"John Harbaugh",16,16002,6650,83,"Joe Flacco","00-0026158",395,"18",900,-0.0894440670697917
2018,"BUF",16,6,-6.5625,"Sean McDermott",16,13136,5977,94,"Josh Allen","00-0034857",347,"7",1500,NA
2018,"CAR",16,7,-0.375,"Ron Rivera",16,20898,6023,96,"Cam Newton","00-0027939",500,"1",3000,-0.00771083434810528
2018,"CHI",16,12,8.625,"Matt Nagy",16,15321,9852,91,"Mitchell Trubisky","00-0033869",458,"2",2600,-0.123329907727616
2018,"CIN",16,6,-5.4375,"Marvin Lewis",16,16217,7511,96,"Andy Dalton","00-0027973",386,"35",550,-0.0579415769473382
2018,"CLE",16,7.5,-2.0625,"Gregg Williams",8,19202,13615,96,"Baker Mayfield","00-0034855",511,"1",3000,NA
2018,"DAL",16,10,0.9375,"Jason Garrett",16,16075,8673,103,"Dak Prescott","00-0033077",582,"135",39,-0.0615197348000131
2018,"DEN",16,6,-1.25,"Vance Joseph",16,15002,7379,106,"Case Keenum","00-0028986",620,NA,0,0.115870033952522
2018,"DET",16,6,-2.25,"Matt Patricia",16,12247,4940,97,"Matthew Stafford","00-0026498",595,"1",3000,0.061229140991139
2018,"GB",16,6.5,-1.5,"Mike McCarthy",12,10611,4961,105,"Aaron Rodgers","00-0023459",646,"24",740,0.0830981005586216
2018,"HOU",16,11,5.375,"Bill O'Brien",16,15100,5478,88,"Deshaun Watson","00-0033537",567,"12",1200,0.106510682145708
2018,"IND",16,10,5.5625,"Frank Reich",16,15181,7842,103,"Andrew Luck","00-0029668",657,"1",3000,NA
2018,"JAX",16,5,-4.4375,"Doug Marrone",16,18635,8782,105,"Blake Bortles","00-0031407",434,"3",2200,0.0582597517743927
2018,"KC",16,12,9,"Andy Reid",16,17096,5951,96,"Patrick Mahomes","00-0033873",606,"10",1300,0.213212904813912
2018,"LA",16,13,8.9375,"Sean McVay",16,20077,9437,98,"Jared Goff","00-0033106",594,"1",3000,0.190721846425499
2018,"LAC",16,12,6.1875,"Anthony Lynn",16,17321,8829,98,"Philip Rivers","00-0022942",540,"4",1800,0.196629818577049
2018,"LV",16,4,-11.0625,"Jon Gruden",16,16439,4843,101,"Derek Carr","00-0031280",604,"36",540,0.0489279090950785
2018,"MIA",16,7,-7.125,"Adam Gase",16,15283,7531,92,"Ryan Tannehill","00-0029701",309,"8",1400,NA
2018,"MIN",16,8.5,1.1875,"Mike Zimmer",16,12988,5369,90,"Kirk Cousins","00-0029604",646,"102",92,0.0283120475686246
2018,"NE",16,11,6.9375,"Bill Belichick",16,16604,5623,93,"Tom Brady","00-0019596",591,"199",12,0.228269779926128
2018,"NO",16,13,9.4375,"Sean Payton",16,18655,9322,99,"Drew Brees","00-0020531",506,"32",590,0.191810160828179
2018,"NYG",16,5,-2.6875,"Pat Shurmur",16,20586,11060,95,"Eli Manning","00-0022803",623,"1",3000,-0.103112030593347
2018,"NYJ",16,4,-6.75,"Todd Bowles",16,14273,8752,99,"Sam Darnold","00-0034869",444,"3",2200,NA
2018,"PHI",16,9,1.1875,"Doug Pederson",16,21444,7250,99,"Carson Wentz","00-0032950",432,"2",2600,0.20931280157115
2018,"PIT",16,9.5,4.25,"Mike Tomlin",16,16549,4681,95,"Ben Roethlisberger","00-0022924",699,"11",1250,0.148721493878133
2018,"SEA",16,10,5.0625,"Pete Carroll",16,17413,7750,96,"Russell Wilson","00-0029263",478,"75",215,0.0454800719605778
2018,"SF",16,4,-5.8125,"Kyle Shanahan",16,12485,9524,90,"Nick Mullens","00-0033319",291,NA,0,NA
2018,"TB",16,5,-4.25,"Dirk Koetter",16,17764,10243,109,"Jameis Winston","00-0031503",405,"1",3000,0.104765472650701
2018,"TEN",16,9,0.4375,"Mike Vrabel",16,17711,10294,102,"Marcus Mariota","00-0032268",373,"2",2600,-0.015888005116898
2018,"WAS",16,7,-4.875,"Jay Gruden",16,26082,7947,110,"Alex Smith","00-0023436",350,"1",3000,0.168696173564586
2019,"ARI",16,5.5,-5.0625,"Kliff Kingsbury",16,19496,7539,101,"Kyler Murray","00-0035228",590,"1",3000,NA
2019,"ATL",16,7,-1.125,"Dan Quinn",16,19210,5494,103,"Matt Ryan","00-0026143",664,"3",2200,0.185813281238878
2019,"BAL",16,14,15.5625,"John Harbaugh",16,17919,7089,92,"Lamar Jackson","00-0034796",424,"32",590,-0.0384596302513751
2019,"BUF",16,10,3.4375,"Sean McDermott",16,14019,7072,87,"Josh Allen","00-0034857",499,"7",1500,-0.113868465202773
2019,"CAR",16,5,-8.125,"Ron Rivera",16,19333,6736,107,"Kyle Allen","00-0034577",535,NA,0,0.422374813650708
2019,"CHI",16,8,-1.125,"Matt Nagy",16,15017,7737,91,"Mitchell Trubisky","00-0033869",554,"2",2600,0.118012682511575
2019,"CIN",16,2,-8.8125,"Zac Taylor",16,12514,5467,86,"Andy Dalton","00-0027973",565,"35",550,0.0684715644040614
2019,"CLE",16,6,-3.625,"Freddie Kitchens",16,19031,11114,90,"Baker Mayfield","00-0034855",574,"1",3000,0.065182077439914
2019,"DAL",16,8,7.0625,"Jason Garrett",16,16918,5837,93,"Dak Prescott","00-0033077",619,"135",39,0.0419790964578386
2019,"DEN",16,7,-2.125,"Vic Fangio",16,14265,7677,98,"Joe Flacco","00-0026158",288,"18",900,0.0437614768488347
2019,"DET",16,3.5,-5.125,"Matt Patricia",16,10943,6549,101,"Matthew Stafford","00-0026498",309,"1",3000,0.0124629115728725
2019,"GB",16,13,3.9375,"Matt LaFleur",16,11026,7035,87,"Aaron Rodgers","00-0023459",605,"24",740,0.0835558799348519
2019,"HOU",16,10,-0.4375,"Bill O'Brien",16,17526,8380,96,"Deshaun Watson","00-0033537",539,"12",1200,0.106094612757842
2019,"IND",16,7,-0.75,"Frank Reich",16,15655,8165,94,"Jacoby Brissett","00-0033119",474,"91",136,-0.169509472820209
2019,"JAX",16,6,-6.0625,"Doug Marrone",16,20241,7164,111,"Gardner Minshew","00-0035289",503,"178",20,NA
2019,"KC",16,12,8.9375,"Andy Reid",16,18165,6149,95,"Patrick Mahomes","00-0033873",501,"10",1300,0.365942910659246
2019,"LA",16,9,1.875,"Sean McVay",16,22105,10880,85,"Jared Goff","00-0033106",648,"1",3000,0.200183891332324
2019,"LAC",16,5,-0.5,"Anthony Lynn",16,18513,8433,102,"Philip Rivers","00-0022942",625,"4",1800,0.261291949634015
2019,"LV",16,7,-6.625,"Jon Gruden",16,15471,8214,96,"Derek Carr","00-0031280",542,"36",540,-0.000253057878332515
2019,"MIA",16,5,-11.75,"Brian Flores",16,11538,7522,112,"Ryan Fitzpatrick","00-0023682",542,"250",0,0.233158544728372
2019,"MIN",16,10,6.5,"Mike Zimmer",16,12403,5350,85,"Kirk Cousins","00-0029604",472,"102",92,-0.016713125760499
2019,"NE",16,12,12.1875,"Bill Belichick",16,12120,4179,84,"Tom Brady","00-0019596",640,"199",12,0.154999905612744
2019,"NO",16,13,7.3125,"Sean Payton",16,18842,8438,98,"Drew Brees","00-0020531",390,"32",590,0.310879357808738
2019,"NYG",16,4,-6.875,"Pat Shurmur",16,22142,13260,100,"Daniel Jones","00-0035710",497,"6",1600,NA
2019,"NYJ",16,7,-5.1875,"Adam Gase",16,12127,8391,109,"Sam Darnold","00-0034869",474,"3",2200,-0.0317964183158864
2019,"PHI",16,9,1.9375,"Doug Pederson",16,17380,7407,99,"Carson Wentz","00-0032950",644,"2",2600,0.0862617936783717
2019,"PIT",16,8,-0.875,"Mike Tomlin",16,18310,7759,102,"Mason Rudolph","00-0034771",298,"76",210,NA
2019,"SEA",16,11,0.4375,"Pete Carroll",16,19504,4835,102,"Russell Wilson","00-0029263",564,"75",215,0.134997969957787
2019,"SF",16,13,10.5625,"Kyle Shanahan",16,19281,11367,100,"Jimmy Garoppolo","00-0031345",512,"62",284,-0.0047462150097232
2019,"TB",16,7,0.5625,"Bruce Arians",16,19787,7145,101,"Jameis Winston","00-0031503",673,"1",3000,0.107889852387713
2019,"TEN",16,9,4.4375,"Mike Vrabel",16,16427,8733,96,"Ryan Tannehill","00-0029701",317,"8",1400,-0.174187102067597
2019,"WAS",16,3,-10.5625,"Bill Callahan",11,23601,6294,111,"Case Keenum","00-0028986",262,NA,0,-0.0332979973632227
2020,"ARI",16,8,2.6875,"Kliff Kingsbury",16,22083,8331,96,"Kyler Murray","00-0035228",585,"1",3000,0.00846854054760123
2020,"ATL",16,4,-1.125,"Raheem Morris",11,21104,6408,89,"Matt Ryan","00-0026143",667,"3",2200,0.0267101430481981
2020,"BAL",16,11,10.3125,"John Harbaugh",16,19441,5327,99,"Lamar Jackson","00-0034796",405,"32",590,0.339628896399328
2020,"BUF",16,13,7.875,"Sean McDermott",16,12685,6730,95,"Josh Allen","00-0034857",598,"7",1500,-0.0241517676632411
2020,"CAR",16,5,-3.25,"Matt Rhule",16,17842,7825,98,"Teddy Bridgewater","00-0031237",523,"32",590,0.115172324127271
2020,"CHI",16,8,0.125,"Matt Nagy",16,19268,6764,92,"Nick Foles","00-0029567",330,"88",150,-0.13137714724042
2020,"CIN",16,4.5,-7.0625,"Zac Taylor",16,16911,9397,94,"Joe Burrow","00-0036442",436,"1",3000,NA
2020,"CLE",16,11,-0.6875,"Kevin Stefanski",16,24681,13597,102,"Baker Mayfield","00-0034855",512,"1",3000,-0.0204121705640702
2020,"DAL",16,6,-4.875,"Mike McCarthy",16,18602,4594,94,"Andy Dalton","00-0027973",357,"35",550,-0.028146442939393
2020,"DEN",16,5,-7.6875,"Vic Fangio",16,17512,8429,97,"Drew Lock","00-0035704",462,"42",480,0.0852479965288222
2020,"DET",16,5,-8.875,"Matt Patricia",11,17412,8076,90,"Matthew Stafford","00-0026498",566,"1",3000,0.22220547504657
2020,"GB",16,13,8.75,"Matt LaFleur",16,12942,6260,98,"Aaron Rodgers","00-0023459",546,"24",740,0.0988652074216963
2020,"HOU",16,4,-5,"Romeo Crennel",12,15853,5902,90,"Deshaun Watson","00-0033537",593,"12",1200,0.141251778312358
2020,"IND",16,11,5.5625,"Frank Reich",16,14930,7721,96,"Philip Rivers","00-0022942",562,"4",1800,0.109974557233151
2020,"JAX",16,1,-11.625,"Doug Marrone",16,17765,8228,107,"Gardner Minshew","00-0035289",354,"178",20,-0.0247783157497688
2020,"KC",16,14,6.9375,"Andy Reid",16,17126,5506,92,"Patrick Mahomes","00-0033873",610,"10",1300,0.276940201181543
2020,"LA",16,10,4.75,"Sean McVay",16,18448,5564,86,"Jared Goff","00-0033106",575,"1",3000,0.0939780098481535
2020,"LAC",16,7,-2.625,"Anthony Lynn",16,15744,7859,90,"Justin Herbert","00-0036355",627,"6",1600,NA
2020,"LV",16,8,-2.75,"Jon Gruden",16,18737,9739,93,"Derek Carr","00-0031280",543,"36",540,0.181136346083298
2020,"MIA",16,10,4.125,"Brian Flores",16,14866,7427,89,"Tua Tagovailoa","00-0036212",310,"5",1700,NA
2020,"MIN",16,7,-2.8125,"Mike Zimmer",16,9891,5365,95,"Kirk Cousins","00-0029604",555,"102",92,0.182622797582107
2020,"NE",16,7,-1.6875,"Bill Belichick",16,14023,4374,103,"Cam Newton","00-0027939",399,"1",3000,-0.0706159399483053
2020,"NO",16,12,9.0625,"Sean Payton",16,18128,5694,95,"Drew Brees","00-0020531",403,"32",590,0.238073275049632
2020,"NYG",16,6,-4.8125,"Joe Judge",16,19697,12215,98,"Daniel Jones","00-0035710",493,"6",1600,-0.0808930721022288
2020,"NYJ",16,2,-13.375,"Adam Gase",16,14266,8357,100,"Sam Darnold","00-0034869",399,"3",2200,-0.0302009163366022
2020,"PHI",16,4.5,-5.25,"Doug Pederson",16,15348,5007,92,"Carson Wentz","00-0032950",487,"2",2600,0.0660383381484899
2020,"PIT",16,12,6.5,"Mike Tomlin",16,17034,6525,88,"Ben Roethlisberger","00-0022924",621,"11",1250,-0.205707159695407
2020,"SEA",16,12,5.5,"Pete Carroll",16,19179,6603,104,"Russell Wilson","00-0029263",605,"75",215,0.155848242922437
2020,"SF",16,6,-0.875,"Kyle Shanahan",16,27265,11524,112,"Nick Mullens","00-0033319",345,NA,0,NA
2020,"TB",16,11,8.5625,"Bruce Arians",16,20560,9876,92,"Tom Brady","00-0019596",631,"199",12,0.0493774007355769
2020,"TEN",16,11,3.25,"Mike Vrabel",16,16910,7218,97,"Ryan Tannehill","00-0029701",505,"8",1400,0.198851825571827
2020,"WAS",16,7,0.375,"Ron Rivera",16,20273,8946,105,"Alex Smith","00-0023436",274,"1",3000,NA
2021,"ARI",17,11,4.88235294117647,"Kliff Kingsbury",17,19076,7956,94,"Kyler Murray","00-0035228",512,"1",3000,0.0545466556086034
2021,"ATL",17,7,-8.58823529411765,"Arthur Smith",17,18257,9611,90,"Matt Ryan","00-0026143",600,"3",2200,0.101304187124819
2021,"BAL",17,8,-0.294117647058824,"John Harbaugh",17,17185,5419,96,"Lamar Jackson","00-0034796",420,"32",590,0.141601123548672
2021,"BUF",17,11,11.4117647058824,"Sean McDermott",17,13998,7048,78,"Josh Allen","00-0034857",672,"7",1500,0.282453985367153
2021,"CAR",17,5,-5.88235294117647,"Matt Rhule",17,20946,10592,98,"Sam Darnold","00-0034869",441,"3",2200,-0.192624446306387
2021,"CHI",17,6,-5.64705882352941,"Matt Nagy",17,15431,5088,90,"Justin Fields","00-0036945",306,"11",1250,NA
2021,"CIN",17,10,4.94117647058824,"Zac Taylor",17,17073,9410,90,"Joe Burrow","00-0036442",571,"1",3000,0.112309001570448
2021,"CLE",17,8,-1.29411764705882,"Kevin Stefanski",17,21351,10266,90,"Baker Mayfield","00-0034855",461,"1",3000,0.173439729311213
2021,"DAL",17,12,10.1176470588235,"Mike McCarthy",17,15978,6131,87,"Dak Prescott","00-0033077",626,"135",39,0.138464636248319
2021,"DEN",17,7,0.764705882352941,"Vic Fangio",17,15280,9086,94,"Teddy Bridgewater","00-0031237",457,"32",590,0.0642790199817168
2021,"DET",17,3.5,-8.35294117647059,"Dan Campbell",17,15036,8562,102,"Jared Goff","00-0033106",529,"1",3000,0.045022832601586
2021,"GB",17,13,4.64705882352941,"Matt LaFleur",17,11576,6087,90,"Aaron Rodgers","00-0023459",561,"24",740,0.341120600830007
2021,"HOU",17,4,-10.1176470588235,"David Culley",17,10433,3501,83,"Davis Mills","00-0036898",425,"67",255,NA
2021,"IND",17,9,5.05882352941176,"Frank Reich",17,17849,7885,90,"Carson Wentz","00-0032950",548,"2",2600,-0.169774812867232
2021,"JAX",17,3,-12,"Urban Meyer",13,17382,10115,89,"Trevor Lawrence","00-0036971",634,"1",3000,NA
2021,"KC",17,12,6.8235294117647,"Andy Reid",17,12363,5763,93,"Patrick Mahomes","00-0033873",686,"10",1300,0.304966236064017
2021,"LA",17,12,5.17647058823529,"Sean McVay",17,19365,5273,94,"Matthew Stafford","00-0026498",631,"1",3000,0.0990439899184183
2021,"LAC",17,9,0.88235294117647,"Brandon Staley",17,13252,7351,89,"Justin Herbert","00-0036355",703,"6",1600,0.144616007783352
2021,"LV",17,10,-3.82352941176471,"Rich Bisaccia",12,22078,8627,93,"Derek Carr","00-0031280",666,"36",540,0.112751738564286
2021,"MIA",17,9,-1.88235294117647,"Brian Flores",17,17130,11127,94,"Tua Tagovailoa","00-0036212",408,"5",1700,-0.0462941596225002
2021,"MIN",17,8,-0.0588235294117647,"Mike Zimmer",17,12616,5212,90,"Kirk Cousins","00-0029604",589,"102",92,0.169382743950512
2021,"NE",17,10,9.35294117647059,"Bill Belichick",17,11754,5950,86,"Mac Jones","00-0036972",549,"15",1050,NA
2021,"NO",17,9,1.70588235294118,"Sean Payton",17,22301,4118,97,"Trevor Siemian","00-0032156",197,"250",0,NA
2021,"NYG",17,4,-9.29411764705882,"Joe Judge",17,25184,12729,110,"Daniel Jones","00-0035710",383,"6",1600,-0.0493340534589124
2021,"NYJ",17,4,-11.4117647058824,"Robert Saleh",17,18594,9592,100,"Zach Wilson","00-0037013",427,"2",2600,NA
2021,"PHI",17,9,3.47058823529412,"Nick Sirianni",17,14373,6159,85,"Jalen Hurts","00-0036389",458,"53",370,-0.0345849329574113
2021,"PIT",17,9.5,-3.23529411764706,"Mike Tomlin",17,18492,8092,95,"Ben Roethlisberger","00-0022924",643,"11",1250,0.0890867333544641
2021,"SEA",17,7,1.70588235294118,"Pete Carroll",17,12751,4713,87,"Russell Wilson","00-0029263",433,"75",215,0.129549673145171
2021,"SF",17,10,3.64705882352941,"Kyle Shanahan",17,22203,10358,97,"Jimmy Garoppolo","00-0031345",470,"62",284,0.16473890066622
2021,"TB",17,13,9.29411764705882,"Bruce Arians",17,21585,7621,89,"Tom Brady","00-0019596",741,"199",12,0.208260179988856
2021,"TEN",17,12,3.82352941176471,"Mike Vrabel",17,15294,4876,105,"Ryan Tannehill","00-0029701",578,"8",1400,0.249973120303918
2021,"WAS",17,7,-5.8235294117647,"Ron Rivera",17,15395,6981,96,"Taylor Heinicke","00-0031800",532,NA,0,0.118739029862627
2022,"ARI",17,4,-6.41176470588235,"Kliff Kingsbury",17,19288,9372,105,"Kyler Murray","00-0035228",415,"1",3000,0.125860455174526
2022,"ATL",17,7,-1.23529411764706,"Arthur Smith",17,16985,9076,99,"Marcus Mariota","00-0032268",328,"2",2600,-0.360214212734718
2022,"BAL",17,10,2.05882352941176,"John Harbaugh",17,21713,6796,100,"Lamar Jackson","00-0034796",352,"32",590,0.043896906842973
2022,"BUF",16,13,10.5625,"Sean McDermott",16,15297,4536,90,"Josh Allen","00-0034857",600,"7",1500,0.119036990764259
2022,"CAR",17,7,-1.58823529411765,"Steve Wilks",12,16249,9435,94,"Baker Mayfield","00-0034855",225,"1",3000,-0.0117080543303068
2022,"CHI",17,3,-8.05882352941176,"Matt Eberflus",17,9363,6754,98,"Justin Fields","00-0036945",373,"11",1250,-0.212185529787076
2022,"CIN",16,12,6,"Zac Taylor",16,15243,10126,95,"Joe Burrow","00-0036442",647,"1",3000,0.17452016396206
2022,"CLE",17,7,-1.17647058823529,"Kevin Stefanski",17,23548,5516,100,"Jacoby Brissett","00-0033119",393,"91",136,-0.0936804152115229
2022,"DAL",17,12,7.35294117647059,"Mike McCarthy",17,19735,6149,97,"Dak Prescott","00-0033077",414,"135",39,0.173056645646592
2022,"DEN",17,5,-4.23529411764706,"Nathaniel Hackett",15,9238,5341,101,"Russell Wilson","00-0029263",538,"75",215,0.0383649685294893
2022,"DET",17,9,1.52941176470588,"Dan Campbell",17,19240,10548,98,"Jared Goff","00-0033106",610,"1",3000,-0.0482629178532199
2022,"GB",17,8,-0.0588235294117647,"Matt LaFleur",17,11593,6962,103,"Aaron Rodgers","00-0023459",574,"24",740,0.229623996359716
