"season","team","games","wins","point_diff_pg","head_coach","g_coached","roster_value","roster_value_recent4","n_players","qb_name","qb_id","qb_dropbacks","qb_draft_pick","qb_value","qb_prior_epa_per_db"
2009,"JAX",16,7,-5.625,"Jack Del Rio",16,16970,8035,68,"David Garrard","00-0021231",558,"108",78,0.0252945752437898
2009,"KC",16,4,-8.125,"Todd Haley",16,15087,9359,71,"Matt Cassel","00-0023662",536,"230",0,0.139507700704069
2009,"LA",16,1,-16.3125,"Steve Spagnuolo",16,12278,7804,72,"Marc Bulger","00-0019599",261,"168",24,-0.169261854920973
2009,"LAC",16,13,8.375,"Norv Turner",16,17222,5098,65,"Philip Rivers","00-0022942",511,"4",1800,0.265750920354361
2009,"LV",16,5,-11.375,"Tom Cable",16,25193,11009,65,"JaMarcus Russell","00-0025388",279,"1",3000,-0.149190337110423
2009,"MIA",16,7,-1.875,"Tony Sparano",16,18936,9496,65,"Chad Henne","00-0026197",477,"57",330,0.260881933422449
2009,"MIN",16,12,9.875,"Brad Childress",16,14737,6182,56,"Brett Favre","00-0005106",566,"33",580,0.0322598941589753
2009,"NE",16,10,8.875,"Bill Belichick",16,18339,5538,62,"Tom Brady","00-0019596",581,"199",12,0.00336717056449164
2009,"NO",16,13,10.5625,"Sean Payton",16,18043,7837,70,"Drew Brees","00-0020531",534,"32",590,0.250174888649111
2009,"NYG",16,8,-1.5625,"Tom Coughlin",16,14244,5851,61,"Eli Manning","00-0022803",539,"1",3000,0.0916034231886763
2009,"NYJ",16,9,7,"Rex Ryan",16,20471,9109,61,"Mark Sanchez","00-0026898",389,"5",1700,NA
2009,"PHI",16,11,5.75,"Andy Reid",16,16362,5334,64,"Donovan McNabb","00-0011022",479,"2",2600,0.100684937451674
2009,"PIT",16,9,2.75,"Mike Tomlin",16,13290,4920,65,"Ben Roethlisberger","00-0022924",556,"11",1250,-0.0140956488866535
2009,"SEA",16,5,-6.875,"Jim Mora",16,15342,5201,64,"Matt Hasselbeck","00-0007091",520,"187",17,-0.161574946470569
2009,"SF",16,8,3.0625,"Mike Singletary",16,19083,8124,63,"Alex Smith","00-0023436",394,"1",3000,NA
2009,"TB",16,3,-9.75,"Raheem Morris",16,19578,6853,79,"Josh Freeman","00-0026993",310,"17",950,NA
2009,"TEN",16,8,-3,"Jeff Fisher",16,13887,6801,63,"Vince Young","00-0024218",268,"3",2200,-0.261578689396912
2009,"WAS",16,4,-4.375,"Jim Zorn",16,22049,5592,69,"Jason Campbell","00-0023460",549,"25",720,-0.00237848038626744
2010,"ARI",16,5,-9.0625,"Ken Whisenhunt",16,10960,6179,63,"Derek Anderson","00-0023645",352,"213",6,-0.362925889610956
2010,"ATL",16,13,7.875,"Mike Smith",16,15123,8494,56,"Matt Ryan","00-0026143",594,"3",2200,0.0994959688937193
2010,"BAL",16,12,5.4375,"John Harbaugh",16,14735,5090,62,"Joe Flacco","00-0026158",529,"18",900,0.0967330061184599
2010,"BUF",16,4,-8.875,"Chan Gailey",16,17528,9278,72,"Ryan Fitzpatrick","00-0023682",465,"250",0,-0.178940446499964
2010,"CAR",16,2,-13.25,"John Fox",16,12051,7406,71,"Jimmy Clausen","00-0027659",332,"48",420,NA
2010,"CHI",16,11,3,"Lovie Smith",16,15215,3358,59,"Jay Cutler","00-0024226",484,"11",1250,-0.0792937974738527
2010,"CIN",16,4,-4.5625,"Marvin Lewis",16,21443,8659,71,"Carson Palmer","00-0021429",612,"1",3000,0.0971249248046706
2010,"CLE",16,5,-3.8125,"Eric Mangini",16,11445,7284,72,"Colt McCoy","00-0027688",245,"85",165,NA
2010,"DAL",16,6,-2.625,"Jason Garrett",8,17096,4663,68,"Jon Kitna","00-0009311",339,NA,0,NA
2010,"DEN",16,4,-7.9375,"Josh McDaniels",12,15732,9651,66,"Kyle Orton","00-0023541",532,"106",82,0.0514252104463647
2010,"DET",16,6,-0.4375,"Jim Schwartz",16,23644,15975,71,"Shaun Hill","00-0020679",433,NA,0,-0.107697119188015
2010,"GB",16,10,9.25,"Mike McCarthy",16,14012,6176,69,"Aaron Rodgers","00-0023459",506,"24",740,0.209303754852447
2010,"HOU",16,6,-2.3125,"Gary Kubiak",16,18311,5944,70,"Matt Schaub","00-0022787",606,"90",140,0.222803302242854
2010,"IND",16,10,2.9375,"Jim Caldwell",16,11464,3769,75,"Peyton Manning","00-0010346",695,"1",3000,0.298100797244437
2010,"JAX",16,8,-4.125,"Jack Del Rio",16,12403,7392,71,"David Garrard","00-0021231",398,"108",78,-0.015164579046662
2010,"KC",16,10,2.5,"Todd Haley",16,15830,10024,62,"Matt Cassel","00-0023662",476,"230",0,-0.152060220010216
2010,"LA",16,7,-2.4375,"Steve Spagnuolo",16,13923,10817,64,"Sam Bradford","00-0027854",624,"1",3000,NA
2010,"LAC",16,9,7.4375,"Norv Turner",16,14388,4969,75,"Philip Rivers","00-0022942",579,"4",1800,0.330076822767455
2010,"LV",16,8,2.4375,"Tom Cable",16,23672,9515,57,"Jason Campbell","00-0023460",362,"25",720,0.00229287161786763
2010,"MIA",16,7,-3.75,"Tony Sparano",16,18163,7562,76,"Chad Henne","00-0026197",521,"57",330,0.0246290944961435
2010,"MIN",16,6,-4.1875,"Brad Childress",10,17840,5399,65,"Brett Favre","00-0005106",380,"33",580,0.237851680309217
2010,"NE",16,14,12.8125,"Bill Belichick",16,15610,7037,70,"Tom Brady","00-0019596",517,"199",12,0.233629668974612
2010,"NO",16,11,4.8125,"Sean Payton",16,15768,5336,65,"Drew Brees","00-0020531",684,"32",590,0.293758393402246
2010,"NYG",16,10,2.9375,"Tom Coughlin",16,16773,6292,66,"Eli Manning","00-0022803",555,"1",3000,0.163687138379872
2010,"NYJ",16,11,3.9375,"Rex Ryan",16,22562,7290,64,"Mark Sanchez","00-0026898",534,"5",1700,-0.183549443043697
2010,"PHI",16,10,3.875,"Andy Reid",16,12864,5108,67,"Mike Vick","00-0020245",407,"1",3000,0.251610315046631
2010,"PIT",16,12,8.9375,"Mike Tomlin",16,14198,5142,59,"Ben Roethlisberger","00-0022924",421,"11",1250,0.157892820464777
2010,"SEA",16,7,-6.0625,"Pete Carroll",16,17373,8768,75,"Matt Hasselbeck","00-0007091",473,"187",17,-0.106049674521684
2010,"SF",16,6,-2.5625,"Mike Singletary",15,23565,8594,64,"Alex Smith","00-0023436",367,"1",3000,-0.0431988448421118
2010,"TB",16,10,1.4375,"Raheem Morris",16,16131,7376,72,"Josh Freeman","00-0026993",502,"17",950,-0.187917854990953
2010,"TEN",16,6,1.0625,"Jeff Fisher",16,12413,5153,63,"Kerry Collins","00-0003292",291,"5",1700,-0.0808260627094199
2010,"WAS",16,6,-4.6875,"Mike Shanahan",16,24447,7876,69,"Donovan McNabb","00-0011022",509,"2",2600,0.0850319876892196
2011,"ARI",16,8,-2.25,"Ken Whisenhunt",16,13334,4848,61,"John Skelton","00-0027754",298,"155",29,-0.297023756190967
2011,"ATL",16,10,3.25,"Mike Smith",16,15234,8331,59,"Matt Ryan","00-0026143",592,"3",2200,0.169450627018681
2011,"BAL",16,12,7,"John Harbaugh",16,16266,5145,64,"Joe Flacco","00-0026158",573,"18",900,0.0851110470179277
2011,"BUF",16,6,-3.875,"Chan Gailey",16,13809,9333,71,"Ryan Fitzpatrick","00-0023682",591,"250",0,0.0219605649538932
2011,"CAR",16,6,-1.4375,"Ron Rivera",16,15942,8225,70,"Cam Newton","00-0027939",552,"1",3000,NA
2011,"CHI",16,8,0.75,"Lovie Smith",16,15659,3615,67,"Jay Cutler","00-0024226",337,"11",1250,-0.0281089001980767
2011,"CIN",16,9,1.3125,"Marvin Lewis",16,18031,8248,60,"Andy Dalton","00-0027973",540,"35",550,NA
2011,"CLE",16,4,-5.5625,"Pat Shurmur",16,11410,6717,65,"Colt McCoy","00-0027688",495,"85",165,0.00143650953689506
2011,"DAL",16,8,1.375,"Jason Garrett",16,12379,5539,66,"Tony Romo","00-0021678",558,NA,0,0.11563054655608
2011,"DEN",16,8,-5.0625,"John Fox",16,19023,11581,65,"Tim Tebow","00-0027876",304,"25",720,0.116987308709705
2011,"DET",16,10,5.4375,"Jim Schwartz",16,24314,12649,68,"Matthew Stafford","00-0026498",711,"1",3000,-0.0089724824546976
2011,"GB",16,15,12.5625,"Mike McCarthy",16,12075,5674,57,"Aaron Rodgers","00-0023459",537,"24",740,0.230963014443107
2011,"HOU",16,10,6.4375,"Gary Kubiak",16,18977,6465,67,"Matt Schaub","00-0022787",308,"90",140,0.12866175892838
2011,"IND",16,2,-11.6875,"Jim Caldwell",16,16640,4447,76,"Curtis Painter","00-0027134",259,"201",11,NA
2011,"JAX",16,5,-5.375,"Jack Del Rio",11,12055,7021,80,"Blaine Gabbert","00-0027948",453,"10",1300,NA
2011,"KC",16,7,-7.875,"Todd Haley",13,16880,10408,59,"Matt Cassel","00-0023662",291,"230",0,0.131524016989021
2011,"LA",16,2,-13.375,"Steve Spagnuolo",16,17038,11758,74,"Sam Bradford","00-0027854",393,"1",3000,-0.0711924362211673
2011,"LAC",16,8,1.8125,"Norv Turner",16,16122,6176,67,"Philip Rivers","00-0022942",612,"4",1800,0.286656038623952
2011,"LV",16,8,-4.625,"Hue Jackson",16,24416,9826,64,"Carson Palmer","00-0021429",345,"1",3000,0.0569392428590945
2011,"MIA",16,6,1,"Tony Sparano",13,18756,8330,67,"Matt Moore","00-0025708",383,NA,0,-0.237498116019968
2011,"MIN",16,3,-6.8125,"Leslie Frazier",16,15794,4826,66,"Christian Ponder","00-0027950",321,"12",1200,NA
2011,"NE",16,13,10.6875,"Bill Belichick",16,16666,7410,73,"Tom Brady","00-0019596",643,"199",12,0.288397091311948
2011,"NO",16,13,13,"Sean Payton",16,11991,5958,64,"Drew Brees","00-0020531",684,"32",590,0.122875539193435
2011,"NYG",16,9,-0.375,"Tom Coughlin",16,20129,5227,62,"Eli Manning","00-0022803",617,"1",3000,0.077869374673199
2011,"NYJ",16,8,0.875,"Rex Ryan",16,18111,6101,65,"Mark Sanchez","00-0026898",582,"5",1700,-0.0158857429607772
2011,"PHI",16,8,4.25,"Andy Reid",16,17798,6486,60,"Mike Vick","00-0020245",446,"1",3000,0.165339392303432
2011,"PIT",16,12,6.125,"Mike Tomlin",16,12627,4367,63,"Ben Roethlisberger","00-0022924",553,"11",1250,0.186759433737281
2011,"SEA",16,7,0.375,"Pete Carroll",16,16472,6833,72,"Tarvaris Jackson","00-0024279",492,"64",270,-0.227646862190411
2011,"SF",16,13,9.4375,"Jim Harbaugh",16,23353,7002,56,"Alex Smith","00-0023436",489,"1",3000,-0.0385080996271086
2011,"TB",16,4,-12.9375,"Raheem Morris",16,14147,7646,66,"Josh Freeman","00-0026993",580,"17",950,0.148081887000204
2011,"TEN",16,9,0.5,"Mike Munchak",16,10266,6779,57,"Matt Hasselbeck","00-0007091",537,"187",17,-0.0397675930407798
2011,"WAS",16,5,-4.9375,"Mike Shanahan",16,18758,6154,67,"Rex Grossman","00-0022121",483,"22",780,-0.0917907904849837
2012,"ARI",16,5,-6.6875,"Ken Whisenhunt",16,13028,6278,64,"John Skelton","00-0027754",216,"155",29,-0.166795154267652
2012,"ATL",16,13,7.5,"Mike Smith",16,14386,4990,60,"Matt Ryan","00-0026143",643,"3",2200,0.148278878539624
2012,"BAL",16,10,3.375,"John Harbaugh",16,13131,4896,61,"Joe Flacco","00-0026158",566,"18",900,0.0533006695048983
2012,"BUF",16,6,-5.6875,"Chan Gailey",16,16822,9028,70,"Ryan Fitzpatrick","00-0023682",535,"250",0,-0.0120674205710064
2012,"CAR",16,7,-0.375,"Ron Rivera",16,15539,6840,68,"Cam Newton","00-0027939",521,"1",3000,0.08959278530508
2012,"CHI",16,10,6.125,"Lovie Smith",16,16483,3056,68,"Jay Cutler","00-0024226",472,"11",1250,0.0134833273579806
2012,"CIN",16,10,4.4375,"Marvin Lewis",16,21788,9728,65,"Andy Dalton","00-0027973",574,"35",550,0.00316226607478616
2012,"CLE",16,5,-4.125,"Pat Shurmur",16,15269,10249,64,"Brandon Weeden","00-0029677",545,"22",780,NA
2012,"DAL",16,8,-1.5,"Jason Garrett",16,12494,5264,71,"Tony Romo","00-0021678",684,NA,0,0.168377093556928
2012,"DEN",16,13,12,"John Fox",16,19969,8999,61,"Peyton Manning","00-0010346",604,"1",3000,NA
2012,"DET",16,4,-4.0625,"Jim Schwartz",16,23479,12676,71,"Matthew Stafford","00-0026498",756,"1",3000,0.131315832417784
2012,"GB",16,11,6.0625,"Mike McCarthy",16,14107,5497,64,"Aaron Rodgers","00-0023459",603,"24",740,0.41595517129995
2012,"HOU",16,12,5.3125,"Gary Kubiak",16,14253,7124,63,"Matt Schaub","00-0022787",571,"90",140,0.206314789047442
2012,"IND",16,11,-1.875,"Chuck Pagano",16,13010,8385,72,"Andrew Luck","00-0029668",668,"1",3000,NA
2012,"JAX",16,2,-11.8125,"Mike Mularkey",16,14771,8735,83,"Chad Henne","00-0026197",336,"57",330,0.0460395486727262
2012,"KC",16,2,-13.375,"Romeo Crennel",16,17045,8879,66,"Matt Cassel","00-0023662",296,"230",0,-0.0715636033522834
2012,"LA",16,7.5,-3.0625,"Jeff Fisher",16,15851,9423,61,"Sam Bradford","00-0027854",586,"1",3000,-0.202425982507006
2012,"LAC",16,7,0,"Norv Turner",16,17136,6167,68,"Philip Rivers","00-0022942",576,"4",1800,0.167879433455958
2012,"LV",16,4,-9.5625,"Dennis Allen",16,21096,7444,66,"Carson Palmer","00-0021429",591,"1",3000,0.0996059408099764
2012,"MIA",16,7,-1.8125,"Joe Philbin",16,14573,5656,71,"Ryan Tannehill","00-0029701",519,"8",1400,NA
2012,"MIN",16,10,1.9375,"Leslie Frazier",16,13521,7111,56,"Christian Ponder","00-0027950",515,"12",1200,-0.175847120591202
2012,"NE",16,12,14.125,"Bill Belichick",16,16075,8180,70,"Tom Brady","00-0019596",664,"199",12,0.307983647816561
2012,"NO",16,7,0.4375,"Joe Vitt",10,13982,4341,62,"Drew Brees","00-0020531",696,"32",590,0.332788016054766
2012,"NYG",16,9,5.3125,"Tom Coughlin",16,18289,5358,60,"Eli Manning","00-0022803",555,"1",3000,0.144951773174061
2012,"NYJ",16,6,-5.875,"Rex Ryan",16,22674,10501,71,"Mark Sanchez","00-0026898",487,"5",1700,-0.100682923525115
2012,"PHI",16,4,-10.25,"Andy Reid",16,14859,7139,69,"Mike Vick","00-0020245",379,"1",3000,0.111607048851674
2012,"PIT",16,8,1.375,"Mike Tomlin",16,14942,4875,64,"Ben Roethlisberger","00-0022924",479,"11",1250,0.147703202154943
2012,"SEA",16,11,10.4375,"Pete Carroll",16,14062,6668,66,"Russell Wilson","00-0029263",426,"75",215,NA
2012,"SF",16,11.5,7.75,"Jim Harbaugh",16,24495,7443,60,"Alex Smith","00-0023436",242,"1",3000,0.0457754266716299
2012,"TB",16,7,-0.3125,"Greg Schiano",16,12544,8752,71,"Josh Freeman","00-0026993",584,"17",950,-0.0682969277717994
2012,"TEN",16,6,-8.8125,"Mike Munchak",16,11863,6493,65,"Jake Locker","00-0027946",339,"8",1400,0.129280832828689
2012,"WAS",16,10,3,"Mike Shanahan",16,15771,8341,69,"Robert Griffin III","00-0029665",423,"2",2600,NA
2013,"ARI",16,10,3.4375,"Bruce Arians",16,19580,6922,64,"Carson Palmer","00-0021429",613,"1",3000,0.0305755947063494
2013,"ATL",16,4,-5.625,"Mike Smith",16,14655,4696,63,"Matt Ryan","00-0026143",695,"3",2200,0.218986014258013
2013,"BAL",16,8,-2,"John Harbaugh",16,16068,4274,62,"Joe Flacco","00-0026158",662,"18",900,0.0298120457305253
2013,"BUF",16,6,-3.0625,"Doug Marrone",16,17050,9902,67,"EJ Manuel","00-0030526",334,"16",1000,NA
2013,"CAR",16,12,7.8125,"Ron Rivera",16,17391,7199,64,"Cam Newton","00-0027939",516,"1",3000,0.105485711129825
2013,"CHI",16,8,-2.0625,"Marc Trestman",16,12314,3518,67,"Jay Cutler","00-0024226",374,"11",1250,-0.0481082963532874
2013,"CIN",16,11,7.8125,"Marvin Lewis",16,18047,8732,66,"Andy Dalton","00-0027973",615,"35",550,-0.00157116787192883
2013,"CLE",16,4,-6.125,"Rob Chudzinski",16,16791,10329,69,"Jason Campbell","00-0023460",333,"25",720,-0.227229751753268
2013,"DAL",16,8,0.4375,"Jason Garrett",16,12341,7328,72,"Tony Romo","00-0021678",570,NA,0,0.122540611200577
2013,"DEN",16,13,12.9375,"John Fox",16,21555,8165,62,"Peyton Manning","00-0010346",677,"1",3000,0.269894840909699
2013,"DET",16,7,1.1875,"Jim Schwartz",16,21727,8490,66,"Matthew Stafford","00-0026498",657,"1",3000,0.0443051885989964
2013,"GB",16,8.5,-0.6875,"Mike McCarthy",16,10482,4243,67,"Aaron Rodgers","00-0023459",311,"24",740,0.189417669974135
2013,"HOU",16,2,-9.5,"Gary Kubiak",13,13867,6522,73,"Matt Schaub","00-0022787",379,"90",140,0.148518540221156
2013,"IND",16,11,3.4375,"Chuck Pagano",16,16744,8684,76,"Andrew Luck","00-0029668",602,"1",3000,0.0196991196923182
2013,"JAX",16,4,-12.625,"Gus Bradley",16,14629,9692,74,"Chad Henne","00-0026197",541,"57",330,-0.136495725483254
2013,"KC",16,11,7.8125,"Andy Reid",16,22071,9643,63,"Alex Smith","00-0023436",547,"1",3000,0.138684566684269
2013,"LA",16,7,-1,"Jeff Fisher",16,20411,10994,62,"Sam Bradford","00-0027854",277,"1",3000,0.00605227813239457
2013,"LAC",16,9,3,"Mike McCoy",16,16190,7139,66,"Philip Rivers","00-0022942",574,"4",1800,-0.00374360701821253
2013,"LV",16,4,-8.1875,"Dennis Allen",16,11800,3952,66,"Matt McGloin","00-0030419",217,NA,0,NA
2013,"MIA",16,8,-1.125,"Joe Philbin",16,12280,9652,68,"Ryan Tannehill","00-0029701",646,"8",1400,-0.0378034370425855
2013,"MIN",16,5.5,-5.5625,"Leslie Frazier",16,14615,7900,64,"Matt Cassel","00-0023662",270,"230",0,-0.131490078012818
2013,"NE",16,12,6.625,"Bill Belichick",16,12223,6516,67,"Tom Brady","00-0019596",668,"199",12,0.285002469534397
2013,"NO",16,11,6.875,"Sean Payton",16,11716,4340,65,"Drew Brees","00-0020531",687,"32",590,0.164777438371507
2013,"NYG",16,7,-5.5625,"Tom Coughlin",16,17722,5319,67,"Eli Manning","00-0022803",590,"1",3000,0.103569679940231
2013,"NYJ",16,8,-6.0625,"Rex Ryan",16,18680,8209,70,"Geno Smith","00-0030565",486,"39",510,NA
2013,"PHI",16,10,3.75,"Chip Kelly",16,13387,7095,60,"Nick Foles","00-0029567",345,"88",150,-0.065484606391512
2013,"PIT",16,8,0.5625,"Mike Tomlin",16,13709,5673,68,"Ben Roethlisberger","00-0022924",626,"11",1250,0.142087343135733
2013,"SEA",16,13,11.625,"Pete Carroll",16,11194,6586,66,"Russell Wilson","00-0029263",451,"75",215,0.193534631021577
2013,"SF",16,12,8.375,"Jim Harbaugh",16,21500,8250,67,"Colin Kaepernick","00-0027974",455,"36",540,0.225924404746159
2013,"TB",16,4,-6.3125,"Greg Schiano",16,11883,8007,72,"Mike Glennon","00-0030520",456,"73",225,NA
2013,"TEN",16,7,-1.1875,"Mike Munchak",16,13820,7607,67,"Ryan Fitzpatrick","00-0023682",371,"250",0,0.0162522114426947
2013,"WAS",16,3,-9,"Mike Shanahan",16,16230,7838,67,"Robert Griffin III","00-0029665",494,"2",2600,0.201056965282783
2014,"ARI",16,11,0.6875,"Bruce Arians",16,19136,7223,67,"Drew Stanton","00-0025430",251,"43",470,NA
2014,"ATL",16,6,-2.25,"Mike Smith",16,16515,6565,63,"Matt Ryan","00-0026143",659,"3",2200,0.0533321643173176
2014,"BAL",16,10,6.6875,"John Harbaugh",16,12892,5333,70,"Joe Flacco","00-0026158",573,"18",900,-0.0506624560365118
2014,"BUF",16,9,3.375,"Doug Marrone",16,20279,9281,63,"Kyle Orton","00-0023541",480,"106",82,0.029595801826634
2014,"CAR",16,7.5,-2.1875,"Ron Rivera",16,14408,7774,69,"Cam Newton","00-0027939",486,"1",3000,0.0641964737403419
2014,"CHI",16,5,-7.6875,"Marc Trestman",16,12036,5023,75,"Jay Cutler","00-0024226",599,"11",1250,0.0399207579600515
2014,"CIN",16,10.5,1.3125,"Marvin Lewis",16,20052,8616,64,"Andy Dalton","00-0027973",502,"35",550,0.108801763800425
2014,"CLE",16,7,-2.375,"Mike Pettine",16,15438,7738,73,"Brian Hoyer","00-0026625",462,NA,0,-0.0131545594913915
2014,"DAL",16,12,7.1875,"Jason Garrett",16,12209,8234,64,"Tony Romo","00-0021678",464,NA,0,0.107630658936631
2014,"DEN",16,12,8,"John Fox",16,16318,7825,61,"Peyton Manning","00-0010346",614,"1",3000,0.387354649291703
2014,"DET",16,11,2.4375,"Jim Caldwell",16,21456,7284,69,"Matthew Stafford","00-0026498",647,"1",3000,0.0850655612794451
2014,"GB",16,12,8.625,"Mike McCarthy",16,12290,4432,60,"Aaron Rodgers","00-0023459",548,"24",740,0.299853696845249
2014,"HOU",16,9,4.0625,"Bill O'Brien",16,18163,8718,64,"Ryan Fitzpatrick","00-0023682",333,"250",0,0.0736278401706054
2014,"IND",16,11,5.5625,"Chuck Pagano",16,14834,8660,68,"Andrew Luck","00-0029668",643,"1",3000,0.0335670882193892
2014,"JAX",16,3,-10.1875,"Gus Bradley",16,13348,7937,70,"Blake Bortles","00-0031407",530,"3",2200,NA
2014,"KC",16,9,4.5,"Andy Reid",16,17673,8117,64,"Alex Smith","00-0023436",509,"1",3000,0.0445969394637524
2014,"LA",16,6,-1.875,"Jeff Fisher",16,22146,13065,63,"Austin Davis","00-0028957",313,NA,0,NA
2014,"LAC",16,9,0,"Mike McCoy",16,16861,6231,68,"Philip Rivers","00-0022942",606,"4",1800,0.302166114753126
2014,"LV",16,3,-12.4375,"Tony Sparano",12,14420,6066,68,"Derek Carr","00-0031280",623,"36",540,NA
2014,"MIA",16,8,0.9375,"Joe Philbin",16,14111,8275,71,"Ryan Tannehill","00-0029701",636,"8",1400,-0.00126898694719731
2014,"MIN",16,7,-1.125,"Mike Zimmer",16,13797,9176,65,"Teddy Bridgewater","00-0031237",441,"32",590,NA
2014,"NE",16,12,9.6875,"Bill Belichick",16,12468,6269,67,"Tom Brady","00-0019596",603,"199",12,0.107033507021433
2014,"NO",16,7,-1.4375,"Sean Payton",16,10530,4437,69,"Drew Brees","00-0020531",688,"32",590,0.215333106938432
2014,"NYG",16,6,-1.25,"Tom Coughlin",16,15882,5271,72,"Eli Manning","00-0022803",629,"1",3000,-0.0784369029858018
2014,"NYJ",16,4,-7.375,"Rex Ryan",16,18204,8177,67,"Geno Smith","00-0030565",395,"39",510,-0.122995493046879
2014,"PHI",16,10,4.625,"Chip Kelly",16,14457,6651,61,"Mark Sanchez","00-0026898",332,"5",1700,NA
2014,"PIT",16,11,4.25,"Mike Tomlin",16,13630,5640,58,"Ben Roethlisberger","00-0022924",641,"11",1250,0.095407263353347
2014,"SEA",16,12,8.75,"Pete Carroll",16,11872,4130,72,"Russell Wilson","00-0029263",494,"75",215,0.160430200758212
2014,"SF",16,8,-2.125,"Jim Harbaugh",16,20343,8208,69,"Colin Kaepernick","00-0027974",530,"36",540,0.124787147413139
2014,"TB",16,2,-8.3125,"Lovie Smith",16,13538,7350,75,"Josh McCown","00-0021206",363,"81",185,0.35347624151604
2014,"TEN",16,2,-11.5,"Ken Whisenhunt",16,16873,8676,71,"Charlie Whitehurst","00-0024296",203,"81",185,NA
2014,"WAS",16,4,-8.5625,"Jay Gruden",16,15294,6628,73,"Robert Griffin III","00-0029665",247,"2",2600,0.0136626886682996
2015,"ARI",16,13,11,"Bruce Arians",16,21319,6835,63,"Carson Palmer","00-0021429",562,"1",3000,0.136791172339193
2015,"ATL",16,8,-0.375,"Dan Quinn",16,20088,5997,63,"Matt Ryan","00-0026143",644,"3",2200,0.110622881112819
2015,"BAL",16,5,-4.5625,"John Harbaugh",16,12235,4955,80,"Joe Flacco","00-0026158",429,"18",900,0.126260999839446
2015,"BUF",16,8,1.25,"Rex Ryan",16,18958,7430,78,"Tyrod Taylor","00-0028118",416,"180",19,NA
2015,"CAR",16,15,12,"Ron Rivera",16,15679,5391,63,"Cam Newton","00-0027939",528,"1",3000,-0.0195561781284753
2015,"CHI",16,6,-3.875,"John Fox",16,13118,5339,74,"Jay Cutler","00-0024226",512,"11",1250,-0.0407660544052534
2015,"CIN",16,12,8.75,"Marvin Lewis",16,18872,6794,59,"Andy Dalton","00-0027973",406,"35",550,0.0085983058105764
2015,"CLE",16,3,-9.625,"Mike Pettine",16,17215,8405,68,"Josh McCown","00-0021206",315,"81",185,-0.0811184981940136
2015,"DAL",16,4,-6.1875,"Jason Garrett",16,14057,7461,72,"Matt Cassel","00-0023662",218,"230",0,-0.163023482164239
2015,"DEN",16,12,3.6875,"Gary Kubiak",16,17590,4392,65,"Peyton Manning","00-0010346",347,"1",3000,0.19839884540484
2015,"DET",16,7,-2.625,"Jim Caldwell",16,17107,7005,67,"Matthew Stafford","00-0026498",636,"1",3000,0.0473043597928428
2015,"GB",16,10,2.8125,"Mike McCarthy",16,12026,4627,61,"Aaron Rodgers","00-0023459",618,"24",740,0.310219880039229
2015,"HOU",16,9,1.625,"Bill O'Brien",16,14813,8345,69,"Brian Hoyer","00-0026625",394,NA,0,-0.00639597993945492
2015,"IND",16,8,-4.6875,"Chuck Pagano",16,13984,6919,76,"Andrew Luck","00-0029668",308,"1",3000,0.131515924030751
2015,"JAX",16,5,-4.5,"Gus Bradley",16,14128,8738,65,"Blake Bortles","00-0031407",657,"3",2200,-0.214535066339434
2015,"KC",16,11,7.375,"Andy Reid",16,17859,8344,59,"Alex Smith","00-0023436",515,"1",3000,0.120960836826657
2015,"LA",16,7,-3.125,"Jeff Fisher",16,21557,13739,69,"Nick Foles","00-0029567",351,"88",150,0.0337830660666932
2015,"LAC",16,4,-4.875,"Mike McCoy",16,13432,6433,73,"Philip Rivers","00-0022942",701,"4",1800,0.128344220764093
2015,"LV",16,7,-2.5,"Jack Del Rio",16,15956,7096,67,"Derek Carr","00-0031280",604,"36",540,-0.0987308350851364
2015,"MIA",16,6,-4.9375,"Joe Philbin",16,13634,7331,71,"Ryan Tannehill","00-0029701",631,"8",1400,0.0446871759063576
2015,"MIN",16,11,3.9375,"Mike Zimmer",16,15015,9432,62,"Teddy Bridgewater","00-0031237",491,"32",590,-0.00214533353015183
2015,"NE",16,12,9.375,"Bill Belichick",16,13182,6058,78,"Tom Brady","00-0019596",662,"199",12,0.182062711500765
2015,"NO",16,7,-4.25,"Sean Payton",16,13500,5213,75,"Drew Brees","00-0020531",658,"32",590,0.14837614555828
2015,"NYG",16,6,-1.375,"Tom Coughlin",16,16605,6786,73,"Eli Manning","00-0022803",645,"1",3000,0.105578184878872
2015,"NYJ",16,10,4.5625,"Todd Bowles",16,17027,8102,66,"Ryan Fitzpatrick","00-0023682",581,"250",0,0.143707126033816
2015,"PHI",16,7,-3.3125,"Chip Kelly",15,17967,8209,65,"Sam Bradford","00-0027854",560,"1",3000,NA
2015,"PIT",16,10,6.5,"Mike Tomlin",16,16031,5833,63,"Ben Roethlisberger","00-0022924",489,"11",1250,0.24582356679714
2015,"SEA",16,10,9.125,"Pete Carroll",16,8603,3676,70,"Russell Wilson","00-0029263",528,"75",215,0.0834376651230279
2015,"SF",16,5,-9.3125,"Jim Tomsula",16,15269,5266,68,"Blaine Gabbert","00-0027948",307,"10",1300,0.570157871540037
2015,"TB",16,6,-4.6875,"Lovie Smith",16,15141,8450,73,"Jameis Winston","00-0031503",562,"1",3000,NA
2015,"TEN",16,3,-7.75,"Ken Whisenhunt",16,14401,9289,65,"Marcus Mariota","00-0032268",408,"2",2600,NA
